frozenset({'2'}):66460
frozenset({'4'}):66569
frozenset({'0'}):64582
frozenset({'9'}):66638
frozenset({'8'}):66818
frozenset({'6'}):66137
frozenset({' '}):67815
frozenset({'3'}):66348
frozenset({'5'}):66580
frozenset({'1'}):66337
frozenset({'7'}):66739
frozenset({'1', '6'}):65007
frozenset({' ', '7'}):66739
frozenset({'7', '3'}):65471
frozenset({'8', '3'}):65513
frozenset({'4', '8'}):65711
frozenset({'5', '2'}):65415
frozenset({' ', '2'}):66460
frozenset({'4', '6'}):65124
frozenset({'0', '9'}):63759
frozenset({'5', '3'}):65353
frozenset({'7', '9'}):65678
frozenset({'4', '5'}):65499
frozenset({'4', '3'}):65371
frozenset({' ', '8'}):66818
frozenset({'6', '2'}):65063
frozenset({'4', '2'}):65369
frozenset({'8', '6'}):65352
frozenset({'1', '3'}):65107
frozenset({' ', '5'}):66580
frozenset({'1', '9'}):65400
frozenset({' ', '3'}):66348
frozenset({'4', ' '}):66569
frozenset({'1', '2'}):65227
frozenset({'5', '8'}):65758
frozenset({'3', '2'}):65259
frozenset({'0', '5'}):63740
frozenset({'7', '6'}):65290
frozenset({' ', '1'}):66337
frozenset({'5', '7'}):65671
frozenset({' ', '9'}):66638
frozenset({'9', '3'}):65326
frozenset({'0', '7'}):63808
frozenset({'4', '0'}):63726
frozenset({'5', '9'}):65559
frozenset({'7', '8'}):65867
frozenset({'0', '8'}):63851
frozenset({'9', '8'}):65754
frozenset({'0', '2'}):63586
frozenset({'1', '7'}):65437
frozenset({'4', '1'}):65355
frozenset({'8', '2'}):65655
frozenset({'4', '9'}):65536
frozenset({'0', '6'}):63327
frozenset({'0', ' '}):64582
frozenset({'5', '1'}):65330
frozenset({'4', '7'}):65674
frozenset({'9', '2'}):65517
frozenset({'1', '8'}):65500
frozenset({'7', '2'}):65541
frozenset({' ', '6'}):66137
frozenset({'3', '6'}):64908
frozenset({'0', '1'}):63499
frozenset({'9', '6'}):65191
frozenset({'0', '3'}):63567
frozenset({'5', '6'}):65085
frozenset({'0', '7', '8'}):63153
frozenset({'5', '1', '7'}):64553
frozenset({'1', '7', '9'}):64588
frozenset({'1', '7', '3'}):64354
frozenset({'0', ' ', '9'}):63759
frozenset({'5', '1', '9'}):64501
frozenset({'1', '9', '6'}):64199
frozenset({'5', '9', '2'}):64575
frozenset({'4', '2', '6'}):64147
frozenset({' ', '8', '3'}):65513
frozenset({'4', '5', '2'}):64447
frozenset({'4', '5', '1'}):64460
frozenset({'0', '9', '3'}):62834
frozenset({' ', '1', '7'}):65437
frozenset({'0', '5', '3'}):62860
frozenset({'4', '5', ' '}):65499
frozenset({'0', '7', '6'}):62673
frozenset({'4', '9', '8'}):64772
frozenset({'7', '8', '3'}):64722
frozenset({'5', '8', '6'}):64409
frozenset({'9', '8', '6'}):64483
frozenset({'4', '0', '3'}):62822
frozenset({'1', '8', '2'}):64532
frozenset({' ', '7', '6'}):65290
frozenset({'4', '0', '6'}):62593
frozenset({'3', '0', '2'}):62738
frozenset({'1', '8', '6'}):64305
frozenset({' ', '9', '2'}):65517
frozenset({'0', ' ', '8'}):63851
frozenset({'4', ' ', '7'}):65674
frozenset({'4', '1', '3'}):64303
frozenset({'0', '8', '2'}):62979
frozenset({' ', '5', '8'}):65758
frozenset({'4', '2', '3'}):64369
frozenset({'4', '1', '2'}):64341
frozenset({'4', '5', '6'}):64203
frozenset({'4', '3', '6'}):64080
frozenset({'4', '5', '7'}):64732
frozenset({'4', '7', '9'}):64735
frozenset({'0', '9', '8'}):63096
frozenset({'1', '7', '2'}):64429
frozenset({'4', '1', '9'}):64517
frozenset({'5', '7', '9'}):64730
frozenset({'8', '2', '3'}):64571
frozenset({'4', ' ', '6'}):65124
frozenset({'4', '1', '0'}):62795
frozenset({'4', '0', '2'}):62810
frozenset({'1', '7', '8'}):64693
frozenset({'0', '9', '2'}):62913
frozenset({'0', '5', '1'}):62776
frozenset({' ', '7', '3'}):65471
frozenset({'0', '1', '9'}):62843
frozenset({'4', ' ', '1'}):65355
frozenset({' ', '3', '4', '5'}):64478
frozenset({' ', '4', '7', '9'}):64735
frozenset({'2', '5', '8', '6'}):63542
frozenset({' ', '0', '5', '1'}):62776
frozenset({'4', '1', '7', '9'}):63810
frozenset({'4', '1', '0', '8'}):62226
frozenset({'2', '0', '1', '8'}):62122
frozenset({' ', '1', '8', '6'}):64305
frozenset({'2', '3', '1', '9'}):63506
frozenset({'4', '5', '1', '6'}):63358
frozenset({'1', '7', '9', '8'}):63921
frozenset({' ', '2', '4', '1'}):64341
frozenset({'3', '7', '8', '6'}):63607
frozenset({'5', '9', '8', '6'}):63645
frozenset({' ', '2', '4', '7'}):64603
frozenset({'7', '9', '8', '6'}):63813
frozenset({' ', '2', '4', '5'}):64447
frozenset({'3', '0', '5', '7'}):62286
frozenset({'3', '5', '7', '6'}):63431
frozenset({' ', '3', '4', '0'}):62822
frozenset({'2', '4', '7', '9'}):63820
frozenset({' ', '5', '8', '6'}):64409
frozenset({'2', '3', '4', '5'}):63580
frozenset({'2', '5', '7', '9'}):63831
frozenset({' ', '4', '8', '6'}):64431
frozenset({' ', '3', '0', '9'}):62834
frozenset({' ', '0', '5', '7'}):63063
frozenset({' ', '3', '0', '7'}):62926
frozenset({'0', '5', '9', '8'}):62449
frozenset({'4', '0', '9', '8'}):62403
frozenset({' ', '2', '3', '9'}):64410
frozenset({'2', '0', '9', '6'}):61959
frozenset({'3', '4', '1', '8'}):63643
frozenset({' ', '2', '1', '9'}):64450
frozenset({'0', '4', '7', '9'}):62370
frozenset({' ', '4', '0', '8'}):63085
frozenset({'2', '3', '0', '6'}):61762
frozenset({' ', '2', '3', '1'}):64204
frozenset({'2', '0', '1', '9'}):62115
frozenset({'2', '3', '7', '8'}):63867
frozenset({'2', '5', '9', '8'}):63959
frozenset({' ', '4', '7', '6'}):64420
frozenset({' ', '0', '1', '9'}):62843
frozenset({'3', '4', '5', '1'}):63559
frozenset({'2', '1', '9', '6'}):63415
frozenset({'5', '1', '7', '6'}):63472
frozenset({'0', '1', '7', '8'}):62261
frozenset({' ', '3', '0', '1'}):62609
frozenset({'4', '1', '9', '6'}):63424
frozenset({'4', '5', '1', '9'}):63715
frozenset({'0', '5', '7', '6'}):62022
frozenset({'3', '0', '9', '6'}):61836
frozenset({'1', '7', '8', '6'}):63646
frozenset({'3', '7', '9', '8'}):63871
frozenset({'2', '4', '8', '6'}):63544
frozenset({' ', '5', '7', '9'}):64730
frozenset({' ', '5', '9', '8'}):64820
frozenset({'2', '4', '7', '6'}):63524
frozenset({' ', '3', '7', '8'}):64722
frozenset({' ', '4', '9', '8'}):64772
frozenset({'2', '5', '7', '6'}):63479
frozenset({'3', '4', '5', '7'}):63819
frozenset({'3', '4', '7', '9'}):63774
frozenset({'3', '4', '5', '9'}):63653
frozenset({'0', '5', '8', '6'}):62106
frozenset({' ', '2', '3', '0'}):62738
frozenset({'4', '0', '8', '6'}):62091
frozenset({'2', '0', '7', '8'}):62361
frozenset({' ', '3', '4', '7'}):64611
frozenset({'4', '5', '1', '0'}):62157
frozenset({' ', '2', '3', '6'}):64035
frozenset({'2', '0', '5', '7'}):62260
frozenset({'2', '3', '0', '9'}):62120
frozenset({'2', '0', '5', '1'}):62032
frozenset({'2', '0', '1', '6'}):61775
frozenset({' ', '0', '1', '6'}):62485
frozenset({'1', '7', '9', '6'}):63531
frozenset({'5', '1', '7', '9'}):63787
frozenset({'3', '5', '1', '7'}):63623
frozenset({' ', '5', '1', '8'}):64617
frozenset({'2', '4', '1', '8'}):63707
frozenset({'0', '5', '7', '9'}):62384
frozenset({'2', '4', '9', '8'}):63890
frozenset({' ', '5', '7', '6'}):64363
frozenset({'4', '0', '8', '7'}):62478
frozenset({' ', '2', '0', '6'}):62515
frozenset({'3', '0', '9', '8'}):62238
frozenset({'0', '5', '7', '8'}):62520
frozenset({' ', '2', '3', '8'}):64571
frozenset({'3', '4', '7', '6'}):63473
frozenset({' ', '2', '5', '8'}):64739
frozenset({'4', '7', '9', '6'}):63634
frozenset({'3', '4', '5', '6'}):63297
frozenset({'2', '3', '5', '7'}):63727
frozenset({' ', '3', '8', '6'}):64236
frozenset({' ', '0', '5', '4'}):62992
frozenset({'3', '5', '9', '6'}):63292
frozenset({'2', '3', '5', '8'}):63799
frozenset({'2', '0', '5', '6'}):61869
frozenset({'2', '3', '1', '8'}):63593
frozenset({' ', '2', '3', '7'}):64491
frozenset({'4', '7', '8', '6'}):63800
frozenset({' ', '2', '5', '9'}):64575
frozenset({'4', '3', '0', '1'}):61985
frozenset({'3', '4', '1', '6'}):63222
frozenset({'2', '4', '1', '7'}):63657
frozenset({'2', '1', '7', '6'}):63425
frozenset({' ', '1', '7', '6'}):64272
frozenset({' ', '5', '1', '7'}):64553
frozenset({' ', '3', '5', '7'}):64601
frozenset({'0', '5', '1', '9'}):62181
frozenset({'3', '0', '5', '1'}):61994
frozenset({'1', '9', '8', '6'}):63565
frozenset({'2', '3', '4', '0'}):62052
frozenset({'0', '5', '9', '6'}):61994
frozenset({' ', '2', '0', '5'}):62872
frozenset({' ', '2', '0', '9'}):62913
frozenset({'3', '0', '8', '6'}):61935
frozenset({' ', '2', '0', '4'}):62810
frozenset({' ', '0', '5', '6'}):62596
frozenset({' ', '3', '4', '8'}):64633
frozenset({'0', '9', '8', '6'}):62138
frozenset({' ', '3', '9', '8'}):64572
frozenset({'2', '3', '8', '6'}):63451
frozenset({'2', '0', '5', '9'}):62255
frozenset({'2', '5', '1', '8'}):63751
frozenset({'3', '0', '4', '6'}):61796
frozenset({'0', '4', '9', '6'}):61983
frozenset({'4', '5', '1', '8'}):63807
frozenset({'3', '4', '5', '8'}):63843
frozenset({' ', '2', '5', '6'}):64127
frozenset({'4', '7', '9', '8'}):64060
frozenset({'2', '9', '8', '6'}):63684
frozenset({' ', '4', '5', '7'}):64732
frozenset({' ', '3', '4', '9'}):64457
frozenset({' ', '2', '1', '8'}):64532
frozenset({'3', '4', '1', '9'}):63562
frozenset({'2', '4', '1', '6'}):63317
frozenset({' ', '4', '1', '8'}):64604
frozenset({'2', '1', '7', '9'}):63714
frozenset({' ', '1', '7', '9'}):64588
frozenset({' ', '0', '7', '8'}):63153
frozenset({'3', '1', '9', '8'}):63628
frozenset({'2', '3', '4', '8'}):63748
frozenset({'0', '5', '1', '6'}):61833
frozenset({'0', '1', '7', '9'}):62236
frozenset({' ', '7', '9', '6'}):64430
frozenset({'2', '4', '5', '8'}):63837
frozenset({'3', '5', '8', '6'}):63454
frozenset({'4', '2', '0', '1'}):62015
frozenset({'3', '9', '8', '6'}):63459
frozenset({' ', '5', '1', '6'}):64112
frozenset({' ', '3', '1', '7'}):64354
frozenset({'3', '7', '9', '6'}):63434
frozenset({'2', '3', '5', '9'}):63622
frozenset({' ', '0', '5', '9'}):63005
frozenset({'4', '5', '0', '8'}):62448
frozenset({'2', '4', '7', '3'}):63713
frozenset({'2', '3', '9', '8'}):63788
frozenset({' ', '2', '5', '7'}):64619
frozenset({'2', '3', '0', '1'}):61913
frozenset({'4', '5', '8', '6'}):63597
frozenset({'4', '9', '8', '6'}):63647
frozenset({' ', '2', '7', '9'}):64670
frozenset({'3', '4', '5', '0'}):62199
frozenset({' ', '4', '1', '7'}):64579
frozenset({'3', '4', '0', '9'}):62156
frozenset({'4', '1', '9', '8'}):63843
frozenset({'2', '0', '7', '6'}):61923
frozenset({' ', '2', '1', '7'}):64429
frozenset({' ', '3', '4', '6'}):64080
frozenset({'4', '5', '1', '7'}):63785
frozenset({' ', '1', '7', '8'}):64693
frozenset({'2', '4', '1', '9'}):63643
frozenset({'5', '1', '9', '6'}):63400
frozenset({'3', '0', '1', '8'}):62034
frozenset({'2', '5', '1', '7'}):63655
frozenset({'3', '5', '1', '8'}):63655
frozenset({'2', '4', '5', '0'}):62180
frozenset({'3', '1', '8', '6'}):63314
frozenset({'0', '1', '9', '6'}):61905
frozenset({'0', '1', '7', '6'}):61907
frozenset({'3', '5', '9', '8'}):63794
frozenset({' ', '5', '1', '9'}):64501
frozenset({'2', '0', '5', '8'}):62358
frozenset({'2', '0', '9', '8'}):62360
frozenset({'2', '3', '9', '6'}):63332
frozenset({'2', '3', '5', '6'}):63252
frozenset({' ', '0', '7', '6'}):62673
frozenset({' ', '0', '9', '6'}):62656
frozenset({'4', '5', '7', '9'}):63892
frozenset({' ', '2', '8', '6'}):64395
frozenset({' ', '2', '0', '7'}):62908
frozenset({' ', '3', '5', '8'}):64650
frozenset({' ', '2', '7', '6'}):64308
frozenset({'4', '5', '9', '8'}):63940
frozenset({'4', '1', '8', '6'}):63529
frozenset({'2', '3', '0', '5'}):62119
frozenset({'2', '0', '7', '9'}):62277
frozenset({'2', '5', '1', '6'}):63287
frozenset({'2', '4', '5', '1'}):63554
frozenset({'3', '1', '9', '6'}):63207
frozenset({' ', '4', '0', '1'}):62795
frozenset({'3', '1', '7', '6'}):63304
frozenset({' ', '2', '0', '1'}):62660
frozenset({'3', '4', '1', '7'}):63637
frozenset({' ', '2', '3', '4'}):64369
frozenset({' ', '0', '9', '8'}):63096
frozenset({'3', '1', '7', '8'}):63700
frozenset({' ', '0', '5', '8'}):63138
frozenset({' ', '0', '4', '7'}):63054
frozenset({'2', '0', '8', '6'}):62016
frozenset({'2', '3', '4', '9'}):63602
frozenset({'3', '4', '0', '8'}):62251
frozenset({' ', '9', '8', '6'}):64483
frozenset({'2', '4', '5', '7'}):63770
frozenset({' ', '0', '7', '9'}):63062
frozenset({'4', '5', '9', '6'}):63449
frozenset({' ', '3', '0', '5'}):62860
frozenset({' ', '2', '7', '8'}):64826
frozenset({'3', '4', '9', '6'}):63320
frozenset({' ', '2', '9', '8'}):64796
frozenset({'4', '5', '7', '6'}):63589
frozenset({'3', '0', '7', '8'}):62337
frozenset({'5', '7', '9', '6'}):63601
frozenset({' ', '2', '4', '8'}):64653
frozenset({'1', '0', '4', '9'}):62200
frozenset({'4', '1', '7', '8'}):63909
frozenset({'2', '1', '9', '8'}):63821
frozenset({'2', '1', '7', '8'}):63804
frozenset({'3', '4', '8', '6'}):63474
frozenset({'2', '5', '1', '9'}):63659
frozenset({'3', '5', '1', '6'}):63183
frozenset({'3', '1', '7', '9'}):63606
frozenset({' ', '0', '1', '7'}):62835
frozenset({'3', '0', '5', '6'}):61816
frozenset({'0', '7', '9', '6'}):62070
frozenset({' ', '3', '1', '6'}):63927
frozenset({'3', '5', '7', '8'}):63970
frozenset({' ', '3', '7', '9'}):64543
frozenset({' ', '3', '5', '9'}):64438
frozenset({'0', '5', '1', '7'}):62188
frozenset({'5', '1', '9', '8'}):63849
frozenset({' ', '0', '8', '6'}):62760
frozenset({'2', '0', '4', '7'}):62223
frozenset({'3', '0', '7', '6'}):61888
frozenset({'2', '3', '4', '6'}):63269
frozenset({'2', '3', '0', '8'}):62192
frozenset({' ', '0', '4', '6'}):62593
frozenset({'2', '7', '8', '6'}):63716
frozenset({' ', '4', '5', '9'}):64594
frozenset({'4', '1', '0', '6'}):61857
frozenset({'2', '0', '7', '3'}):62164
frozenset({' ', '2', '5', '1'}):64358
frozenset({' ', '2', '0', '8'}):62979
frozenset({'2', '1', '8', '6'}):63480
frozenset({' ', '4', '1', '6'}):64160
frozenset({'0', '5', '4', '6'}):61950
frozenset({' ', '4', '5', '1'}):64460
frozenset({'4', '5', '7', '8'}):64084
frozenset({' ', '2', '9', '6'}):64292
frozenset({'3', '4', '9', '8'}):63790
frozenset({'0', '1', '8', '6'}):61960
frozenset({'0', '5', '1', '8'}):62235
frozenset({'2', '3', '1', '7'}):63528
frozenset({'3', '5', '1', '9'}):63536
frozenset({'3', '0', '5', '9'}):62187
frozenset({' ', '3', '1', '9'}):64287
frozenset({'2', '0', '4', '6'}):61837
frozenset({' ', '3', '0', '8'}):62920
frozenset({' ', '0', '1', '8'}):62862
frozenset({'3', '0', '1', '7'}):62047
frozenset({' ', '3', '7', '6'}):64202
frozenset({' ', '5', '9', '6'}):64262
frozenset({'2', '4', '7', '8'}):63957
frozenset({'3', '0', '1', '9'}):62029
frozenset({' ', '3', '5', '6'}):64044
frozenset({' ', '3', '9', '6'}):64071
frozenset({'5', '7', '8', '6'}):63769
frozenset({' ', '2', '4', '9'}):64530
frozenset({'5', '1', '8', '6'}):63497
frozenset({'3', '0', '7', '9'}):62252
frozenset({'0', '7', '9', '8'}):62467
frozenset({'3', '0', '5', '8'}):62322
frozenset({'2', '3', '7', '9'}):63709
frozenset({' ', '7', '8', '6'}):64601
frozenset({'2', '4', '5', '9'}):63696
frozenset({' ', '4', '0', '9'}):62982
frozenset({'2', '5', '7', '8'}):64017
frozenset({' ', '4', '9', '6'}):64268
frozenset({' ', '4', '5', '6'}):64203
frozenset({'2', '7', '9', '8'}):64035
frozenset({' ', '2', '3', '5'}):64392
frozenset({'2', '0', '1', '7'}):62054
frozenset({'0', '5', '4', '7'}):62393
frozenset({' ', '3', '4', '1'}):64303
frozenset({' ', '4', '1', '9'}):64517
frozenset({'0', '3', '4', '7'}):62255
frozenset({'4', '5', '0', '9'}):62320
frozenset({'0', '4', '7', '1'}):62208
frozenset({'4', '1', '7', '6'}):63532
frozenset({'0', '1', '9', '8'}):62265
frozenset({' ', '3', '1', '8'}):64383
frozenset({' ', '1', '9', '8'}):64647
frozenset({'4', '2', '3', '1'}):63462
frozenset({'2', '3', '1', '6'}):63179
frozenset({'2', '3', '5', '1'}):63469
frozenset({' ', '3', '5', '1'}):64281
frozenset({'5', '1', '7', '8'}):63917
frozenset({'2', '4', '0', '9'}):62196
frozenset({'3', '0', '1', '6'}):61686
frozenset({'5', '7', '9', '8'}):64084
frozenset({' ', '2', '4', '6'}):64147
frozenset({' ', '1', '9', '6'}):64199
frozenset({'3', '5', '7', '9'}):63759
frozenset({'0', '7', '8', '6'}):62168
frozenset({'2', '7', '9', '6'}):63589
frozenset({' ', '4', '5', '8'}):64775
frozenset({' ', '3', '0', '6'}):62439
frozenset({'2', '4', '0', '8'}):62264
frozenset({'2', '5', '9', '6'}):63446
frozenset({' ', '4', '7', '8'}):64911
frozenset({'2', '3', '7', '6'}):63399
frozenset({' ', '7', '9', '8'}):64910
frozenset({'2', '4', '5', '6'}):63312
frozenset({' ', '5', '7', '8'}):64946
frozenset({'2', '4', '9', '6'}):63442
frozenset({'3', '4', '7', '8'}):63948
frozenset({' ', '2', '1', '6'}):64090
frozenset({'0', '4', '7', '6'}):62030
frozenset({'4', '8', '6', '3', '1'}):62662
frozenset({'2', ' ', '3', '1', '7'}):63528
frozenset({'4', '0', '8', ' ', '3'}):62251
frozenset({'2', '0', '4', '8', '7'}):61730
frozenset({'0', '9', '6', ' ', '5'}):61994
frozenset({'2', '4', '0', ' ', '3'}):62052
frozenset({'2', '9', '3', '5', '7'}):63007
frozenset({'4', '8', '6', ' ', '3'}):63474
frozenset({'2', '0', ' ', '5', '7'}):62260
frozenset({'4', '0', '9', '8', '6'}):61527
frozenset({'2', '4', '6', '5', '7'}):62763
frozenset({'4', '0', '8', '6', '3'}):61345
frozenset({'2', '0', '9', '6', ' '}):61959
frozenset({'4', '0', '8', '5', '7'}):61902
frozenset({'0', '6', ' ', '3', '5'}):61816
frozenset({'2', '8', '6', ' ', '7'}):63716
frozenset({'0', '6', '5', '1', '7'}):61322
frozenset({'2', '4', '0', '3', '5'}):61498
frozenset({'0', '9', '8', ' ', '5'}):62449
frozenset({'9', '8', '3', '1', '7'}):63014
frozenset({'2', '4', '0', '6', '7'}):61331
frozenset({'0', '9', '3', '5', '7'}):61665
frozenset({'2', '4', '8', '6', '1'}):62758
frozenset({'9', ' ', '5', '1', '7'}):63787
frozenset({'2', '4', '6', ' ', '7'}):63524
frozenset({'2', '4', '0', '1', '7'}):61481
frozenset({'2', '4', ' ', '5', '7'}):63770
frozenset({'9', '8', ' ', '5', '1'}):63849
frozenset({'2', '0', ' ', '5', '1'}):62032
frozenset({'2', '4', '6', '1', '7'}):62753
frozenset({'2', '6', '3', '1', '7'}):62613
frozenset({'0', '8', '6', '5', '1'}):61375
frozenset({'2', '0', '8', '1', '7'}):61568
frozenset({'4', '9', ' ', '5', '1'}):63715
frozenset({'2', '8', '6', '1', '7'}):62875
frozenset({'4', ' ', '3', '1', '7'}):63637
frozenset({'4', '0', '6', '3', '7'}):61314
frozenset({'2', '0', '9', '5', '7'}):61679
frozenset({'4', '0', '8', '6', ' '}):62091
frozenset({'2', '8', '3', '5', '7'}):63191
frozenset({'4', '9', '6', ' ', '3'}):63320
frozenset({'0', '4', '6', '1', '7'}):61351
frozenset({'4', '9', ' ', '3', '5'}):63653
frozenset({'4', '0', '6', '5', '1'}):61275
frozenset({'2', '8', '6', '3', '7'}):62877
frozenset({'2', '9', '8', '3', '5'}):63076
frozenset({'2', '9', '8', '6', '7'}):63055
frozenset({'4', '6', ' ', '3', '7'}):63473
frozenset({'4', '0', '9', '6', '1'}):61330
frozenset({'2', '9', '6', ' ', '3'}):63332
frozenset({'4', '8', '3', '5', '7'}):63246
frozenset({'4', '9', '8', '3', '1'}):62963
frozenset({'4', '8', '3', '5', '1'}):62974
frozenset({'4', '9', ' ', '1', '7'}):63810
frozenset({'2', '8', '6', '5', '1'}):62744
frozenset({'4', '0', '9', '3', '5'}):61580
frozenset({'0', '4', '9', '6', '7'}):61475
frozenset({'2', '0', '8', ' ', '5'}):62358
frozenset({'2', '8', ' ', '3', '7'}):63867
frozenset({'4', '9', '6', '3', '5'}):62607
