frozenset({'2'}):59106
frozenset({'4'}):59215
frozenset({'0'}):57228
frozenset({'9'}):59284
frozenset({'8'}):59464
frozenset({'6'}):58783
frozenset({' '}):60461
frozenset({'3'}):58994
frozenset({'5'}):59226
frozenset({'1'}):58983
frozenset({'7'}):59385
frozenset({'1', '6'}):57653
frozenset({' ', '7'}):59385
frozenset({'7', '3'}):58117
frozenset({'8', '3'}):58159
frozenset({'4', '8'}):58357
frozenset({'5', '2'}):58061
frozenset({' ', '2'}):59106
frozenset({'4', '6'}):57770
frozenset({'0', '9'}):56405
frozenset({'5', '3'}):57999
frozenset({'7', '9'}):58324
frozenset({'4', '5'}):58145
frozenset({'4', '3'}):58017
frozenset({' ', '8'}):59464
frozenset({'6', '2'}):57709
frozenset({'4', '2'}):58015
frozenset({'8', '6'}):57998
frozenset({'1', '3'}):57753
frozenset({' ', '5'}):59226
frozenset({'1', '9'}):58046
frozenset({' ', '3'}):58994
frozenset({'4', ' '}):59215
frozenset({'1', '2'}):57873
frozenset({'5', '8'}):58404
frozenset({'3', '2'}):57905
frozenset({'0', '5'}):56386
frozenset({'7', '6'}):57936
frozenset({' ', '1'}):58983
frozenset({'5', '7'}):58317
frozenset({' ', '9'}):59284
frozenset({'9', '3'}):57972
frozenset({'0', '7'}):56454
frozenset({'4', '0'}):56372
frozenset({'5', '9'}):58205
frozenset({'7', '8'}):58513
frozenset({'0', '8'}):56497
frozenset({'9', '8'}):58400
frozenset({'0', '2'}):56232
frozenset({'1', '7'}):58083
frozenset({'4', '1'}):58001
frozenset({'8', '2'}):58301
frozenset({'4', '9'}):58182
frozenset({'0', '6'}):55973
frozenset({'0', ' '}):57228
frozenset({'5', '1'}):57976
frozenset({'4', '7'}):58320
frozenset({'9', '2'}):58163
frozenset({'1', '8'}):58146
frozenset({'7', '2'}):58187
frozenset({' ', '6'}):58783
frozenset({'3', '6'}):57554
frozenset({'0', '1'}):56145
frozenset({'9', '6'}):57837
frozenset({'0', '3'}):56213
frozenset({'5', '6'}):57731
frozenset({'1', '9', '2'}):57096
frozenset({'0', '1', '8'}):55508
frozenset({'4', ' ', '8'}):58357
frozenset({'3', '6', '2'}):56681
frozenset({'0', '7', '8'}):55799
frozenset({'5', '1', '7'}):57199
frozenset({'1', '7', '9'}):57234
frozenset({'1', '7', '3'}):57000
frozenset({'0', ' ', '9'}):56405
frozenset({'5', '1', '9'}):57147
frozenset({'1', '9', '6'}):56845
frozenset({'5', '9', '2'}):57221
frozenset({'4', '2', '6'}):56793
frozenset({' ', '8', '3'}):58159
frozenset({'4', '5', '2'}):57093
frozenset({'4', '5', '1'}):57106
frozenset({'0', '9', '3'}):55480
frozenset({' ', '1', '7'}):58083
frozenset({'0', '5', '3'}):55506
frozenset({'4', '5', ' '}):58145
frozenset({'0', '7', '6'}):55319
frozenset({'4', '9', '8'}):57418
frozenset({'7', '8', '3'}):57368
frozenset({'5', '8', '6'}):57055
frozenset({'9', '8', '6'}):57129
frozenset({'4', '0', '3'}):55468
frozenset({'1', '8', '2'}):57178
frozenset({' ', '7', '6'}):57936
frozenset({'4', '0', '6'}):55239
frozenset({'3', '0', '2'}):55384
frozenset({'1', '8', '6'}):56951
frozenset({' ', '9', '2'}):58163
frozenset({'0', ' ', '8'}):56497
frozenset({'4', ' ', '7'}):58320
frozenset({'4', '1', '3'}):56949
frozenset({'0', '8', '2'}):55625
frozenset({' ', '5', '8'}):58404
frozenset({'4', '2', '3'}):57015
frozenset({'4', '1', '2'}):56987
frozenset({'4', '5', '6'}):56849
frozenset({'4', '3', '6'}):56726
frozenset({'4', '5', '7'}):57378
frozenset({'4', '7', '9'}):57381
frozenset({'0', '9', '8'}):55742
frozenset({'1', '7', '2'}):57075
frozenset({'4', '1', '9'}):57163
frozenset({'5', '7', '9'}):57376
frozenset({'8', '2', '3'}):57217
frozenset({'4', ' ', '6'}):57770
frozenset({'4', '1', '0'}):55441
frozenset({'4', '0', '2'}):55456
frozenset({'1', '7', '8'}):57339
frozenset({'0', '9', '2'}):55559
frozenset({'0', '5', '1'}):55422
frozenset({' ', '7', '3'}):58117
frozenset({'0', '1', '9'}):55489
frozenset({'4', ' ', '1'}):58001
frozenset({' ', '3', '4', '5'}):57124
frozenset({' ', '4', '7', '9'}):57381
frozenset({'2', '5', '8', '6'}):56188
frozenset({' ', '0', '5', '1'}):55422
frozenset({'4', '1', '7', '9'}):56456
frozenset({'4', '1', '0', '8'}):54872
frozenset({'2', '0', '1', '8'}):54768
frozenset({' ', '1', '8', '6'}):56951
frozenset({'2', '3', '1', '9'}):56152
frozenset({'4', '5', '1', '6'}):56004
frozenset({'1', '7', '9', '8'}):56567
frozenset({' ', '2', '4', '1'}):56987
frozenset({'3', '7', '8', '6'}):56253
frozenset({'5', '9', '8', '6'}):56291
frozenset({' ', '2', '4', '7'}):57249
frozenset({'7', '9', '8', '6'}):56459
frozenset({' ', '2', '4', '5'}):57093
frozenset({'3', '0', '5', '7'}):54932
frozenset({'3', '5', '7', '6'}):56077
frozenset({' ', '3', '4', '0'}):55468
frozenset({'2', '4', '7', '9'}):56466
frozenset({' ', '5', '8', '6'}):57055
frozenset({'2', '3', '4', '5'}):56226
frozenset({'2', '5', '7', '9'}):56477
frozenset({' ', '4', '8', '6'}):57077
frozenset({' ', '3', '0', '9'}):55480
frozenset({' ', '0', '5', '7'}):55709
frozenset({' ', '3', '0', '7'}):55572
frozenset({'0', '5', '9', '8'}):55095
frozenset({'4', '0', '9', '8'}):55049
frozenset({' ', '2', '3', '9'}):57056
frozenset({'2', '0', '9', '6'}):54605
frozenset({'3', '4', '1', '8'}):56289
frozenset({' ', '2', '1', '9'}):57096
frozenset({'0', '4', '7', '9'}):55016
frozenset({' ', '4', '0', '8'}):55731
frozenset({'2', '3', '0', '6'}):54408
frozenset({' ', '2', '3', '1'}):56850
frozenset({'2', '0', '1', '9'}):54761
frozenset({'2', '3', '7', '8'}):56513
frozenset({'2', '5', '9', '8'}):56605
frozenset({' ', '4', '7', '6'}):57066
frozenset({' ', '0', '1', '9'}):55489
frozenset({'3', '4', '5', '1'}):56205
frozenset({'2', '1', '9', '6'}):56061
frozenset({'5', '1', '7', '6'}):56118
frozenset({'0', '1', '7', '8'}):54907
frozenset({' ', '3', '0', '1'}):55255
frozenset({'4', '1', '9', '6'}):56070
frozenset({'4', '5', '1', '9'}):56361
frozenset({'0', '5', '7', '6'}):54668
frozenset({'3', '0', '9', '6'}):54482
frozenset({'1', '7', '8', '6'}):56292
frozenset({'3', '7', '9', '8'}):56517
frozenset({'2', '4', '8', '6'}):56190
frozenset({' ', '5', '7', '9'}):57376
frozenset({' ', '5', '9', '8'}):57466
frozenset({'2', '4', '7', '6'}):56170
frozenset({' ', '3', '7', '8'}):57368
frozenset({' ', '4', '9', '8'}):57418
frozenset({'2', '5', '7', '6'}):56125
frozenset({'3', '4', '5', '7'}):56465
frozenset({'3', '4', '7', '9'}):56420
frozenset({'3', '4', '5', '9'}):56299
frozenset({'0', '5', '8', '6'}):54752
frozenset({' ', '2', '3', '0'}):55384
frozenset({'4', '0', '8', '6'}):54737
frozenset({'2', '0', '7', '8'}):55007
frozenset({' ', '3', '4', '7'}):57257
frozenset({'4', '5', '1', '0'}):54803
frozenset({' ', '2', '3', '6'}):56681
frozenset({'2', '0', '5', '7'}):54906
frozenset({'2', '3', '0', '9'}):54766
frozenset({'2', '0', '5', '1'}):54678
frozenset({'2', '0', '1', '6'}):54421
frozenset({' ', '0', '1', '6'}):55131
frozenset({'1', '7', '9', '6'}):56177
frozenset({'5', '1', '7', '9'}):56433
frozenset({'3', '5', '1', '7'}):56269
frozenset({' ', '5', '1', '8'}):57263
frozenset({'2', '4', '1', '8'}):56353
frozenset({'0', '5', '7', '9'}):55030
frozenset({'2', '4', '9', '8'}):56536
frozenset({' ', '5', '7', '6'}):57009
frozenset({'4', '0', '8', '7'}):55124
frozenset({' ', '2', '0', '6'}):55161
frozenset({'3', '0', '9', '8'}):54884
frozenset({'0', '5', '7', '8'}):55166
frozenset({' ', '2', '3', '8'}):57217
frozenset({'3', '4', '7', '6'}):56119
frozenset({' ', '2', '5', '8'}):57385
frozenset({'4', '7', '9', '6'}):56280
frozenset({'3', '4', '5', '6'}):55943
frozenset({'2', '3', '5', '7'}):56373
frozenset({' ', '3', '8', '6'}):56882
frozenset({' ', '0', '5', '4'}):55638
frozenset({'3', '5', '9', '6'}):55938
frozenset({'2', '3', '5', '8'}):56445
frozenset({'2', '0', '5', '6'}):54515
frozenset({'2', '3', '1', '8'}):56239
frozenset({' ', '2', '3', '7'}):57137
frozenset({'4', '7', '8', '6'}):56446
frozenset({' ', '2', '5', '9'}):57221
frozenset({'4', '3', '0', '1'}):54631
frozenset({'3', '4', '1', '6'}):55868
frozenset({'2', '4', '1', '7'}):56303
frozenset({'2', '1', '7', '6'}):56071
frozenset({' ', '1', '7', '6'}):56918
frozenset({' ', '5', '1', '7'}):57199
frozenset({' ', '3', '5', '7'}):57247
frozenset({'0', '5', '1', '9'}):54827
frozenset({'3', '0', '5', '1'}):54640
frozenset({'1', '9', '8', '6'}):56211
frozenset({'2', '3', '4', '0'}):54698
frozenset({'0', '5', '9', '6'}):54640
frozenset({' ', '2', '0', '5'}):55518
frozenset({' ', '2', '0', '9'}):55559
frozenset({'3', '0', '8', '6'}):54581
frozenset({' ', '2', '0', '4'}):55456
frozenset({' ', '0', '5', '6'}):55242
frozenset({' ', '3', '4', '8'}):57279
frozenset({'0', '9', '8', '6'}):54784
frozenset({' ', '3', '9', '8'}):57218
frozenset({'2', '3', '8', '6'}):56097
frozenset({'2', '0', '5', '9'}):54901
frozenset({'2', '5', '1', '8'}):56397
frozenset({'3', '0', '4', '6'}):54442
frozenset({'0', '4', '9', '6'}):54629
frozenset({'4', '5', '1', '8'}):56453
frozenset({'3', '4', '5', '8'}):56489
frozenset({' ', '2', '5', '6'}):56773
frozenset({'4', '7', '9', '8'}):56706
frozenset({'2', '9', '8', '6'}):56330
frozenset({' ', '4', '5', '7'}):57378
frozenset({' ', '3', '4', '9'}):57103
frozenset({' ', '2', '1', '8'}):57178
frozenset({'3', '4', '1', '9'}):56208
frozenset({'2', '4', '1', '6'}):55963
frozenset({' ', '4', '1', '8'}):57250
frozenset({'2', '1', '7', '9'}):56360
frozenset({' ', '1', '7', '9'}):57234
frozenset({' ', '0', '7', '8'}):55799
frozenset({'3', '1', '9', '8'}):56274
frozenset({'2', '3', '4', '8'}):56394
frozenset({'0', '5', '1', '6'}):54479
frozenset({'0', '1', '7', '9'}):54882
frozenset({' ', '7', '9', '6'}):57076
frozenset({'2', '4', '5', '8'}):56483
frozenset({'3', '5', '8', '6'}):56100
frozenset({'4', '2', '0', '1'}):54661
frozenset({'3', '9', '8', '6'}):56105
frozenset({' ', '5', '1', '6'}):56758
frozenset({' ', '3', '1', '7'}):57000
frozenset({'3', '7', '9', '6'}):56080
frozenset({'2', '3', '5', '9'}):56268
frozenset({' ', '0', '5', '9'}):55651
frozenset({'4', '5', '0', '8'}):55094
frozenset({'2', '4', '7', '3'}):56359
frozenset({'2', '3', '9', '8'}):56434
frozenset({' ', '2', '5', '7'}):57265
frozenset({'2', '3', '0', '1'}):54559
frozenset({'4', '5', '8', '6'}):56243
frozenset({'4', '9', '8', '6'}):56293
frozenset({' ', '2', '7', '9'}):57316
frozenset({'3', '4', '5', '0'}):54845
frozenset({' ', '4', '1', '7'}):57225
frozenset({'3', '4', '0', '9'}):54802
frozenset({'4', '1', '9', '8'}):56489
frozenset({'2', '0', '7', '6'}):54569
frozenset({' ', '2', '1', '7'}):57075
frozenset({' ', '3', '4', '6'}):56726
frozenset({'4', '5', '1', '7'}):56431
frozenset({' ', '1', '7', '8'}):57339
frozenset({'2', '4', '1', '9'}):56289
frozenset({'5', '1', '9', '6'}):56046
frozenset({'3', '0', '1', '8'}):54680
frozenset({'2', '5', '1', '7'}):56301
frozenset({'3', '5', '1', '8'}):56301
frozenset({'2', '4', '5', '0'}):54826
frozenset({'3', '1', '8', '6'}):55960
frozenset({'0', '1', '9', '6'}):54551
frozenset({'0', '1', '7', '6'}):54553
frozenset({'3', '5', '9', '8'}):56440
frozenset({' ', '5', '1', '9'}):57147
frozenset({'2', '0', '5', '8'}):55004
frozenset({'2', '0', '9', '8'}):55006
frozenset({'2', '3', '9', '6'}):55978
frozenset({'2', '3', '5', '6'}):55898
frozenset({' ', '0', '7', '6'}):55319
frozenset({' ', '0', '9', '6'}):55302
frozenset({'4', '5', '7', '9'}):56538
frozenset({' ', '2', '8', '6'}):57041
frozenset({' ', '2', '0', '7'}):55554
frozenset({' ', '3', '5', '8'}):57296
frozenset({' ', '2', '7', '6'}):56954
frozenset({'4', '5', '9', '8'}):56586
frozenset({'4', '1', '8', '6'}):56175
frozenset({'2', '3', '0', '5'}):54765
frozenset({'2', '0', '7', '9'}):54923
frozenset({'2', '5', '1', '6'}):55933
frozenset({'2', '4', '5', '1'}):56200
frozenset({'3', '1', '9', '6'}):55853
frozenset({' ', '4', '0', '1'}):55441
frozenset({'3', '1', '7', '6'}):55950
frozenset({' ', '2', '0', '1'}):55306
frozenset({'3', '4', '1', '7'}):56283
frozenset({' ', '2', '3', '4'}):57015
frozenset({' ', '0', '9', '8'}):55742
frozenset({'3', '1', '7', '8'}):56346
frozenset({' ', '0', '5', '8'}):55784
frozenset({' ', '0', '4', '7'}):55700
frozenset({'2', '0', '8', '6'}):54662
frozenset({'2', '3', '4', '9'}):56248
frozenset({'3', '4', '0', '8'}):54897
frozenset({' ', '9', '8', '6'}):57129
frozenset({'2', '4', '5', '7'}):56416
frozenset({' ', '0', '7', '9'}):55708
frozenset({'4', '5', '9', '6'}):56095
frozenset({' ', '3', '0', '5'}):55506
frozenset({' ', '2', '7', '8'}):57472
frozenset({'3', '4', '9', '6'}):55966
frozenset({' ', '2', '9', '8'}):57442
frozenset({'4', '5', '7', '6'}):56235
frozenset({'3', '0', '7', '8'}):54983
frozenset({'5', '7', '9', '6'}):56247
frozenset({' ', '2', '4', '8'}):57299
frozenset({'1', '0', '4', '9'}):54846
frozenset({'4', '1', '7', '8'}):56555
frozenset({'2', '1', '9', '8'}):56467
frozenset({'2', '1', '7', '8'}):56450
frozenset({'3', '4', '8', '6'}):56120
frozenset({'2', '5', '1', '9'}):56305
frozenset({'3', '5', '1', '6'}):55829
frozenset({'3', '1', '7', '9'}):56252
frozenset({' ', '0', '1', '7'}):55481
frozenset({'3', '0', '5', '6'}):54462
frozenset({'0', '7', '9', '6'}):54716
frozenset({' ', '3', '1', '6'}):56573
frozenset({'3', '5', '7', '8'}):56616
frozenset({' ', '3', '7', '9'}):57189
frozenset({' ', '3', '5', '9'}):57084
frozenset({'0', '5', '1', '7'}):54834
frozenset({'5', '1', '9', '8'}):56495
frozenset({' ', '0', '8', '6'}):55406
frozenset({'2', '0', '4', '7'}):54869
frozenset({'3', '0', '7', '6'}):54534
frozenset({'2', '3', '4', '6'}):55915
frozenset({'2', '3', '0', '8'}):54838
frozenset({' ', '0', '4', '6'}):55239
frozenset({'2', '7', '8', '6'}):56362
frozenset({' ', '4', '5', '9'}):57240
frozenset({'4', '1', '0', '6'}):54503
frozenset({'2', '0', '7', '3'}):54810
frozenset({' ', '2', '5', '1'}):57004
frozenset({' ', '2', '0', '8'}):55625
frozenset({'2', '1', '8', '6'}):56126
frozenset({' ', '4', '1', '6'}):56806
frozenset({'0', '5', '4', '6'}):54596
frozenset({' ', '4', '5', '1'}):57106
frozenset({'4', '5', '7', '8'}):56730
frozenset({' ', '2', '9', '6'}):56938
frozenset({'3', '4', '9', '8'}):56436
frozenset({'0', '1', '8', '6'}):54606
frozenset({'0', '5', '1', '8'}):54881
frozenset({'2', '3', '1', '7'}):56174
frozenset({'3', '5', '1', '9'}):56182
frozenset({'3', '0', '5', '9'}):54833
frozenset({' ', '3', '1', '9'}):56933
frozenset({'2', '0', '4', '6'}):54483
frozenset({' ', '3', '0', '8'}):55566
frozenset({' ', '0', '1', '8'}):55508
frozenset({'3', '0', '1', '7'}):54693
frozenset({' ', '3', '7', '6'}):56848
frozenset({' ', '5', '9', '6'}):56908
frozenset({'2', '4', '7', '8'}):56603
frozenset({'3', '0', '1', '9'}):54675
frozenset({' ', '3', '5', '6'}):56690
frozenset({' ', '3', '9', '6'}):56717
frozenset({'5', '7', '8', '6'}):56415
frozenset({' ', '2', '4', '9'}):57176
frozenset({'5', '1', '8', '6'}):56143
frozenset({'3', '0', '7', '9'}):54898
frozenset({'0', '7', '9', '8'}):55113
frozenset({'3', '0', '5', '8'}):54968
frozenset({'2', '3', '7', '9'}):56355
frozenset({' ', '7', '8', '6'}):57247
frozenset({'2', '4', '5', '9'}):56342
frozenset({' ', '4', '0', '9'}):55628
frozenset({'2', '5', '7', '8'}):56663
frozenset({' ', '4', '9', '6'}):56914
frozenset({' ', '4', '5', '6'}):56849
frozenset({'2', '7', '9', '8'}):56681
frozenset({' ', '2', '3', '5'}):57038
frozenset({'2', '0', '1', '7'}):54700
frozenset({'0', '5', '4', '7'}):55039
frozenset({' ', '3', '4', '1'}):56949
frozenset({' ', '4', '1', '9'}):57163
frozenset({'0', '3', '4', '7'}):54901
frozenset({'4', '5', '0', '9'}):54966
frozenset({'0', '4', '7', '1'}):54854
frozenset({'4', '1', '7', '6'}):56178
frozenset({'0', '1', '9', '8'}):54911
frozenset({' ', '3', '1', '8'}):57029
frozenset({' ', '1', '9', '8'}):57293
frozenset({'4', '2', '3', '1'}):56108
frozenset({'2', '3', '1', '6'}):55825
frozenset({'2', '3', '5', '1'}):56115
frozenset({' ', '3', '5', '1'}):56927
frozenset({'5', '1', '7', '8'}):56563
frozenset({'2', '4', '0', '9'}):54842
frozenset({'3', '0', '1', '6'}):54332
frozenset({'5', '7', '9', '8'}):56730
frozenset({' ', '2', '4', '6'}):56793
frozenset({' ', '1', '9', '6'}):56845
frozenset({'3', '5', '7', '9'}):56405
frozenset({'0', '7', '8', '6'}):54814
frozenset({'2', '7', '9', '6'}):56235
frozenset({' ', '4', '5', '8'}):57421
frozenset({' ', '3', '0', '6'}):55085
frozenset({'2', '4', '0', '8'}):54910
frozenset({'2', '5', '9', '6'}):56092
frozenset({' ', '4', '7', '8'}):57557
frozenset({'2', '3', '7', '6'}):56045
frozenset({' ', '7', '9', '8'}):57556
frozenset({'2', '4', '5', '6'}):55958
frozenset({' ', '5', '7', '8'}):57592
frozenset({'2', '4', '9', '6'}):56088
frozenset({'3', '4', '7', '8'}):56594
frozenset({' ', '2', '1', '6'}):56736
frozenset({'0', '4', '7', '6'}):54676
frozenset({'4', '8', '6', '3', '1'}):55308
frozenset({'2', ' ', '3', '1', '7'}):56174
frozenset({'4', '0', '8', ' ', '3'}):54897
frozenset({'2', '0', '4', '8', '7'}):54376
frozenset({'0', '9', '6', ' ', '5'}):54640
frozenset({'2', '4', '0', ' ', '3'}):54698
frozenset({'2', '9', '3', '5', '7'}):55653
frozenset({'4', '8', '6', ' ', '3'}):56120
frozenset({'2', '0', ' ', '5', '7'}):54906
frozenset({'4', '0', '9', '8', '6'}):54173
frozenset({'2', '4', '6', '5', '7'}):55409
frozenset({'4', '0', '8', '6', '3'}):53991
frozenset({'2', '0', '9', '6', ' '}):54605
frozenset({'4', '0', '8', '5', '7'}):54548
frozenset({'0', '6', ' ', '3', '5'}):54462
frozenset({'2', '8', '6', ' ', '7'}):56362
frozenset({'0', '6', '5', '1', '7'}):53968
frozenset({'2', '4', '0', '3', '5'}):54144
frozenset({'0', '9', '8', ' ', '5'}):55095
frozenset({'9', '8', '3', '1', '7'}):55660
frozenset({'2', '4', '0', '6', '7'}):53977
frozenset({'0', '9', '3', '5', '7'}):54311
frozenset({'2', '4', '8', '6', '1'}):55404
frozenset({'9', ' ', '5', '1', '7'}):56433
frozenset({'2', '4', '6', ' ', '7'}):56170
frozenset({'2', '4', '0', '1', '7'}):54127
frozenset({'2', '4', ' ', '5', '7'}):56416
frozenset({'9', '8', ' ', '5', '1'}):56495
frozenset({'2', '0', ' ', '5', '1'}):54678
frozenset({'2', '4', '6', '1', '7'}):55399
frozenset({'2', '6', '3', '1', '7'}):55259
frozenset({'0', '8', '6', '5', '1'}):54021
frozenset({'2', '0', '8', '1', '7'}):54214
frozenset({'4', '9', ' ', '5', '1'}):56361
frozenset({'2', '8', '6', '1', '7'}):55521
frozenset({'4', ' ', '3', '1', '7'}):56283
frozenset({'4', '0', '6', '3', '7'}):53960
frozenset({'2', '0', '9', '5', '7'}):54325
frozenset({'4', '0', '8', '6', ' '}):54737
frozenset({'2', '8', '3', '5', '7'}):55837
frozenset({'4', '9', '6', ' ', '3'}):55966
frozenset({'0', '4', '6', '1', '7'}):53997
frozenset({'4', '9', ' ', '3', '5'}):56299
frozenset({'4', '0', '6', '5', '1'}):53921
frozenset({'2', '8', '6', '3', '7'}):55523
frozenset({'2', '9', '8', '3', '5'}):55722
frozenset({'2', '9', '8', '6', '7'}):55701
frozenset({'4', '6', ' ', '3', '7'}):56119
frozenset({'4', '0', '9', '6', '1'}):53976
frozenset({'2', '9', '6', ' ', '3'}):55978
frozenset({'4', '8', '3', '5', '7'}):55892
frozenset({'4', '9', '8', '3', '1'}):55609
frozenset({'4', '8', '3', '5', '1'}):55620
frozenset({'4', '9', ' ', '1', '7'}):56456
frozenset({'2', '8', '6', '5', '1'}):55390
frozenset({'4', '0', '9', '3', '5'}):54226
frozenset({'0', '4', '9', '6', '7'}):54121
frozenset({'2', '0', '8', ' ', '5'}):55004
frozenset({'2', '8', ' ', '3', '7'}):56513
frozenset({'4', '9', '6', '3', '5'}):55253
