frozenset({'2'}):28055
frozenset({'4'}):28166
frozenset({'0'}):26196
frozenset({'9'}):28233
frozenset({'8'}):28413
frozenset({'6'}):27738
frozenset({' '}):29410
frozenset({'3'}):27948
frozenset({'5'}):28175
frozenset({'1'}):27932
frozenset({'7'}):28334
frozenset({'1', '6'}):26608
frozenset({' ', '7'}):28334
frozenset({'7', '3'}):27071
frozenset({'8', '3'}):27113
frozenset({'4', '8'}):27308
frozenset({'5', '2'}):27010
frozenset({' ', '2'}):28055
frozenset({'4', '6'}):26727
frozenset({'0', '9'}):25373
frozenset({'5', '3'}):26953
frozenset({'7', '9'}):27273
frozenset({'4', '5'}):27096
frozenset({'4', '3'}):26973
frozenset({' ', '8'}):28413
frozenset({'6', '2'}):26664
frozenset({'4', '2'}):26966
frozenset({'8', '6'}):26953
frozenset({'1', '3'}):26707
frozenset({' ', '5'}):28175
frozenset({'1', '9'}):26995
frozenset({' ', '3'}):27948
frozenset({'4', ' '}):28166
frozenset({'1', '2'}):26822
frozenset({'5', '8'}):27353
frozenset({'3', '2'}):26859
frozenset({'0', '5'}):25354
frozenset({'7', '6'}):26891
frozenset({' ', '1'}):27932
frozenset({'5', '7'}):27266
frozenset({' ', '9'}):28233
frozenset({'9', '3'}):26926
frozenset({'0', '7'}):25422
frozenset({'4', '0'}):25342
frozenset({'5', '9'}):27154
frozenset({'7', '8'}):27462
frozenset({'0', '8'}):25465
frozenset({'9', '8'}):27349
frozenset({'0', '2'}):25200
frozenset({'1', '7'}):27032
frozenset({'4', '1'}):26952
frozenset({'8', '2'}):27250
frozenset({'4', '9'}):27133
frozenset({'0', '6'}):24947
frozenset({'0', ' '}):26196
frozenset({'5', '1'}):26925
frozenset({'4', '7'}):27271
frozenset({'9', '2'}):27112
frozenset({'1', '8'}):27095
frozenset({'7', '2'}):27136
frozenset({' ', '6'}):27738
frozenset({'3', '6'}):26514
frozenset({'0', '1'}):25113
frozenset({'9', '6'}):26792
frozenset({'0', '3'}):25186
frozenset({'5', '6'}):26686
frozenset({'3', '1', '8', '6'}):24920
frozenset({'0', '1', '9', '6'}):23525
frozenset({'0', '1', '7', '6'}):23527
frozenset({'3', '5', '9', '8'}):25394
frozenset({' ', '5', '1', '9'}):26096
frozenset({'2', '0', '5', '8'}):23972
frozenset({'2', '0', '9', '8'}):23974
frozenset({'2', '3', '9', '6'}):24938
frozenset({'2', '3', '5', '6'}):24858
frozenset({' ', '0', '7', '6'}):24293
frozenset({' ', '0', '9', '6'}):24276
frozenset({'4', '5', '7', '9'}):25489
frozenset({' ', '2', '8', '6'}):25996
frozenset({' ', '2', '0', '7'}):24522
frozenset({' ', '3', '5', '8'}):26250
frozenset({' ', '2', '7', '6'}):25909
frozenset({'4', '5', '9', '8'}):25537
frozenset({'4', '1', '8', '6'}):25132
frozenset({'2', '3', '0', '5'}):23738
frozenset({'2', '0', '7', '9'}):23891
frozenset({'2', '5', '1', '6'}):24888
frozenset({'2', '4', '5', '1'}):25151
frozenset({'3', '1', '9', '6'}):24813
frozenset({' ', '4', '0', '1'}):24411
frozenset({'3', '1', '7', '6'}):24910
frozenset({' ', '2', '0', '1'}):24274
frozenset({'3', '4', '1', '7'}):25239
frozenset({' ', '2', '3', '4'}):25971
frozenset({' ', '0', '9', '8'}):24710
frozenset({'3', '1', '7', '8'}):25300
frozenset({' ', '0', '5', '8'}):24752
frozenset({' ', '0', '4', '7'}):24670
frozenset({'2', '0', '8', '6'}):23636
frozenset({'2', '3', '4', '9'}):25204
frozenset({'3', '4', '0', '8'}):23872
frozenset({' ', '9', '8', '6'}):26084
frozenset({'2', '4', '5', '7'}):25367
frozenset({' ', '0', '7', '9'}):24676
frozenset({'4', '5', '9', '6'}):25052
frozenset({' ', '3', '0', '5'}):24479
frozenset({' ', '2', '7', '8'}):26421
frozenset({'3', '4', '9', '6'}):24928
frozenset({' ', '2', '9', '8'}):26391
frozenset({'4', '5', '7', '6'}):25192
frozenset({'3', '0', '7', '8'}):23956
frozenset({'5', '7', '9', '6'}):25202
frozenset({' ', '2', '4', '8'}):26250
frozenset({'1', '0', '4', '9'}):23816
frozenset({'4', '1', '7', '8'}):25506
frozenset({'2', '1', '9', '8'}):25416
frozenset({'2', '1', '7', '8'}):25399
frozenset({'3', '4', '8', '6'}):25082
frozenset({'2', '5', '1', '9'}):25254
frozenset({'3', '5', '1', '6'}):24789
frozenset({'3', '1', '7', '9'}):25206
frozenset({' ', '0', '1', '7'}):24449
frozenset({'3', '0', '5', '6'}):23441
frozenset({'0', '7', '9', '6'}):23690
frozenset({' ', '3', '1', '6'}):25533
frozenset({'3', '5', '7', '8'}):25570
frozenset({' ', '3', '7', '9'}):26143
frozenset({' ', '3', '5', '9'}):26038
frozenset({'0', '5', '1', '7'}):23802
frozenset({'5', '1', '9', '8'}):25444
frozenset({' ', '0', '8', '6'}):24380
frozenset({'2', '0', '4', '7'}):23839
frozenset({'3', '0', '7', '6'}):23513
frozenset({'2', '3', '4', '6'}):24877
frozenset({'2', '3', '0', '8'}):23811
frozenset({' ', '0', '4', '6'}):24215
frozenset({'2', '7', '8', '6'}):25317
frozenset({' ', '4', '5', '9'}):26191
frozenset({'4', '1', '0', '6'}):23479
frozenset({'2', '0', '7', '3'}):23783
frozenset({' ', '2', '5', '1'}):25953
frozenset({' ', '2', '0', '8'}):24593
frozenset({'2', '1', '8', '6'}):25081
frozenset({' ', '4', '1', '6'}):25763
frozenset({'0', '5', '4', '6'}):23572
frozenset({' ', '4', '5', '1'}):26057
frozenset({'4', '5', '7', '8'}):25681
frozenset({' ', '2', '9', '6'}):25893
frozenset({'3', '4', '9', '8'}):25392
frozenset({'0', '1', '8', '6'}):23580
frozenset({'0', '5', '1', '8'}):23849
frozenset({'2', '3', '1', '7'}):25128
frozenset({'3', '5', '1', '9'}):25136
frozenset({'3', '0', '5', '9'}):23806
frozenset({' ', '3', '1', '9'}):25887
frozenset({'2', '0', '4', '6'}):23459
frozenset({' ', '3', '0', '8'}):24539
frozenset({' ', '0', '1', '8'}):24476
frozenset({'3', '0', '1', '7'}):23666
frozenset({' ', '3', '7', '6'}):25808
frozenset({' ', '5', '9', '6'}):25863
frozenset({'2', '4', '7', '8'}):25554
frozenset({'3', '0', '1', '9'}):23648
frozenset({' ', '3', '5', '6'}):25650
frozenset({' ', '3', '9', '6'}):25677
frozenset({'5', '7', '8', '6'}):25370
frozenset({' ', '2', '4', '9'}):26127
frozenset({'5', '1', '8', '6'}):25098
frozenset({'3', '0', '7', '9'}):23871
frozenset({'0', '7', '9', '8'}):24081
frozenset({'3', '0', '5', '8'}):23941
frozenset({'2', '3', '7', '9'}):25309
frozenset({' ', '7', '8', '6'}):26202
frozenset({'2', '4', '5', '9'}):25293
frozenset({' ', '4', '0', '9'}):24598
frozenset({'2', '5', '7', '8'}):25612
frozenset({' ', '4', '9', '6'}):25871
frozenset({' ', '4', '5', '6'}):25806
frozenset({'2', '7', '9', '8'}):25630
frozenset({' ', '2', '3', '5'}):25992
frozenset({'2', '0', '1', '7'}):23668
frozenset({'0', '5', '4', '7'}):24009
frozenset({' ', '3', '4', '1'}):25905
frozenset({' ', '4', '1', '9'}):26114
frozenset({'0', '3', '4', '7'}):23876
frozenset({'4', '5', '0', '9'}):23936
frozenset({'0', '4', '7', '1'}):23824
frozenset({'4', '1', '7', '6'}):25135
frozenset({'0', '1', '9', '8'}):23879
frozenset({' ', '3', '1', '8'}):25983
frozenset({' ', '1', '9', '8'}):26242
frozenset({'4', '2', '3', '1'}):25064
frozenset({'2', '3', '1', '6'}):24785
frozenset({'2', '3', '5', '1'}):25069
frozenset({' ', '3', '5', '1'}):25881
frozenset({'5', '1', '7', '8'}):25512
frozenset({'2', '4', '0', '9'}):23812
frozenset({'3', '0', '1', '6'}):23311
frozenset({'5', '7', '9', '8'}):25679
frozenset({' ', '2', '4', '6'}):25750
frozenset({' ', '1', '9', '6'}):25800
frozenset({'3', '5', '7', '9'}):25359
frozenset({'0', '7', '8', '6'}):23788
frozenset({'2', '7', '9', '6'}):25190
frozenset({' ', '4', '5', '8'}):26372
frozenset({' ', '3', '0', '6'}):24064
frozenset({'2', '4', '0', '8'}):23880
frozenset({'2', '5', '9', '6'}):25047
frozenset({' ', '4', '7', '8'}):26508
frozenset({'2', '3', '7', '6'}):25005
frozenset({' ', '7', '9', '8'}):26505
frozenset({'2', '4', '5', '6'}):24915
frozenset({' ', '5', '7', '8'}):26541
frozenset({'2', '4', '9', '6'}):25045
frozenset({'3', '4', '7', '8'}):25550
frozenset({' ', '2', '1', '6'}):25691
frozenset({'0', '4', '7', '6'}):23652
frozenset({'4', '8', '6', '3', '1'}):24270
frozenset({'2', ' ', '3', '1', '7'}):25128
frozenset({'4', '0', '8', ' ', '3'}):23872
frozenset({'2', '0', '4', '8', '7'}):23346
frozenset({'0', '9', '6', ' ', '5'}):23614
frozenset({'2', '4', '0', ' ', '3'}):23673
frozenset({'2', '9', '3', '5', '7'}):24607
frozenset({'4', '8', '6', ' ', '3'}):25082
frozenset({'2', '0', ' ', '5', '7'}):23874
frozenset({'4', '0', '9', '8', '6'}):23149
frozenset({'2', '4', '6', '5', '7'}):24366
frozenset({'4', '0', '8', '6', '3'}):22972
frozenset({'2', '0', '9', '6', ' '}):23579
frozenset({'4', '0', '8', '5', '7'}):23518
frozenset({'0', '6', ' ', '3', '5'}):23441
frozenset({'2', '8', '6', ' ', '7'}):25317
frozenset({'0', '6', '5', '1', '7'}):22942
frozenset({'2', '4', '0', '3', '5'}):23119
frozenset({'0', '9', '8', ' ', '5'}):24063
frozenset({'9', '8', '3', '1', '7'}):24614
frozenset({'2', '4', '0', '6', '7'}):22953
frozenset({'0', '9', '3', '5', '7'}):23284
frozenset({'2', '4', '8', '6', '1'}):24361
frozenset({'9', ' ', '5', '1', '7'}):25382
frozenset({'2', '4', '6', ' ', '7'}):25127
frozenset({'2', '4', '0', '1', '7'}):23097
frozenset({'2', '4', ' ', '5', '7'}):25367
frozenset({'9', '8', ' ', '5', '1'}):25444
frozenset({'2', '0', ' ', '5', '1'}):23646
frozenset({'2', '4', '6', '1', '7'}):24356
frozenset({'2', '6', '3', '1', '7'}):24219
frozenset({'0', '8', '6', '5', '1'}):22995
frozenset({'2', '0', '8', '1', '7'}):23182
frozenset({'4', '9', ' ', '5', '1'}):25312
frozenset({'2', '8', '6', '1', '7'}):24476
frozenset({'4', ' ', '3', '1', '7'}):25239
frozenset({'4', '0', '6', '3', '7'}):22941
frozenset({'2', '0', '9', '5', '7'}):23293
frozenset({'4', '0', '8', '6', ' '}):23713
frozenset({'2', '8', '3', '5', '7'}):24791
frozenset({'4', '9', '6', ' ', '3'}):24928
frozenset({'0', '4', '6', '1', '7'}):22973
frozenset({'4', '9', ' ', '3', '5'}):25255
frozenset({'4', '0', '6', '5', '1'}):22897
frozenset({'2', '8', '6', '3', '7'}):24483
frozenset({'2', '9', '8', '3', '5'}):24676
frozenset({'2', '9', '8', '6', '7'}):24656
frozenset({'4', '6', ' ', '3', '7'}):25081
frozenset({'4', '0', '9', '6', '1'}):22952
frozenset({'2', '9', '6', ' ', '3'}):24938
frozenset({'4', '8', '3', '5', '7'}):24848
frozenset({'4', '9', '8', '3', '1'}):24565
frozenset({'4', '8', '3', '5', '1'}):24576
frozenset({'4', '9', ' ', '1', '7'}):25407
frozenset({'2', '8', '6', '5', '1'}):24345
frozenset({'4', '0', '9', '3', '5'}):23201
frozenset({'0', '4', '9', '6', '7'}):23097
frozenset({'2', '0', '8', ' ', '5'}):23972
frozenset({'2', '8', ' ', '3', '7'}):25467
frozenset({'4', '9', '6', '3', '5'}):24215
