frozenset({'2'}):41183
frozenset({'4'}):41294
frozenset({'0'}):39321
frozenset({'9'}):41361
frozenset({'8'}):41541
frozenset({'6'}):40864
frozenset({' '}):42538
frozenset({'3'}):41074
frozenset({'5'}):41303
frozenset({'1'}):41060
frozenset({'7'}):41462
frozenset({'1', '6'}):39734
frozenset({' ', '7'}):41462
frozenset({'7', '3'}):40197
frozenset({'8', '3'}):40239
frozenset({'4', '8'}):40436
frozenset({'5', '2'}):40138
frozenset({' ', '2'}):41183
frozenset({'4', '6'}):39853
frozenset({'0', '9'}):38498
frozenset({'5', '3'}):40079
frozenset({'7', '9'}):40401
frozenset({'4', '5'}):40224
frozenset({'4', '3'}):40099
frozenset({' ', '8'}):41541
frozenset({'6', '2'}):39790
frozenset({'4', '2'}):40094
frozenset({'8', '6'}):40079
frozenset({'1', '3'}):39833
frozenset({' ', '5'}):41303
frozenset({'1', '9'}):40123
frozenset({' ', '3'}):41074
frozenset({'4', ' '}):41294
frozenset({'1', '2'}):39950
frozenset({'5', '8'}):40481
frozenset({'3', '2'}):39985
frozenset({'0', '5'}):38479
frozenset({'7', '6'}):40017
frozenset({' ', '1'}):41060
frozenset({'5', '7'}):40394
frozenset({' ', '9'}):41361
frozenset({'9', '3'}):40052
frozenset({'0', '7'}):38547
frozenset({'4', '0'}):38467
frozenset({'5', '9'}):40282
frozenset({'7', '8'}):40590
frozenset({'0', '8'}):38590
frozenset({'9', '8'}):40477
frozenset({'0', '2'}):38325
frozenset({'1', '7'}):40160
frozenset({'4', '1'}):40080
frozenset({'8', '2'}):40378
frozenset({'4', '9'}):40261
frozenset({'0', '6'}):38070
frozenset({'0', ' '}):39321
frozenset({'5', '1'}):40053
frozenset({'4', '7'}):40399
frozenset({'9', '2'}):40240
frozenset({'1', '8'}):40223
frozenset({'7', '2'}):40264
frozenset({' ', '6'}):40864
frozenset({'3', '6'}):39638
frozenset({'0', '1'}):38238
frozenset({'9', '6'}):39918
frozenset({'0', '3'}):38309
frozenset({'5', '6'}):39812
frozenset({'1', '7', '8'}):39416
frozenset({'0', '9', '2'}):37652
frozenset({'0', '5', '1'}):37515
frozenset({' ', '7', '3'}):40197
frozenset({'0', '1', '9'}):37582
frozenset({'4', ' ', '1'}):40080
frozenset({' ', '3', '4', '5'}):39206
frozenset({' ', '4', '7', '9'}):39460
frozenset({'2', '5', '8', '6'}):38269
frozenset({' ', '0', '5', '1'}):37515
frozenset({'4', '1', '7', '9'}):38535
frozenset({'4', '1', '0', '8'}):36967
frozenset({'2', '0', '1', '8'}):36861
frozenset({' ', '1', '8', '6'}):39032
frozenset({'2', '3', '1', '9'}):38232
frozenset({'4', '5', '1', '6'}):38087
frozenset({'1', '7', '9', '8'}):38644
frozenset({' ', '2', '4', '1'}):39066
frozenset({'3', '7', '8', '6'}):38337
frozenset({'5', '9', '8', '6'}):38372
frozenset({' ', '2', '4', '7'}):39328
frozenset({'7', '9', '8', '6'}):38540
frozenset({' ', '2', '4', '5'}):39172
frozenset({'3', '0', '5', '7'}):37028
frozenset({'3', '5', '7', '6'}):38161
frozenset({' ', '3', '4', '0'}):37566
frozenset({'2', '4', '7', '9'}):38545
frozenset({' ', '5', '8', '6'}):39136
frozenset({'2', '3', '4', '5'}):38308
frozenset({'2', '5', '7', '9'}):38554
frozenset({' ', '4', '8', '6'}):39160
frozenset({' ', '3', '0', '9'}):37576
frozenset({' ', '0', '5', '7'}):37802
frozenset({' ', '3', '0', '7'}):37668
frozenset({'0', '5', '9', '8'}):37188
frozenset({'4', '0', '9', '8'}):37144
frozenset({' ', '2', '3', '9'}):39136
frozenset({'2', '0', '9', '6'}):36702
frozenset({'3', '4', '1', '8'}):38371
frozenset({' ', '2', '1', '9'}):39173
frozenset({'0', '4', '7', '9'}):37111
frozenset({' ', '4', '0', '8'}):37826
frozenset({'2', '3', '0', '6'}):36508
frozenset({' ', '2', '3', '1'}):38930
frozenset({'2', '0', '1', '9'}):36854
frozenset({'2', '3', '7', '8'}):38593
frozenset({'2', '5', '9', '8'}):38682
frozenset({' ', '4', '7', '6'}):39149
frozenset({' ', '0', '1', '9'}):37582
frozenset({'3', '4', '5', '1'}):38287
frozenset({'2', '1', '9', '6'}):38142
frozenset({'5', '1', '7', '6'}):38199
frozenset({'0', '1', '7', '8'}):37000
frozenset({' ', '3', '0', '1'}):37351
frozenset({'4', '1', '9', '6'}):38153
frozenset({'4', '5', '1', '9'}):38440
frozenset({'0', '5', '7', '6'}):36765
frozenset({'3', '0', '9', '6'}):36582
frozenset({'1', '7', '8', '6'}):38373
frozenset({'3', '7', '9', '8'}):38597
frozenset({'2', '4', '8', '6'}):38273
frozenset({' ', '5', '7', '9'}):39453
frozenset({' ', '5', '9', '8'}):39543
frozenset({'2', '4', '7', '6'}):38253
frozenset({' ', '3', '7', '8'}):39448
frozenset({' ', '4', '9', '8'}):39497
frozenset({'2', '5', '7', '6'}):38206
frozenset({'3', '4', '5', '7'}):38547
frozenset({'3', '4', '7', '9'}):38502
frozenset({'3', '4', '5', '9'}):38381
frozenset({'0', '5', '8', '6'}):36849
frozenset({' ', '2', '3', '0'}):37480
frozenset({'4', '0', '8', '6'}):36836
frozenset({'2', '0', '7', '8'}):37100
frozenset({' ', '3', '4', '7'}):39339
frozenset({'4', '5', '1', '0'}):36898
frozenset({' ', '2', '3', '6'}):38765
frozenset({'2', '0', '5', '7'}):36999
frozenset({'2', '3', '0', '9'}):36862
frozenset({'2', '0', '5', '1'}):36771
frozenset({'2', '0', '1', '6'}):36518
frozenset({' ', '0', '1', '6'}):37228
frozenset({'1', '7', '9', '6'}):38258
frozenset({'5', '1', '7', '9'}):38510
frozenset({'3', '5', '1', '7'}):38349
frozenset({' ', '5', '1', '8'}):39340
frozenset({'2', '4', '1', '8'}):38432
frozenset({'0', '5', '7', '9'}):37123
frozenset({'2', '4', '9', '8'}):38615
frozenset({' ', '5', '7', '6'}):39090
frozenset({'4', '0', '8', '7'}):37219
frozenset({' ', '2', '0', '6'}):37258
frozenset({'3', '0', '9', '8'}):36980
frozenset({'0', '5', '7', '8'}):37259
frozenset({' ', '2', '3', '8'}):39297
frozenset({'3', '4', '7', '6'}):38205
frozenset({' ', '2', '5', '8'}):39462
frozenset({'4', '7', '9', '6'}):38363
frozenset({'3', '4', '5', '6'}):38029
frozenset({'2', '3', '5', '7'}):38453
frozenset({' ', '3', '8', '6'}):38966
frozenset({' ', '0', '5', '4'}):37733
frozenset({'3', '5', '9', '6'}):38022
frozenset({'2', '3', '5', '8'}):38525
frozenset({'2', '0', '5', '6'}):36612
frozenset({'2', '3', '1', '8'}):38319
frozenset({' ', '2', '3', '7'}):39217
frozenset({'4', '7', '8', '6'}):38529
frozenset({' ', '2', '5', '9'}):39298
frozenset({'4', '3', '0', '1'}):36729
frozenset({'3', '4', '1', '6'}):37954
frozenset({'2', '4', '1', '7'}):38382
frozenset({'2', '1', '7', '6'}):38152
frozenset({' ', '1', '7', '6'}):38999
frozenset({' ', '5', '1', '7'}):39276
frozenset({' ', '3', '5', '7'}):39327
frozenset({'0', '5', '1', '9'}):36920
frozenset({'3', '0', '5', '1'}):36736
frozenset({'1', '9', '8', '6'}):38292
frozenset({'2', '3', '4', '0'}):36796
frozenset({'0', '5', '9', '6'}):36737
frozenset({' ', '2', '0', '5'}):37611
frozenset({' ', '2', '0', '9'}):37652
frozenset({'3', '0', '8', '6'}):36681
frozenset({' ', '2', '0', '4'}):37551
frozenset({' ', '0', '5', '6'}):37339
frozenset({' ', '3', '4', '8'}):39361
frozenset({'0', '9', '8', '6'}):36881
frozenset({' ', '3', '9', '8'}):39298
frozenset({'2', '3', '8', '6'}):38181
frozenset({'2', '0', '5', '9'}):36994
frozenset({'2', '5', '1', '8'}):38474
frozenset({'3', '0', '4', '6'}):36544
frozenset({'0', '4', '9', '6'}):36728
frozenset({'4', '5', '1', '8'}):38532
frozenset({'3', '4', '5', '8'}):38571
frozenset({' ', '2', '5', '6'}):38854
frozenset({'4', '7', '9', '8'}):38785
frozenset({'2', '9', '8', '6'}):38411
frozenset({' ', '4', '5', '7'}):39457
frozenset({' ', '3', '4', '9'}):39185
frozenset({' ', '2', '1', '8'}):39255
frozenset({'3', '4', '1', '9'}):38290
frozenset({'2', '4', '1', '6'}):38046
frozenset({' ', '4', '1', '8'}):39329
frozenset({'2', '1', '7', '9'}):38437
frozenset({' ', '1', '7', '9'}):39311
frozenset({' ', '0', '7', '8'}):37892
frozenset({'3', '1', '9', '8'}):38354
frozenset({'2', '3', '4', '8'}):38476
frozenset({'0', '5', '1', '6'}):36576
frozenset({'0', '1', '7', '9'}):36975
frozenset({' ', '7', '9', '6'}):39157
frozenset({'2', '4', '5', '8'}):38562
frozenset({'3', '5', '8', '6'}):38184
frozenset({'4', '2', '0', '1'}):36756
frozenset({'3', '9', '8', '6'}):38189
frozenset({' ', '5', '1', '6'}):38839
frozenset({' ', '3', '1', '7'}):39080
frozenset({'3', '7', '9', '6'}):38164
frozenset({'2', '3', '5', '9'}):38348
frozenset({' ', '0', '5', '9'}):37744
frozenset({'4', '5', '0', '8'}):37189
frozenset({'2', '4', '7', '3'}):38441
frozenset({'2', '3', '9', '8'}):38514
frozenset({' ', '2', '5', '7'}):39342
frozenset({'2', '3', '0', '1'}):36655
frozenset({'4', '5', '8', '6'}):38326
frozenset({'4', '9', '8', '6'}):38376
frozenset({' ', '2', '7', '9'}):39393
frozenset({'3', '4', '5', '0'}):36943
frozenset({' ', '4', '1', '7'}):39304
frozenset({'3', '4', '0', '9'}):36900
frozenset({'4', '1', '9', '8'}):38568
frozenset({'2', '0', '7', '6'}):36666
frozenset({' ', '2', '1', '7'}):39152
frozenset({' ', '3', '4', '6'}):38812
frozenset({'4', '5', '1', '7'}):38510
frozenset({' ', '1', '7', '8'}):39416
frozenset({'2', '4', '1', '9'}):38368
frozenset({'5', '1', '9', '6'}):38127
frozenset({'3', '0', '1', '8'}):36776
frozenset({'2', '5', '1', '7'}):38378
frozenset({'3', '5', '1', '8'}):38381
frozenset({'2', '4', '5', '0'}):36921
frozenset({'3', '1', '8', '6'}):38044
frozenset({'0', '1', '9', '6'}):36648
frozenset({'0', '1', '7', '6'}):36650
frozenset({'3', '5', '9', '8'}):38520
frozenset({' ', '5', '1', '9'}):39224
frozenset({'2', '0', '5', '8'}):37097
frozenset({'2', '0', '9', '8'}):37099
frozenset({'2', '3', '9', '6'}):38062
frozenset({'2', '3', '5', '6'}):37982
frozenset({' ', '0', '7', '6'}):37416
frozenset({' ', '0', '9', '6'}):37399
frozenset({'4', '5', '7', '9'}):38617
frozenset({' ', '2', '8', '6'}):39122
frozenset({' ', '2', '0', '7'}):37647
frozenset({' ', '3', '5', '8'}):39376
frozenset({' ', '2', '7', '6'}):39035
frozenset({'4', '5', '9', '8'}):38665
frozenset({'4', '1', '8', '6'}):38258
frozenset({'2', '3', '0', '5'}):36861
frozenset({'2', '0', '7', '9'}):37016
frozenset({'2', '5', '1', '6'}):38014
frozenset({'2', '4', '5', '1'}):38279
frozenset({'3', '1', '9', '6'}):37937
frozenset({' ', '4', '0', '1'}):37536
frozenset({'3', '1', '7', '6'}):38034
frozenset({' ', '2', '0', '1'}):37399
frozenset({'3', '4', '1', '7'}):38365
frozenset({' ', '2', '3', '4'}):39097
frozenset({' ', '0', '9', '8'}):37835
frozenset({'3', '1', '7', '8'}):38426
frozenset({' ', '0', '5', '8'}):37877
frozenset({' ', '0', '4', '7'}):37795
frozenset({'2', '0', '8', '6'}):36759
frozenset({'2', '3', '4', '9'}):38330
frozenset({'3', '4', '0', '8'}):36995
frozenset({' ', '9', '8', '6'}):39210
frozenset({'2', '4', '5', '7'}):38495
frozenset({' ', '0', '7', '9'}):37801
frozenset({'4', '5', '9', '6'}):38178
frozenset({' ', '3', '0', '5'}):37602
frozenset({' ', '2', '7', '8'}):39549
frozenset({'3', '4', '9', '6'}):38052
frozenset({' ', '2', '9', '8'}):39519
frozenset({'4', '5', '7', '6'}):38318
frozenset({'3', '0', '7', '8'}):37079
frozenset({'5', '7', '9', '6'}):38328
frozenset({' ', '2', '4', '8'}):39378
frozenset({'1', '0', '4', '9'}):36941
frozenset({'4', '1', '7', '8'}):38634
frozenset({'2', '1', '9', '8'}):38544
frozenset({'2', '1', '7', '8'}):38527
frozenset({'3', '4', '8', '6'}):38206
frozenset({'2', '5', '1', '9'}):38382
frozenset({'3', '5', '1', '6'}):37913
frozenset({'3', '1', '7', '9'}):38332
frozenset({' ', '0', '1', '7'}):37574
frozenset({'3', '0', '5', '6'}):36562
frozenset({'0', '7', '9', '6'}):36813
frozenset({' ', '3', '1', '6'}):38657
frozenset({'3', '5', '7', '8'}):38696
frozenset({' ', '3', '7', '9'}):39269
frozenset({' ', '3', '5', '9'}):39164
frozenset({'0', '5', '1', '7'}):36927
frozenset({'5', '1', '9', '8'}):38572
frozenset({' ', '0', '8', '6'}):37503
frozenset({'2', '0', '4', '7'}):36964
frozenset({'3', '0', '7', '6'}):36634
frozenset({'2', '3', '4', '6'}):38001
frozenset({'2', '3', '0', '8'}):36934
frozenset({' ', '0', '4', '6'}):37338
frozenset({'2', '7', '8', '6'}):38443
frozenset({' ', '4', '5', '9'}):39319
frozenset({'4', '1', '0', '6'}):36602
frozenset({'2', '0', '7', '3'}):36906
frozenset({' ', '2', '5', '1'}):39081
frozenset({' ', '2', '0', '8'}):37718
frozenset({'2', '1', '8', '6'}):38207
frozenset({' ', '4', '1', '6'}):38889
frozenset({'0', '5', '4', '6'}):36695
frozenset({' ', '4', '5', '1'}):39185
frozenset({'4', '5', '7', '8'}):38809
frozenset({' ', '2', '9', '6'}):39019
frozenset({'3', '4', '9', '8'}):38518
frozenset({'0', '1', '8', '6'}):36703
frozenset({'0', '5', '1', '8'}):36974
frozenset({'2', '3', '1', '7'}):38254
frozenset({'3', '5', '1', '9'}):38262
frozenset({'3', '0', '5', '9'}):36929
frozenset({' ', '3', '1', '9'}):39013
frozenset({'2', '0', '4', '6'}):36582
frozenset({' ', '3', '0', '8'}):37662
frozenset({' ', '0', '1', '8'}):37601
frozenset({'3', '0', '1', '7'}):36789
frozenset({' ', '3', '7', '6'}):38932
frozenset({' ', '5', '9', '6'}):38989
frozenset({'2', '4', '7', '8'}):38682
frozenset({'3', '0', '1', '9'}):36771
frozenset({' ', '3', '5', '6'}):38774
frozenset({' ', '3', '9', '6'}):38801
frozenset({'5', '7', '8', '6'}):38496
frozenset({' ', '2', '4', '9'}):39255
frozenset({'5', '1', '8', '6'}):38224
frozenset({'3', '0', '7', '9'}):36994
frozenset({'0', '7', '9', '8'}):37206
frozenset({'3', '0', '5', '8'}):37064
frozenset({'2', '3', '7', '9'}):38435
frozenset({' ', '7', '8', '6'}):39328
frozenset({'2', '4', '5', '9'}):38421
frozenset({' ', '4', '0', '9'}):37723
frozenset({'2', '5', '7', '8'}):38740
frozenset({' ', '4', '9', '6'}):38997
frozenset({' ', '4', '5', '6'}):38932
frozenset({'2', '7', '9', '8'}):38758
frozenset({' ', '2', '3', '5'}):39118
frozenset({'2', '0', '1', '7'}):36793
frozenset({'0', '5', '4', '7'}):37134
frozenset({' ', '3', '4', '1'}):39031
frozenset({' ', '4', '1', '9'}):39242
frozenset({'0', '3', '4', '7'}):36999
frozenset({'4', '5', '0', '9'}):37061
frozenset({'0', '4', '7', '1'}):36949
frozenset({'4', '1', '7', '6'}):38261
frozenset({'0', '1', '9', '8'}):37004
frozenset({' ', '3', '1', '8'}):39109
frozenset({' ', '1', '9', '8'}):39370
frozenset({'4', '2', '3', '1'}):38190
frozenset({'2', '3', '1', '6'}):37909
frozenset({'2', '3', '5', '1'}):38195
frozenset({' ', '3', '5', '1'}):39007
frozenset({'5', '1', '7', '8'}):38640
frozenset({'2', '4', '0', '9'}):36937
frozenset({'3', '0', '1', '6'}):36432
frozenset({'5', '7', '9', '8'}):38807
frozenset({' ', '2', '4', '6'}):38876
frozenset({' ', '1', '9', '6'}):38926
frozenset({'3', '5', '7', '9'}):38485
frozenset({'0', '7', '8', '6'}):36911
frozenset({'2', '7', '9', '6'}):38316
frozenset({' ', '4', '5', '8'}):39500
frozenset({' ', '3', '0', '6'}):37185
frozenset({'2', '4', '0', '8'}):37005
frozenset({'2', '5', '9', '6'}):38173
frozenset({' ', '4', '7', '8'}):39636
frozenset({'2', '3', '7', '6'}):38129
frozenset({' ', '7', '9', '8'}):39633
frozenset({'2', '4', '5', '6'}):38041
frozenset({' ', '5', '7', '8'}):39669
frozenset({'2', '4', '9', '6'}):38171
frozenset({'3', '4', '7', '8'}):38676
frozenset({' ', '2', '1', '6'}):38817
frozenset({'0', '4', '7', '6'}):36775
frozenset({'4', '8', '6', '3', '1'}):37394
frozenset({'2', ' ', '3', '1', '7'}):38254
frozenset({'4', '0', '8', ' ', '3'}):36995
frozenset({'2', '0', '4', '8', '7'}):36471
frozenset({'0', '9', '6', ' ', '5'}):36737
frozenset({'2', '4', '0', ' ', '3'}):36796
frozenset({'2', '9', '3', '5', '7'}):37733
frozenset({'4', '8', '6', ' ', '3'}):38206
frozenset({'2', '0', ' ', '5', '7'}):36999
frozenset({'4', '0', '9', '8', '6'}):36272
frozenset({'2', '4', '6', '5', '7'}):37492
frozenset({'4', '0', '8', '6', '3'}):36093
frozenset({'2', '0', '9', '6', ' '}):36702
frozenset({'4', '0', '8', '5', '7'}):36643
frozenset({'0', '6', ' ', '3', '5'}):36562
frozenset({'2', '8', '6', ' ', '7'}):38443
frozenset({'0', '6', '5', '1', '7'}):36065
frozenset({'2', '4', '0', '3', '5'}):36242
frozenset({'0', '9', '8', ' ', '5'}):37188
frozenset({'9', '8', '3', '1', '7'}):37740
frozenset({'2', '4', '0', '6', '7'}):36076
frozenset({'0', '9', '3', '5', '7'}):36407
frozenset({'2', '4', '8', '6', '1'}):37487
frozenset({'9', ' ', '5', '1', '7'}):38510
frozenset({'2', '4', '6', ' ', '7'}):38253
frozenset({'2', '4', '0', '1', '7'}):36222
frozenset({'2', '4', ' ', '5', '7'}):38495
frozenset({'9', '8', ' ', '5', '1'}):38572
frozenset({'2', '0', ' ', '5', '1'}):36771
frozenset({'2', '4', '6', '1', '7'}):37482
frozenset({'2', '6', '3', '1', '7'}):37343
frozenset({'0', '8', '6', '5', '1'}):36118
frozenset({'2', '0', '8', '1', '7'}):36307
frozenset({'4', '9', ' ', '5', '1'}):38440
frozenset({'2', '8', '6', '1', '7'}):37602
frozenset({'4', ' ', '3', '1', '7'}):38365
frozenset({'4', '0', '6', '3', '7'}):36062
frozenset({'2', '0', '9', '5', '7'}):36418
frozenset({'4', '0', '8', '6', ' '}):36836
frozenset({'2', '8', '3', '5', '7'}):37917
frozenset({'4', '9', '6', ' ', '3'}):38052
frozenset({'0', '4', '6', '1', '7'}):36096
frozenset({'4', '9', ' ', '3', '5'}):38381
frozenset({'4', '0', '6', '5', '1'}):36020
frozenset({'2', '8', '6', '3', '7'}):37607
frozenset({'2', '9', '8', '3', '5'}):37802
frozenset({'2', '9', '8', '6', '7'}):37782
frozenset({'4', '6', ' ', '3', '7'}):38205
frozenset({'4', '0', '9', '6', '1'}):36075
frozenset({'2', '9', '6', ' ', '3'}):38062
frozenset({'4', '8', '3', '5', '7'}):37974
frozenset({'4', '9', '8', '3', '1'}):37691
frozenset({'4', '8', '3', '5', '1'}):37702
frozenset({'4', '9', ' ', '1', '7'}):38535
frozenset({'2', '8', '6', '5', '1'}):37471
frozenset({'4', '0', '9', '3', '5'}):36324
frozenset({'0', '4', '9', '6', '7'}):36220
frozenset({'2', '0', '8', ' ', '5'}):37097
frozenset({'2', '8', ' ', '3', '7'}):38593
frozenset({'4', '9', '6', '3', '5'}):37339
