frozenset({'2'}):21128
frozenset({'4'}):21239
frozenset({'0'}):19269
frozenset({'9'}):21306
frozenset({'8'}):21486
frozenset({'6'}):20811
frozenset({' '}):22483
frozenset({'3'}):21021
frozenset({'5'}):21248
frozenset({'1'}):21005
frozenset({'7'}):21407
frozenset({'1', '6'}):19681
frozenset({' ', '7'}):21407
frozenset({'7', '3'}):20144
frozenset({'8', '3'}):20186
frozenset({'4', '8'}):20381
frozenset({'5', '2'}):20083
frozenset({' ', '2'}):21128
frozenset({'4', '6'}):19800
frozenset({'0', '9'}):18446
frozenset({'5', '3'}):20026
frozenset({'7', '9'}):20346
frozenset({'4', '5'}):20169
frozenset({'4', '3'}):20046
frozenset({' ', '8'}):21486
frozenset({'6', '2'}):19737
frozenset({'4', '2'}):20039
frozenset({'8', '6'}):20026
frozenset({'1', '3'}):19780
frozenset({' ', '5'}):21248
frozenset({'1', '9'}):20068
frozenset({' ', '3'}):21021
frozenset({'4', ' '}):21239
frozenset({'1', '2'}):19895
frozenset({'5', '8'}):20426
frozenset({'3', '2'}):19932
frozenset({'0', '5'}):18427
frozenset({'7', '6'}):19964
frozenset({' ', '1'}):21005
frozenset({'5', '7'}):20339
frozenset({' ', '9'}):21306
frozenset({'9', '3'}):19999
frozenset({'0', '7'}):18495
frozenset({'4', '0'}):18415
frozenset({'5', '9'}):20227
frozenset({'7', '8'}):20535
frozenset({'0', '8'}):18538
frozenset({'9', '8'}):20422
frozenset({'0', '2'}):18273
frozenset({'1', '7'}):20105
frozenset({'4', '1'}):20025
frozenset({'8', '2'}):20323
frozenset({'4', '9'}):20206
frozenset({'0', '6'}):18020
frozenset({'0', ' '}):19269
frozenset({'5', '1'}):19998
frozenset({'4', '7'}):20344
frozenset({'9', '2'}):20185
frozenset({'1', '8'}):20168
frozenset({'7', '2'}):20209
frozenset({' ', '6'}):20811
frozenset({'3', '6'}):19587
frozenset({'0', '1'}):18186
frozenset({'9', '6'}):19865
frozenset({'0', '3'}):18259
frozenset({'5', '6'}):19759
frozenset({' ', '1', '8'}):20168
frozenset({'1', '2', '3'}):18877
frozenset({'5', '7', '6'}):19037
frozenset({'4', ' ', '0'}):18415
frozenset({'6', '9', '3'}):18750
frozenset({'5', '9', '3'}):19111
frozenset({' ', '7', '2'}):20209
frozenset({'0', '5', '2'}):17559
frozenset({' ', '1', '2'}):19895
frozenset({'0', '1', '6'}):17178
frozenset({' ', '5', '9'}):20227
frozenset({' ', '9', '3'}):19999
frozenset({'0', '1', '7'}):17522
frozenset({' ', '5', '7'}):20339
frozenset({'7', '9', '8'}):19578
frozenset({'5', '8', '3'}):19323
frozenset({'4', '7', '8'}):19581
frozenset({'5', '1', '8'}):19285
frozenset({'0', '5', '9'}):17692
frozenset({'0', '7', '3'}):17618
frozenset({' ', '1', '9'}):20068
frozenset({'6', '8', '2'}):19069
frozenset({'0', '9', '6'}):17349
frozenset({'7', '6', '3'}):18881
frozenset({'1', '9', '2'}):19118
frozenset({'0', '1', '8'}):17549
frozenset({'4', ' ', '8'}):20381
frozenset({'3', '6', '2'}):18714
frozenset({'0', '7', '8'}):17840
frozenset({'5', '1', '7'}):19221
frozenset({'1', '7', '9'}):19256
frozenset({'1', '7', '3'}):19027
frozenset({'0', ' ', '9'}):18446
frozenset({'5', '1', '9'}):19169
frozenset({'1', '9', '6'}):18873
frozenset({'5', '9', '2'}):19243
frozenset({'4', '2', '6'}):18823
frozenset({' ', '8', '3'}):20186
frozenset({'4', '5', '2'}):19117
frozenset({'4', '5', '1'}):19130
frozenset({'0', '9', '3'}):17526
frozenset({' ', '1', '7'}):20105
frozenset({'0', '5', '3'}):17552
frozenset({'4', '5', ' '}):20169
frozenset({'0', '7', '6'}):17366
frozenset({'4', '9', '8'}):19442
frozenset({'7', '8', '3'}):19395
frozenset({'5', '8', '6'}):19083
frozenset({'9', '8', '6'}):19157
frozenset({'4', '0', '3'}):17516
frozenset({'1', '8', '2'}):19200
frozenset({' ', '7', '6'}):19964
frozenset({'4', '0', '6'}):17288
frozenset({'3', '0', '2'}):17430
frozenset({'1', '8', '6'}):18979
frozenset({' ', '9', '2'}):20185
frozenset({'0', ' ', '8'}):18538
frozenset({'4', ' ', '7'}):20344
frozenset({'4', '1', '3'}):18978
frozenset({'0', '8', '2'}):17666
frozenset({' ', '5', '8'}):20426
frozenset({'4', '2', '3'}):19044
frozenset({'4', '1', '2'}):19011
frozenset({'4', '5', '6'}):18879
frozenset({'4', '3', '6'}):18761
frozenset({'4', '5', '7'}):19402
frozenset({'4', '7', '9'}):19405
frozenset({'0', '9', '8'}):17783
frozenset({'1', '7', '2'}):19097
frozenset({'4', '1', '9'}):19187
frozenset({'5', '7', '9'}):19398
frozenset({'8', '2', '3'}):19244
frozenset({'4', ' ', '6'}):19800
frozenset({'4', '1', '0'}):17484
frozenset({'4', '0', '2'}):17499
frozenset({'1', '7', '8'}):19361
frozenset({'0', '9', '2'}):17600
frozenset({'0', '5', '1'}):17463
frozenset({' ', '7', '3'}):20144
frozenset({'0', '1', '9'}):17530
frozenset({'4', ' ', '1'}):20025
frozenset({' ', '3', '4', '5'}):19153
frozenset({' ', '4', '7', '9'}):19405
frozenset({'2', '5', '8', '6'}):18216
frozenset({' ', '0', '5', '1'}):17463
frozenset({'4', '1', '7', '9'}):18480
frozenset({'4', '1', '0', '8'}):16915
frozenset({'2', '0', '1', '8'}):16809
frozenset({' ', '1', '8', '6'}):18979
frozenset({'2', '3', '1', '9'}):18179
frozenset({'4', '5', '1', '6'}):18034
frozenset({'1', '7', '9', '8'}):18589
frozenset({' ', '2', '4', '1'}):19011
frozenset({'3', '7', '8', '6'}):18286
frozenset({'5', '9', '8', '6'}):18319
frozenset({' ', '2', '4', '7'}):19273
frozenset({'7', '9', '8', '6'}):18487
frozenset({' ', '2', '4', '5'}):19117
frozenset({'3', '0', '5', '7'}):16978
frozenset({'3', '5', '7', '6'}):18110
frozenset({' ', '3', '4', '0'}):17516
frozenset({'2', '4', '7', '9'}):18490
frozenset({' ', '5', '8', '6'}):19083
frozenset({'2', '3', '4', '5'}):18255
frozenset({'2', '5', '7', '9'}):18499
frozenset({' ', '4', '8', '6'}):19107
frozenset({' ', '3', '0', '9'}):17526
frozenset({' ', '0', '5', '7'}):17750
frozenset({' ', '3', '0', '7'}):17618
frozenset({'0', '5', '9', '8'}):17136
frozenset({'4', '0', '9', '8'}):17092
frozenset({' ', '2', '3', '9'}):19083
frozenset({'2', '0', '9', '6'}):16652
frozenset({'3', '4', '1', '8'}):18318
frozenset({' ', '2', '1', '9'}):19118
frozenset({'0', '4', '7', '9'}):17059
frozenset({' ', '4', '0', '8'}):17774
frozenset({'2', '3', '0', '6'}):16460
frozenset({' ', '2', '3', '1'}):18877
frozenset({'2', '0', '1', '9'}):16802
frozenset({'2', '3', '7', '8'}):18540
frozenset({'2', '5', '9', '8'}):18627
frozenset({' ', '4', '7', '6'}):19096
frozenset({' ', '0', '1', '9'}):17530
frozenset({'3', '4', '5', '1'}):18234
frozenset({'2', '1', '9', '6'}):18089
frozenset({'5', '1', '7', '6'}):18146
frozenset({'0', '1', '7', '8'}):16948
frozenset({' ', '3', '0', '1'}):17301
frozenset({'4', '1', '9', '6'}):18100
frozenset({'4', '5', '1', '9'}):18385
frozenset({'0', '5', '7', '6'}):16715
frozenset({'3', '0', '9', '6'}):16534
frozenset({'1', '7', '8', '6'}):18320
frozenset({'3', '7', '9', '8'}):18544
frozenset({'2', '4', '8', '6'}):18220
frozenset({' ', '5', '7', '9'}):19398
frozenset({' ', '5', '9', '8'}):19488
frozenset({'2', '4', '7', '6'}):18200
frozenset({' ', '3', '7', '8'}):19395
frozenset({' ', '4', '9', '8'}):19442
frozenset({'2', '5', '7', '6'}):18153
frozenset({'3', '4', '5', '7'}):18494
frozenset({'3', '4', '7', '9'}):18449
frozenset({'3', '4', '5', '9'}):18328
frozenset({'0', '5', '8', '6'}):16799
frozenset({' ', '2', '3', '0'}):17430
frozenset({'4', '0', '8', '6'}):16786
frozenset({'2', '0', '7', '8'}):17048
frozenset({' ', '3', '4', '7'}):19286
frozenset({'4', '5', '1', '0'}):16846
frozenset({' ', '2', '3', '6'}):18714
frozenset({'2', '0', '5', '7'}):16947
frozenset({'2', '3', '0', '9'}):16812
frozenset({'2', '0', '5', '1'}):16719
frozenset({'2', '0', '1', '6'}):16468
frozenset({' ', '0', '1', '6'}):17178
frozenset({'1', '7', '9', '6'}):18205
frozenset({'5', '1', '7', '9'}):18455
frozenset({'3', '5', '1', '7'}):18296
frozenset({' ', '5', '1', '8'}):19285
frozenset({'2', '4', '1', '8'}):18377
frozenset({'0', '5', '7', '9'}):17071
frozenset({'2', '4', '9', '8'}):18560
frozenset({' ', '5', '7', '6'}):19037
frozenset({'4', '0', '8', '7'}):17167
frozenset({' ', '2', '0', '6'}):17208
frozenset({'3', '0', '9', '8'}):16930
frozenset({'0', '5', '7', '8'}):17207
frozenset({' ', '2', '3', '8'}):19244
frozenset({'3', '4', '7', '6'}):18154
frozenset({' ', '2', '5', '8'}):19407
frozenset({'4', '7', '9', '6'}):18310
frozenset({'3', '4', '5', '6'}):17978
frozenset({'2', '3', '5', '7'}):18400
frozenset({' ', '3', '8', '6'}):18915
frozenset({' ', '0', '5', '4'}):17681
frozenset({'3', '5', '9', '6'}):17971
frozenset({'2', '3', '5', '8'}):18472
frozenset({'2', '0', '5', '6'}):16562
frozenset({'2', '3', '1', '8'}):18266
frozenset({' ', '2', '3', '7'}):19164
frozenset({'4', '7', '8', '6'}):18476
frozenset({' ', '2', '5', '9'}):19243
frozenset({'4', '3', '0', '1'}):16679
frozenset({'3', '4', '1', '6'}):17903
frozenset({'2', '4', '1', '7'}):18327
frozenset({'2', '1', '7', '6'}):18099
frozenset({' ', '1', '7', '6'}):18946
frozenset({' ', '5', '1', '7'}):19221
frozenset({' ', '3', '5', '7'}):19274
frozenset({'0', '5', '1', '9'}):16868
frozenset({'3', '0', '5', '1'}):16686
frozenset({'1', '9', '8', '6'}):18239
frozenset({'2', '3', '4', '0'}):16746
frozenset({'0', '5', '9', '6'}):16687
frozenset({' ', '2', '0', '5'}):17559
frozenset({' ', '2', '0', '9'}):17600
frozenset({'3', '0', '8', '6'}):16633
frozenset({' ', '2', '0', '4'}):17499
frozenset({' ', '0', '5', '6'}):17289
frozenset({' ', '3', '4', '8'}):19308
frozenset({'0', '9', '8', '6'}):16831
frozenset({' ', '3', '9', '8'}):19245
frozenset({'2', '3', '8', '6'}):18130
frozenset({'2', '0', '5', '9'}):16942
frozenset({'2', '5', '1', '8'}):18419
frozenset({'3', '0', '4', '6'}):16496
frozenset({'0', '4', '9', '6'}):16678
frozenset({'4', '5', '1', '8'}):18477
frozenset({'3', '4', '5', '8'}):18518
frozenset({' ', '2', '5', '6'}):18801
frozenset({'4', '7', '9', '8'}):18730
frozenset({'2', '9', '8', '6'}):18358
frozenset({' ', '4', '5', '7'}):19402
frozenset({' ', '3', '4', '9'}):19132
frozenset({' ', '2', '1', '8'}):19200
frozenset({'3', '4', '1', '9'}):18237
frozenset({'2', '4', '1', '6'}):17993
frozenset({' ', '4', '1', '8'}):19274
frozenset({'2', '1', '7', '9'}):18382
frozenset({' ', '1', '7', '9'}):19256
frozenset({' ', '0', '7', '8'}):17840
frozenset({'3', '1', '9', '8'}):18301
frozenset({'2', '3', '4', '8'}):18423
frozenset({'0', '5', '1', '6'}):16526
frozenset({'0', '1', '7', '9'}):16923
frozenset({' ', '7', '9', '6'}):19104
frozenset({'2', '4', '5', '8'}):18507
frozenset({'3', '5', '8', '6'}):18133
frozenset({'4', '2', '0', '1'}):16704
frozenset({'3', '9', '8', '6'}):18138
frozenset({' ', '5', '1', '6'}):18786
frozenset({' ', '3', '1', '7'}):19027
frozenset({'3', '7', '9', '6'}):18113
frozenset({'2', '3', '5', '9'}):18295
frozenset({' ', '0', '5', '9'}):17692
frozenset({'4', '5', '0', '8'}):17137
frozenset({'2', '4', '7', '3'}):18388
frozenset({'2', '3', '9', '8'}):18461
frozenset({' ', '2', '5', '7'}):19287
frozenset({'2', '3', '0', '1'}):16605
frozenset({'4', '5', '8', '6'}):18273
frozenset({'4', '9', '8', '6'}):18323
frozenset({' ', '2', '7', '9'}):19338
frozenset({'3', '4', '5', '0'}):16893
frozenset({' ', '4', '1', '7'}):19249
frozenset({'3', '4', '0', '9'}):16850
frozenset({'4', '1', '9', '8'}):18513
frozenset({'2', '0', '7', '6'}):16616
frozenset({' ', '2', '1', '7'}):19097
frozenset({' ', '3', '4', '6'}):18761
frozenset({'4', '5', '1', '7'}):18455
frozenset({' ', '1', '7', '8'}):19361
frozenset({'2', '4', '1', '9'}):18313
frozenset({'5', '1', '9', '6'}):18074
frozenset({'3', '0', '1', '8'}):16726
frozenset({'2', '5', '1', '7'}):18323
frozenset({'3', '5', '1', '8'}):18328
frozenset({'2', '4', '5', '0'}):16869
frozenset({'3', '1', '8', '6'}):17993
frozenset({'0', '1', '9', '6'}):16598
frozenset({'0', '1', '7', '6'}):16600
frozenset({'3', '5', '9', '8'}):18467
frozenset({' ', '5', '1', '9'}):19169
frozenset({'2', '0', '5', '8'}):17045
frozenset({'2', '0', '9', '8'}):17047
frozenset({'2', '3', '9', '6'}):18011
frozenset({'2', '3', '5', '6'}):17931
frozenset({' ', '0', '7', '6'}):17366
frozenset({' ', '0', '9', '6'}):17349
frozenset({'4', '5', '7', '9'}):18562
frozenset({' ', '2', '8', '6'}):19069
frozenset({' ', '2', '0', '7'}):17595
frozenset({' ', '3', '5', '8'}):19323
frozenset({' ', '2', '7', '6'}):18982
frozenset({'4', '5', '9', '8'}):18610
frozenset({'4', '1', '8', '6'}):18205
frozenset({'2', '3', '0', '5'}):16811
frozenset({'2', '0', '7', '9'}):16964
frozenset({'2', '5', '1', '6'}):17961
frozenset({'2', '4', '5', '1'}):18224
frozenset({'3', '1', '9', '6'}):17886
frozenset({' ', '4', '0', '1'}):17484
frozenset({'3', '1', '7', '6'}):17983
frozenset({' ', '2', '0', '1'}):17347
frozenset({'3', '4', '1', '7'}):18312
frozenset({' ', '2', '3', '4'}):19044
frozenset({' ', '0', '9', '8'}):17783
frozenset({'3', '1', '7', '8'}):18373
frozenset({' ', '0', '5', '8'}):17825
frozenset({' ', '0', '4', '7'}):17743
frozenset({'2', '0', '8', '6'}):16709
frozenset({'2', '3', '4', '9'}):18277
frozenset({'3', '4', '0', '8'}):16945
frozenset({' ', '9', '8', '6'}):19157
frozenset({'2', '4', '5', '7'}):18440
frozenset({' ', '0', '7', '9'}):17749
frozenset({'4', '5', '9', '6'}):18125
frozenset({' ', '3', '0', '5'}):17552
frozenset({' ', '2', '7', '8'}):19494
frozenset({'3', '4', '9', '6'}):18001
frozenset({' ', '2', '9', '8'}):19464
frozenset({'4', '5', '7', '6'}):18265
frozenset({'3', '0', '7', '8'}):17029
frozenset({'5', '7', '9', '6'}):18275
frozenset({' ', '2', '4', '8'}):19323
frozenset({'1', '0', '4', '9'}):16889
frozenset({'4', '1', '7', '8'}):18579
frozenset({'2', '1', '9', '8'}):18489
frozenset({'2', '1', '7', '8'}):18472
frozenset({'3', '4', '8', '6'}):18155
frozenset({'2', '5', '1', '9'}):18327
frozenset({'3', '5', '1', '6'}):17862
frozenset({'3', '1', '7', '9'}):18279
frozenset({' ', '0', '1', '7'}):17522
frozenset({'3', '0', '5', '6'}):16514
frozenset({'0', '7', '9', '6'}):16763
frozenset({' ', '3', '1', '6'}):18606
frozenset({'3', '5', '7', '8'}):18643
frozenset({' ', '3', '7', '9'}):19216
frozenset({' ', '3', '5', '9'}):19111
frozenset({'0', '5', '1', '7'}):16875
frozenset({'5', '1', '9', '8'}):18517
frozenset({' ', '0', '8', '6'}):17453
frozenset({'2', '0', '4', '7'}):16912
frozenset({'3', '0', '7', '6'}):16586
frozenset({'2', '3', '4', '6'}):17950
frozenset({'2', '3', '0', '8'}):16884
frozenset({' ', '0', '4', '6'}):17288
frozenset({'2', '7', '8', '6'}):18390
frozenset({' ', '4', '5', '9'}):19264
frozenset({'4', '1', '0', '6'}):16552
frozenset({'2', '0', '7', '3'}):16856
frozenset({' ', '2', '5', '1'}):19026
frozenset({' ', '2', '0', '8'}):17666
frozenset({'2', '1', '8', '6'}):18154
frozenset({' ', '4', '1', '6'}):18836
frozenset({'0', '5', '4', '6'}):16645
frozenset({' ', '4', '5', '1'}):19130
frozenset({'4', '5', '7', '8'}):18754
frozenset({' ', '2', '9', '6'}):18966
frozenset({'3', '4', '9', '8'}):18465
frozenset({'0', '1', '8', '6'}):16653
frozenset({'0', '5', '1', '8'}):16922
frozenset({'2', '3', '1', '7'}):18201
frozenset({'3', '5', '1', '9'}):18209
frozenset({'3', '0', '5', '9'}):16879
frozenset({' ', '3', '1', '9'}):18960
frozenset({'2', '0', '4', '6'}):16532
frozenset({' ', '3', '0', '8'}):17612
frozenset({' ', '0', '1', '8'}):17549
frozenset({'3', '0', '1', '7'}):16739
frozenset({' ', '3', '7', '6'}):18881
frozenset({' ', '5', '9', '6'}):18936
frozenset({'2', '4', '7', '8'}):18627
frozenset({'3', '0', '1', '9'}):16721
frozenset({' ', '3', '5', '6'}):18723
frozenset({' ', '3', '9', '6'}):18750
frozenset({'5', '7', '8', '6'}):18443
frozenset({' ', '2', '4', '9'}):19200
frozenset({'5', '1', '8', '6'}):18171
frozenset({'3', '0', '7', '9'}):16944
frozenset({'0', '7', '9', '8'}):17154
frozenset({'3', '0', '5', '8'}):17014
frozenset({'2', '3', '7', '9'}):18382
frozenset({' ', '7', '8', '6'}):19275
frozenset({'2', '4', '5', '9'}):18366
frozenset({' ', '4', '0', '9'}):17671
frozenset({'2', '5', '7', '8'}):18685
frozenset({' ', '4', '9', '6'}):18944
frozenset({' ', '4', '5', '6'}):18879
frozenset({'2', '7', '9', '8'}):18703
frozenset({' ', '2', '3', '5'}):19065
frozenset({'2', '0', '1', '7'}):16741
frozenset({'0', '5', '4', '7'}):17082
frozenset({' ', '3', '4', '1'}):18978
frozenset({' ', '4', '1', '9'}):19187
frozenset({'0', '3', '4', '7'}):16949
frozenset({'4', '5', '0', '9'}):17009
frozenset({'0', '4', '7', '1'}):16897
frozenset({'4', '1', '7', '6'}):18208
frozenset({'0', '1', '9', '8'}):16952
frozenset({' ', '3', '1', '8'}):19056
frozenset({' ', '1', '9', '8'}):19315
frozenset({'4', '2', '3', '1'}):18137
frozenset({'2', '3', '1', '6'}):17858
frozenset({'2', '3', '5', '1'}):18142
frozenset({' ', '3', '5', '1'}):18954
frozenset({'5', '1', '7', '8'}):18585
frozenset({'2', '4', '0', '9'}):16885
frozenset({'3', '0', '1', '6'}):16384
frozenset({'5', '7', '9', '8'}):18752
frozenset({' ', '2', '4', '6'}):18823
frozenset({' ', '1', '9', '6'}):18873
frozenset({'3', '5', '7', '9'}):18432
frozenset({'0', '7', '8', '6'}):16861
frozenset({'2', '7', '9', '6'}):18263
frozenset({' ', '4', '5', '8'}):19445
frozenset({' ', '3', '0', '6'}):17137
frozenset({'2', '4', '0', '8'}):16953
frozenset({'2', '5', '9', '6'}):18120
frozenset({' ', '4', '7', '8'}):19581
frozenset({'2', '3', '7', '6'}):18078
frozenset({' ', '7', '9', '8'}):19578
frozenset({'2', '4', '5', '6'}):17988
frozenset({' ', '5', '7', '8'}):19614
frozenset({'2', '4', '9', '6'}):18118
frozenset({'3', '4', '7', '8'}):18623
frozenset({' ', '2', '1', '6'}):18764
frozenset({'0', '4', '7', '6'}):16725
frozenset({'4', '8', '6', '3', '1'}):17343
frozenset({'2', ' ', '3', '1', '7'}):18201
frozenset({'4', '0', '8', ' ', '3'}):16945
frozenset({'2', '0', '4', '8', '7'}):16419
frozenset({'0', '9', '6', ' ', '5'}):16687
frozenset({'2', '4', '0', ' ', '3'}):16746
frozenset({'2', '9', '3', '5', '7'}):17680
frozenset({'4', '8', '6', ' ', '3'}):18155
frozenset({'2', '0', ' ', '5', '7'}):16947
frozenset({'4', '0', '9', '8', '6'}):16222
frozenset({'2', '4', '6', '5', '7'}):17439
frozenset({'4', '0', '8', '6', '3'}):16045
frozenset({'2', '0', '9', '6', ' '}):16652
frozenset({'4', '0', '8', '5', '7'}):16591
frozenset({'0', '6', ' ', '3', '5'}):16514
frozenset({'2', '8', '6', ' ', '7'}):18390
frozenset({'0', '6', '5', '1', '7'}):16015
frozenset({'2', '4', '0', '3', '5'}):16192
frozenset({'0', '9', '8', ' ', '5'}):17136
frozenset({'9', '8', '3', '1', '7'}):17687
frozenset({'2', '4', '0', '6', '7'}):16026
frozenset({'0', '9', '3', '5', '7'}):16357
frozenset({'2', '4', '8', '6', '1'}):17434
frozenset({'9', ' ', '5', '1', '7'}):18455
frozenset({'2', '4', '6', ' ', '7'}):18200
frozenset({'2', '4', '0', '1', '7'}):16170
frozenset({'2', '4', ' ', '5', '7'}):18440
frozenset({'9', '8', ' ', '5', '1'}):18517
frozenset({'2', '0', ' ', '5', '1'}):16719
frozenset({'2', '4', '6', '1', '7'}):17429
frozenset({'2', '6', '3', '1', '7'}):17292
frozenset({'0', '8', '6', '5', '1'}):16068
frozenset({'2', '0', '8', '1', '7'}):16255
frozenset({'4', '9', ' ', '5', '1'}):18385
frozenset({'2', '8', '6', '1', '7'}):17549
frozenset({'4', ' ', '3', '1', '7'}):18312
frozenset({'4', '0', '6', '3', '7'}):16014
frozenset({'2', '0', '9', '5', '7'}):16366
frozenset({'4', '0', '8', '6', ' '}):16786
frozenset({'2', '8', '3', '5', '7'}):17864
frozenset({'4', '9', '6', ' ', '3'}):18001
frozenset({'0', '4', '6', '1', '7'}):16046
frozenset({'4', '9', ' ', '3', '5'}):18328
frozenset({'4', '0', '6', '5', '1'}):15970
frozenset({'2', '8', '6', '3', '7'}):17556
frozenset({'2', '9', '8', '3', '5'}):17749
frozenset({'2', '9', '8', '6', '7'}):17729
frozenset({'4', '6', ' ', '3', '7'}):18154
frozenset({'4', '0', '9', '6', '1'}):16025
frozenset({'2', '9', '6', ' ', '3'}):18011
frozenset({'4', '8', '3', '5', '7'}):17921
frozenset({'4', '9', '8', '3', '1'}):17638
frozenset({'4', '8', '3', '5', '1'}):17649
frozenset({'4', '9', ' ', '1', '7'}):18480
frozenset({'2', '8', '6', '5', '1'}):17418
frozenset({'4', '0', '9', '3', '5'}):16274
frozenset({'0', '4', '9', '6', '7'}):16170
frozenset({'2', '0', '8', ' ', '5'}):17045
frozenset({'2', '8', ' ', '3', '7'}):18540
frozenset({'4', '9', '6', '3', '5'}):17288
