frozenset({'2'}):18677
frozenset({'4'}):18788
frozenset({'0'}):16818
frozenset({'9'}):18855
frozenset({'8'}):19035
frozenset({'6'}):18360
frozenset({' '}):20032
frozenset({'3'}):18570
frozenset({'5'}):18797
frozenset({'1'}):18554
frozenset({'7'}):18956
frozenset({'1', '6'}):17230
frozenset({' ', '7'}):18956
frozenset({'7', '3'}):17693
frozenset({'8', '3'}):17735
frozenset({'4', '8'}):17930
frozenset({'5', '2'}):17632
frozenset({' ', '2'}):18677
frozenset({'4', '6'}):17349
frozenset({'0', '9'}):15995
frozenset({'5', '3'}):17575
frozenset({'7', '9'}):17895
frozenset({'4', '5'}):17718
frozenset({'4', '3'}):17595
frozenset({' ', '8'}):19035
frozenset({'6', '2'}):17286
frozenset({'4', '2'}):17588
frozenset({'8', '6'}):17575
frozenset({'1', '3'}):17329
frozenset({' ', '5'}):18797
frozenset({'1', '9'}):17617
frozenset({' ', '3'}):18570
frozenset({'4', ' '}):18788
frozenset({'1', '2'}):17444
frozenset({'5', '8'}):17975
frozenset({'3', '2'}):17481
frozenset({'0', '5'}):15976
frozenset({'7', '6'}):17513
frozenset({' ', '1'}):18554
frozenset({'5', '7'}):17888
frozenset({' ', '9'}):18855
frozenset({'9', '3'}):17548
frozenset({'0', '7'}):16044
frozenset({'4', '0'}):15964
frozenset({'5', '9'}):17776
frozenset({'7', '8'}):18084
frozenset({'0', '8'}):16087
frozenset({'9', '8'}):17971
frozenset({'0', '2'}):15822
frozenset({'1', '7'}):17654
frozenset({'4', '1'}):17574
frozenset({'8', '2'}):17872
frozenset({'4', '9'}):17755
frozenset({'0', '6'}):15569
frozenset({'0', ' '}):16818
frozenset({'5', '1'}):17547
frozenset({'4', '7'}):17893
frozenset({'9', '2'}):17734
frozenset({'1', '8'}):17717
frozenset({'7', '2'}):17758
frozenset({' ', '6'}):18360
frozenset({'3', '6'}):17136
frozenset({'0', '1'}):15735
frozenset({'9', '6'}):17414
frozenset({'0', '3'}):15808
frozenset({'5', '6'}):17308
frozenset({'5', '8', '6'}):16632
frozenset({'9', '8', '6'}):16706
frozenset({'4', '0', '3'}):15065
frozenset({'1', '8', '2'}):16749
frozenset({' ', '7', '6'}):17513
frozenset({'4', '0', '6'}):14837
frozenset({'3', '0', '2'}):14979
frozenset({'1', '8', '6'}):16528
frozenset({' ', '9', '2'}):17734
frozenset({'0', ' ', '8'}):16087
frozenset({'4', ' ', '7'}):17893
frozenset({'4', '1', '3'}):16527
frozenset({'0', '8', '2'}):15215
frozenset({' ', '5', '8'}):17975
frozenset({'4', '2', '3'}):16593
frozenset({'4', '1', '2'}):16560
frozenset({'4', '5', '6'}):16428
frozenset({'4', '3', '6'}):16310
frozenset({'4', '5', '7'}):16951
frozenset({'4', '7', '9'}):16954
frozenset({'0', '9', '8'}):15332
frozenset({'1', '7', '2'}):16646
frozenset({'4', '1', '9'}):16736
frozenset({'5', '7', '9'}):16947
frozenset({'8', '2', '3'}):16793
frozenset({'4', ' ', '6'}):17349
frozenset({'4', '1', '0'}):15033
frozenset({'4', '0', '2'}):15048
frozenset({'1', '7', '8'}):16910
frozenset({'0', '9', '2'}):15149
frozenset({'0', '5', '1'}):15012
frozenset({' ', '7', '3'}):17693
frozenset({'0', '1', '9'}):15079
frozenset({'4', ' ', '1'}):17574
frozenset({' ', '3', '4', '5'}):16702
frozenset({' ', '4', '7', '9'}):16954
frozenset({'2', '5', '8', '6'}):15765
frozenset({' ', '0', '5', '1'}):15012
frozenset({'4', '1', '7', '9'}):16029
frozenset({'4', '1', '0', '8'}):14464
frozenset({'2', '0', '1', '8'}):14358
frozenset({' ', '1', '8', '6'}):16528
frozenset({'2', '3', '1', '9'}):15728
frozenset({'4', '5', '1', '6'}):15583
frozenset({'1', '7', '9', '8'}):16138
frozenset({' ', '2', '4', '1'}):16560
frozenset({'3', '7', '8', '6'}):15835
frozenset({'5', '9', '8', '6'}):15868
frozenset({' ', '2', '4', '7'}):16822
frozenset({'7', '9', '8', '6'}):16036
frozenset({' ', '2', '4', '5'}):16666
frozenset({'3', '0', '5', '7'}):14527
frozenset({'3', '5', '7', '6'}):15659
frozenset({' ', '3', '4', '0'}):15065
frozenset({'2', '4', '7', '9'}):16039
frozenset({' ', '5', '8', '6'}):16632
frozenset({'2', '3', '4', '5'}):15804
frozenset({'2', '5', '7', '9'}):16048
frozenset({' ', '4', '8', '6'}):16656
frozenset({' ', '3', '0', '9'}):15075
frozenset({' ', '0', '5', '7'}):15299
frozenset({' ', '3', '0', '7'}):15167
frozenset({'0', '5', '9', '8'}):14685
frozenset({'4', '0', '9', '8'}):14641
frozenset({' ', '2', '3', '9'}):16632
frozenset({'2', '0', '9', '6'}):14201
frozenset({'3', '4', '1', '8'}):15867
frozenset({' ', '2', '1', '9'}):16667
frozenset({'0', '4', '7', '9'}):14608
frozenset({' ', '4', '0', '8'}):15323
frozenset({'2', '3', '0', '6'}):14009
frozenset({' ', '2', '3', '1'}):16426
frozenset({'2', '0', '1', '9'}):14351
frozenset({'2', '3', '7', '8'}):16089
frozenset({'2', '5', '9', '8'}):16176
frozenset({' ', '4', '7', '6'}):16645
frozenset({' ', '0', '1', '9'}):15079
frozenset({'3', '4', '5', '1'}):15783
frozenset({'2', '1', '9', '6'}):15638
frozenset({'5', '1', '7', '6'}):15695
frozenset({'0', '1', '7', '8'}):14497
frozenset({' ', '3', '0', '1'}):14850
frozenset({'4', '1', '9', '6'}):15649
frozenset({'4', '5', '1', '9'}):15934
frozenset({'0', '5', '7', '6'}):14264
frozenset({'3', '0', '9', '6'}):14083
frozenset({'1', '7', '8', '6'}):15869
frozenset({'3', '7', '9', '8'}):16093
frozenset({'2', '4', '8', '6'}):15769
frozenset({' ', '5', '7', '9'}):16947
frozenset({' ', '5', '9', '8'}):17037
frozenset({'2', '4', '7', '6'}):15749
frozenset({' ', '3', '7', '8'}):16944
frozenset({' ', '4', '9', '8'}):16991
frozenset({'2', '5', '7', '6'}):15702
frozenset({'3', '4', '5', '7'}):16043
frozenset({'3', '4', '7', '9'}):15998
frozenset({'3', '4', '5', '9'}):15877
frozenset({'0', '5', '8', '6'}):14348
frozenset({' ', '2', '3', '0'}):14979
frozenset({'4', '0', '8', '6'}):14335
frozenset({'2', '0', '7', '8'}):14597
frozenset({' ', '3', '4', '7'}):16835
frozenset({'4', '5', '1', '0'}):14395
frozenset({' ', '2', '3', '6'}):16263
frozenset({'2', '0', '5', '7'}):14496
frozenset({'2', '3', '0', '9'}):14361
frozenset({'2', '0', '5', '1'}):14268
frozenset({'2', '0', '1', '6'}):14017
frozenset({' ', '0', '1', '6'}):14727
frozenset({'1', '7', '9', '6'}):15754
frozenset({'5', '1', '7', '9'}):16004
frozenset({'3', '5', '1', '7'}):15845
frozenset({' ', '5', '1', '8'}):16834
frozenset({'2', '4', '1', '8'}):15926
frozenset({'0', '5', '7', '9'}):14620
frozenset({'2', '4', '9', '8'}):16109
frozenset({' ', '5', '7', '6'}):16586
frozenset({'4', '0', '8', '7'}):14716
frozenset({' ', '2', '0', '6'}):14757
frozenset({'3', '0', '9', '8'}):14479
frozenset({'0', '5', '7', '8'}):14756
frozenset({' ', '2', '3', '8'}):16793
frozenset({'3', '4', '7', '6'}):15703
frozenset({' ', '2', '5', '8'}):16956
frozenset({'4', '7', '9', '6'}):15859
frozenset({'3', '4', '5', '6'}):15527
frozenset({'2', '3', '5', '7'}):15949
frozenset({' ', '3', '8', '6'}):16464
frozenset({' ', '0', '5', '4'}):15230
frozenset({'3', '5', '9', '6'}):15520
frozenset({'2', '3', '5', '8'}):16021
frozenset({'2', '0', '5', '6'}):14111
frozenset({'2', '3', '1', '8'}):15815
frozenset({' ', '2', '3', '7'}):16713
frozenset({'4', '7', '8', '6'}):16025
frozenset({' ', '2', '5', '9'}):16792
frozenset({'4', '3', '0', '1'}):14228
frozenset({'3', '4', '1', '6'}):15452
frozenset({'2', '4', '1', '7'}):15876
frozenset({'2', '1', '7', '6'}):15648
frozenset({' ', '1', '7', '6'}):16495
frozenset({' ', '5', '1', '7'}):16770
frozenset({' ', '3', '5', '7'}):16823
frozenset({'0', '5', '1', '9'}):14417
frozenset({'3', '0', '5', '1'}):14235
frozenset({'1', '9', '8', '6'}):15788
frozenset({'2', '3', '4', '0'}):14295
frozenset({'0', '5', '9', '6'}):14236
frozenset({' ', '2', '0', '5'}):15108
frozenset({' ', '2', '0', '9'}):15149
frozenset({'3', '0', '8', '6'}):14182
frozenset({' ', '2', '0', '4'}):15048
frozenset({' ', '0', '5', '6'}):14838
frozenset({' ', '3', '4', '8'}):16857
frozenset({'0', '9', '8', '6'}):14380
frozenset({' ', '3', '9', '8'}):16794
frozenset({'2', '3', '8', '6'}):15679
frozenset({'2', '0', '5', '9'}):14491
frozenset({'2', '5', '1', '8'}):15968
frozenset({'3', '0', '4', '6'}):14045
frozenset({'0', '4', '9', '6'}):14227
frozenset({'4', '5', '1', '8'}):16026
frozenset({'3', '4', '5', '8'}):16067
frozenset({' ', '2', '5', '6'}):16350
frozenset({'4', '7', '9', '8'}):16279
frozenset({'2', '9', '8', '6'}):15907
frozenset({' ', '4', '5', '7'}):16951
frozenset({' ', '3', '4', '9'}):16681
frozenset({' ', '2', '1', '8'}):16749
frozenset({'3', '4', '1', '9'}):15786
frozenset({'2', '4', '1', '6'}):15542
frozenset({' ', '4', '1', '8'}):16823
frozenset({'2', '1', '7', '9'}):15931
frozenset({' ', '1', '7', '9'}):16805
frozenset({' ', '0', '7', '8'}):15389
frozenset({'3', '1', '9', '8'}):15850
frozenset({'2', '3', '4', '8'}):15972
frozenset({'0', '5', '1', '6'}):14075
frozenset({'0', '1', '7', '9'}):14472
frozenset({' ', '7', '9', '6'}):16653
frozenset({'2', '4', '5', '8'}):16056
frozenset({'3', '5', '8', '6'}):15682
frozenset({'4', '2', '0', '1'}):14253
frozenset({'3', '9', '8', '6'}):15687
frozenset({' ', '5', '1', '6'}):16335
frozenset({' ', '3', '1', '7'}):16576
frozenset({'3', '7', '9', '6'}):15662
frozenset({'2', '3', '5', '9'}):15844
frozenset({' ', '0', '5', '9'}):15241
frozenset({'4', '5', '0', '8'}):14686
frozenset({'2', '4', '7', '3'}):15937
frozenset({'2', '3', '9', '8'}):16010
frozenset({' ', '2', '5', '7'}):16836
frozenset({'2', '3', '0', '1'}):14154
frozenset({'4', '5', '8', '6'}):15822
frozenset({'4', '9', '8', '6'}):15872
frozenset({' ', '2', '7', '9'}):16887
frozenset({'3', '4', '5', '0'}):14442
frozenset({' ', '4', '1', '7'}):16798
frozenset({'3', '4', '0', '9'}):14399
frozenset({'4', '1', '9', '8'}):16062
frozenset({'2', '0', '7', '6'}):14165
frozenset({' ', '2', '1', '7'}):16646
frozenset({' ', '3', '4', '6'}):16310
frozenset({'4', '5', '1', '7'}):16004
frozenset({' ', '1', '7', '8'}):16910
frozenset({'2', '4', '1', '9'}):15862
frozenset({'5', '1', '9', '6'}):15623
frozenset({'3', '0', '1', '8'}):14275
frozenset({'2', '5', '1', '7'}):15872
frozenset({'3', '5', '1', '8'}):15877
frozenset({'2', '4', '5', '0'}):14418
frozenset({'3', '1', '8', '6'}):15542
frozenset({'0', '1', '9', '6'}):14147
frozenset({'0', '1', '7', '6'}):14149
frozenset({'3', '5', '9', '8'}):16016
frozenset({' ', '5', '1', '9'}):16718
frozenset({'2', '0', '5', '8'}):14594
frozenset({'2', '0', '9', '8'}):14596
frozenset({'2', '3', '9', '6'}):15560
frozenset({'2', '3', '5', '6'}):15480
frozenset({' ', '0', '7', '6'}):14915
frozenset({' ', '0', '9', '6'}):14898
frozenset({'4', '5', '7', '9'}):16111
frozenset({' ', '2', '8', '6'}):16618
frozenset({' ', '2', '0', '7'}):15144
frozenset({' ', '3', '5', '8'}):16872
frozenset({' ', '2', '7', '6'}):16531
frozenset({'4', '5', '9', '8'}):16159
frozenset({'4', '1', '8', '6'}):15754
frozenset({'2', '3', '0', '5'}):14360
frozenset({'2', '0', '7', '9'}):14513
frozenset({'2', '5', '1', '6'}):15510
frozenset({'2', '4', '5', '1'}):15773
frozenset({'3', '1', '9', '6'}):15435
frozenset({' ', '4', '0', '1'}):15033
frozenset({'3', '1', '7', '6'}):15532
frozenset({' ', '2', '0', '1'}):14896
frozenset({'3', '4', '1', '7'}):15861
frozenset({' ', '2', '3', '4'}):16593
frozenset({' ', '0', '9', '8'}):15332
frozenset({'3', '1', '7', '8'}):15922
frozenset({' ', '0', '5', '8'}):15374
frozenset({' ', '0', '4', '7'}):15292
frozenset({'2', '0', '8', '6'}):14258
frozenset({'2', '3', '4', '9'}):15826
frozenset({'3', '4', '0', '8'}):14494
frozenset({' ', '9', '8', '6'}):16706
frozenset({'2', '4', '5', '7'}):15989
frozenset({' ', '0', '7', '9'}):15298
frozenset({'4', '5', '9', '6'}):15674
frozenset({' ', '3', '0', '5'}):15101
frozenset({' ', '2', '7', '8'}):17043
frozenset({'3', '4', '9', '6'}):15550
frozenset({' ', '2', '9', '8'}):17013
frozenset({'4', '5', '7', '6'}):15814
frozenset({'3', '0', '7', '8'}):14578
frozenset({'5', '7', '9', '6'}):15824
frozenset({' ', '2', '4', '8'}):16872
frozenset({'1', '0', '4', '9'}):14438
frozenset({'4', '1', '7', '8'}):16128
frozenset({'2', '1', '9', '8'}):16038
frozenset({'2', '1', '7', '8'}):16021
frozenset({'3', '4', '8', '6'}):15704
frozenset({'2', '5', '1', '9'}):15876
frozenset({'3', '5', '1', '6'}):15411
frozenset({'3', '1', '7', '9'}):15828
frozenset({' ', '0', '1', '7'}):15071
frozenset({'3', '0', '5', '6'}):14063
frozenset({'0', '7', '9', '6'}):14312
frozenset({' ', '3', '1', '6'}):16155
frozenset({'3', '5', '7', '8'}):16192
frozenset({' ', '3', '7', '9'}):16765
frozenset({' ', '3', '5', '9'}):16660
frozenset({'0', '5', '1', '7'}):14424
frozenset({'5', '1', '9', '8'}):16066
frozenset({' ', '0', '8', '6'}):15002
frozenset({'2', '0', '4', '7'}):14461
frozenset({'3', '0', '7', '6'}):14135
frozenset({'2', '3', '4', '6'}):15499
frozenset({'2', '3', '0', '8'}):14433
frozenset({' ', '0', '4', '6'}):14837
frozenset({'2', '7', '8', '6'}):15939
frozenset({' ', '4', '5', '9'}):16813
frozenset({'4', '1', '0', '6'}):14101
frozenset({'2', '0', '7', '3'}):14405
frozenset({' ', '2', '5', '1'}):16575
frozenset({' ', '2', '0', '8'}):15215
frozenset({'2', '1', '8', '6'}):15703
frozenset({' ', '4', '1', '6'}):16385
frozenset({'0', '5', '4', '6'}):14194
frozenset({' ', '4', '5', '1'}):16679
frozenset({'4', '5', '7', '8'}):16303
frozenset({' ', '2', '9', '6'}):16515
frozenset({'3', '4', '9', '8'}):16014
frozenset({'0', '1', '8', '6'}):14202
frozenset({'0', '5', '1', '8'}):14471
frozenset({'2', '3', '1', '7'}):15750
frozenset({'3', '5', '1', '9'}):15758
frozenset({'3', '0', '5', '9'}):14428
frozenset({' ', '3', '1', '9'}):16509
frozenset({'2', '0', '4', '6'}):14081
frozenset({' ', '3', '0', '8'}):15161
frozenset({' ', '0', '1', '8'}):15098
frozenset({'3', '0', '1', '7'}):14288
frozenset({' ', '3', '7', '6'}):16430
frozenset({' ', '5', '9', '6'}):16485
frozenset({'2', '4', '7', '8'}):16176
frozenset({'3', '0', '1', '9'}):14270
frozenset({' ', '3', '5', '6'}):16272
frozenset({' ', '3', '9', '6'}):16299
frozenset({'5', '7', '8', '6'}):15992
frozenset({' ', '2', '4', '9'}):16749
frozenset({'5', '1', '8', '6'}):15720
frozenset({'3', '0', '7', '9'}):14493
frozenset({'0', '7', '9', '8'}):14703
frozenset({'3', '0', '5', '8'}):14563
frozenset({'2', '3', '7', '9'}):15931
frozenset({' ', '7', '8', '6'}):16824
frozenset({'2', '4', '5', '9'}):15915
frozenset({' ', '4', '0', '9'}):15220
frozenset({'2', '5', '7', '8'}):16234
frozenset({' ', '4', '9', '6'}):16493
frozenset({' ', '4', '5', '6'}):16428
frozenset({'2', '7', '9', '8'}):16252
frozenset({' ', '2', '3', '5'}):16614
frozenset({'2', '0', '1', '7'}):14290
frozenset({'0', '5', '4', '7'}):14631
frozenset({' ', '3', '4', '1'}):16527
frozenset({' ', '4', '1', '9'}):16736
frozenset({'0', '3', '4', '7'}):14498
frozenset({'4', '5', '0', '9'}):14558
frozenset({'0', '4', '7', '1'}):14446
frozenset({'4', '1', '7', '6'}):15757
frozenset({'0', '1', '9', '8'}):14501
frozenset({' ', '3', '1', '8'}):16605
frozenset({' ', '1', '9', '8'}):16864
frozenset({'4', '2', '3', '1'}):15686
frozenset({'2', '3', '1', '6'}):15407
frozenset({'2', '3', '5', '1'}):15691
frozenset({' ', '3', '5', '1'}):16503
frozenset({'5', '1', '7', '8'}):16134
frozenset({'2', '4', '0', '9'}):14434
frozenset({'3', '0', '1', '6'}):13933
frozenset({'5', '7', '9', '8'}):16301
frozenset({' ', '2', '4', '6'}):16372
frozenset({' ', '1', '9', '6'}):16422
frozenset({'3', '5', '7', '9'}):15981
frozenset({'0', '7', '8', '6'}):14410
frozenset({'2', '7', '9', '6'}):15812
frozenset({' ', '4', '5', '8'}):16994
frozenset({' ', '3', '0', '6'}):14686
frozenset({'2', '4', '0', '8'}):14502
frozenset({'2', '5', '9', '6'}):15669
frozenset({' ', '4', '7', '8'}):17130
frozenset({'2', '3', '7', '6'}):15627
frozenset({' ', '7', '9', '8'}):17127
frozenset({'2', '4', '5', '6'}):15537
frozenset({' ', '5', '7', '8'}):17163
frozenset({'2', '4', '9', '6'}):15667
frozenset({'3', '4', '7', '8'}):16172
frozenset({' ', '2', '1', '6'}):16313
frozenset({'0', '4', '7', '6'}):14274
frozenset({'4', '8', '6', '3', '1'}):14892
frozenset({'2', ' ', '3', '1', '7'}):15750
frozenset({'4', '0', '8', ' ', '3'}):14494
frozenset({'2', '0', '4', '8', '7'}):13968
frozenset({'0', '9', '6', ' ', '5'}):14236
frozenset({'2', '4', '0', ' ', '3'}):14295
frozenset({'2', '9', '3', '5', '7'}):15229
frozenset({'4', '8', '6', ' ', '3'}):15704
frozenset({'2', '0', ' ', '5', '7'}):14496
frozenset({'4', '0', '9', '8', '6'}):13771
frozenset({'2', '4', '6', '5', '7'}):14988
frozenset({'4', '0', '8', '6', '3'}):13594
frozenset({'2', '0', '9', '6', ' '}):14201
frozenset({'4', '0', '8', '5', '7'}):14140
frozenset({'0', '6', ' ', '3', '5'}):14063
frozenset({'2', '8', '6', ' ', '7'}):15939
frozenset({'0', '6', '5', '1', '7'}):13564
frozenset({'2', '4', '0', '3', '5'}):13741
frozenset({'0', '9', '8', ' ', '5'}):14685
frozenset({'9', '8', '3', '1', '7'}):15236
frozenset({'2', '4', '0', '6', '7'}):13575
frozenset({'0', '9', '3', '5', '7'}):13906
frozenset({'2', '4', '8', '6', '1'}):14983
frozenset({'9', ' ', '5', '1', '7'}):16004
frozenset({'2', '4', '6', ' ', '7'}):15749
frozenset({'2', '4', '0', '1', '7'}):13719
frozenset({'2', '4', ' ', '5', '7'}):15989
frozenset({'9', '8', ' ', '5', '1'}):16066
frozenset({'2', '0', ' ', '5', '1'}):14268
frozenset({'2', '4', '6', '1', '7'}):14978
frozenset({'2', '6', '3', '1', '7'}):14841
frozenset({'0', '8', '6', '5', '1'}):13617
frozenset({'2', '0', '8', '1', '7'}):13804
frozenset({'4', '9', ' ', '5', '1'}):15934
frozenset({'2', '8', '6', '1', '7'}):15098
frozenset({'4', ' ', '3', '1', '7'}):15861
frozenset({'4', '0', '6', '3', '7'}):13563
frozenset({'2', '0', '9', '5', '7'}):13915
frozenset({'4', '0', '8', '6', ' '}):14335
frozenset({'2', '8', '3', '5', '7'}):15413
frozenset({'4', '9', '6', ' ', '3'}):15550
frozenset({'0', '4', '6', '1', '7'}):13595
frozenset({'4', '9', ' ', '3', '5'}):15877
frozenset({'4', '0', '6', '5', '1'}):13519
frozenset({'2', '8', '6', '3', '7'}):15105
frozenset({'2', '9', '8', '3', '5'}):15298
frozenset({'2', '9', '8', '6', '7'}):15278
frozenset({'4', '6', ' ', '3', '7'}):15703
frozenset({'4', '0', '9', '6', '1'}):13574
frozenset({'2', '9', '6', ' ', '3'}):15560
frozenset({'4', '8', '3', '5', '7'}):15470
frozenset({'4', '9', '8', '3', '1'}):15187
frozenset({'4', '8', '3', '5', '1'}):15198
frozenset({'4', '9', ' ', '1', '7'}):16029
frozenset({'2', '8', '6', '5', '1'}):14967
frozenset({'4', '0', '9', '3', '5'}):13823
frozenset({'0', '4', '9', '6', '7'}):13719
frozenset({'2', '0', '8', ' ', '5'}):14594
frozenset({'2', '8', ' ', '3', '7'}):16089
frozenset({'4', '9', '6', '3', '5'}):14837
