frozenset({'2'}):38185
frozenset({'4'}):38296
frozenset({'0'}):36326
frozenset({'9'}):38363
frozenset({'8'}):38543
frozenset({'6'}):37868
frozenset({' '}):39540
frozenset({'3'}):38078
frozenset({'5'}):38305
frozenset({'1'}):38062
frozenset({'7'}):38464
frozenset({'1', '6'}):36738
frozenset({' ', '7'}):38464
frozenset({'7', '3'}):37201
frozenset({'8', '3'}):37243
frozenset({'4', '8'}):37438
frozenset({'5', '2'}):37140
frozenset({' ', '2'}):38185
frozenset({'4', '6'}):36857
frozenset({'0', '9'}):35503
frozenset({'5', '3'}):37083
frozenset({'7', '9'}):37403
frozenset({'4', '5'}):37226
frozenset({'4', '3'}):37103
frozenset({' ', '8'}):38543
frozenset({'6', '2'}):36794
frozenset({'4', '2'}):37096
frozenset({'8', '6'}):37083
frozenset({'1', '3'}):36837
frozenset({' ', '5'}):38305
frozenset({'1', '9'}):37125
frozenset({' ', '3'}):38078
frozenset({'4', ' '}):38296
frozenset({'1', '2'}):36952
frozenset({'5', '8'}):37483
frozenset({'3', '2'}):36989
frozenset({'0', '5'}):35484
frozenset({'7', '6'}):37021
frozenset({' ', '1'}):38062
frozenset({'5', '7'}):37396
frozenset({' ', '9'}):38363
frozenset({'9', '3'}):37056
frozenset({'0', '7'}):35552
frozenset({'4', '0'}):35472
frozenset({'5', '9'}):37284
frozenset({'7', '8'}):37592
frozenset({'0', '8'}):35595
frozenset({'9', '8'}):37479
frozenset({'0', '2'}):35330
frozenset({'1', '7'}):37162
frozenset({'4', '1'}):37082
frozenset({'8', '2'}):37380
frozenset({'4', '9'}):37263
frozenset({'0', '6'}):35077
frozenset({'0', ' '}):36326
frozenset({'5', '1'}):37055
frozenset({'4', '7'}):37401
frozenset({'9', '2'}):37242
frozenset({'1', '8'}):37225
frozenset({'7', '2'}):37266
frozenset({' ', '6'}):37868
frozenset({'3', '6'}):36644
frozenset({'0', '1'}):35243
frozenset({'9', '6'}):36922
frozenset({'0', '3'}):35316
frozenset({'5', '6'}):36816
frozenset({'6', '9', '2'}):36023
frozenset({'5', '6', '2'}):35858
frozenset({'7', '2', '3'}):36221
frozenset({'0', '5', '8'}):34882
frozenset({' ', '7', '8'}):37592
frozenset({'4', '1', '6'}):35893
frozenset({'7', '8', '2'}):36551
frozenset({'0', '7', '9'}):34806
frozenset({'4', ' ', '9'}):37263
frozenset({'1', '8', '3'}):36113
frozenset({'5', '9', '8'}):36545
frozenset({'0', '6', '2'}):34265
frozenset({'0', '4', '7'}):34800
frozenset({'4', '5', '0'}):34738
frozenset({'0', '4', '9'}):34728
frozenset({'6', '8', '3'}):35972
frozenset({'4', ' ', '2'}):37096
frozenset({' ', '6', '2'}):36794
frozenset({'0', '1', '2'}):34404
frozenset({'5', '8', '2'}):36464
frozenset({'4', '1', '7'}):36306
frozenset({' ', '8', '6'}):37083
frozenset({'3', '5', '2'}):36122
frozenset({'7', '9', '2'}):36395
frozenset({'4', '9', '6'}):36001
frozenset({'0', ' ', '3'}):35316
frozenset({'3', '1', '6'}):35663
frozenset({' ', '8', '2'}):37380
frozenset({'4', '7', '6'}):36153
frozenset({'4', '5', '3'}):36210
frozenset({'0', '8', '6'}):34510
frozenset({' ', '1', '8'}):37225
frozenset({'1', '2', '3'}):35934
frozenset({'5', '7', '6'}):36094
frozenset({'4', ' ', '0'}):35472
frozenset({'6', '9', '3'}):35807
frozenset({'5', '9', '3'}):36168
frozenset({' ', '7', '2'}):37266
frozenset({'0', '5', '2'}):34616
frozenset({' ', '1', '2'}):36952
frozenset({'0', '1', '6'}):34235
frozenset({' ', '5', '9'}):37284
frozenset({' ', '9', '3'}):37056
frozenset({'0', '1', '7'}):34579
frozenset({' ', '5', '7'}):37396
frozenset({'7', '9', '8'}):36635
frozenset({'5', '8', '3'}):36380
frozenset({'4', '7', '8'}):36638
frozenset({'5', '1', '8'}):36342
frozenset({'0', '5', '9'}):34749
frozenset({'0', '7', '3'}):34675
frozenset({' ', '1', '9'}):37125
frozenset({'6', '8', '2'}):36126
frozenset({'0', '9', '6'}):34406
frozenset({'7', '6', '3'}):35938
frozenset({'1', '9', '2'}):36175
frozenset({'0', '1', '8'}):34606
frozenset({'4', ' ', '8'}):37438
frozenset({'3', '6', '2'}):35771
frozenset({'0', '7', '8'}):34897
frozenset({'5', '1', '7'}):36278
frozenset({'1', '7', '9'}):36313
frozenset({'1', '7', '3'}):36084
frozenset({'0', ' ', '9'}):35503
frozenset({'5', '1', '9'}):36226
frozenset({'1', '9', '6'}):35930
frozenset({'5', '9', '2'}):36300
frozenset({'4', '2', '6'}):35880
frozenset({' ', '8', '3'}):37243
frozenset({'4', '5', '2'}):36174
frozenset({'4', '5', '1'}):36187
frozenset({'0', '9', '3'}):34583
frozenset({' ', '1', '7'}):37162
frozenset({'0', '5', '3'}):34609
frozenset({'4', '5', ' '}):37226
frozenset({'0', '7', '6'}):34423
frozenset({'4', '9', '8'}):36499
frozenset({'7', '8', '3'}):36452
frozenset({'5', '8', '6'}):36140
frozenset({'9', '8', '6'}):36214
frozenset({'4', '0', '3'}):34573
frozenset({'1', '8', '2'}):36257
frozenset({' ', '7', '6'}):37021
frozenset({'4', '0', '6'}):34345
frozenset({'3', '0', '2'}):34487
frozenset({'1', '8', '6'}):36036
frozenset({' ', '9', '2'}):37242
frozenset({'0', ' ', '8'}):35595
frozenset({'4', ' ', '7'}):37401
frozenset({'4', '1', '3'}):36035
frozenset({'0', '8', '2'}):34723
frozenset({' ', '5', '8'}):37483
frozenset({'4', '2', '3'}):36101
frozenset({'4', '1', '2'}):36068
frozenset({'4', '5', '6'}):35936
frozenset({'4', '3', '6'}):35818
frozenset({'4', '5', '7'}):36459
frozenset({'4', '7', '9'}):36462
frozenset({'0', '9', '8'}):34840
frozenset({'1', '7', '2'}):36154
frozenset({'4', '1', '9'}):36244
frozenset({'5', '7', '9'}):36455
frozenset({'8', '2', '3'}):36301
frozenset({'4', ' ', '6'}):36857
frozenset({'4', '1', '0'}):34541
frozenset({'4', '0', '2'}):34556
frozenset({'1', '7', '8'}):36418
frozenset({'0', '9', '2'}):34657
frozenset({'0', '5', '1'}):34520
frozenset({' ', '7', '3'}):37201
frozenset({'0', '1', '9'}):34587
frozenset({'4', ' ', '1'}):37082
frozenset({' ', '3', '4', '5'}):36210
frozenset({' ', '4', '7', '9'}):36462
frozenset({'2', '5', '8', '6'}):35273
frozenset({' ', '0', '5', '1'}):34520
frozenset({'4', '1', '7', '9'}):35537
frozenset({'4', '1', '0', '8'}):33972
frozenset({'2', '0', '1', '8'}):33866
frozenset({' ', '1', '8', '6'}):36036
frozenset({'2', '3', '1', '9'}):35236
frozenset({'4', '5', '1', '6'}):35091
frozenset({'1', '7', '9', '8'}):35646
frozenset({' ', '2', '4', '1'}):36068
frozenset({'3', '7', '8', '6'}):35343
frozenset({'5', '9', '8', '6'}):35376
frozenset({' ', '2', '4', '7'}):36330
frozenset({'7', '9', '8', '6'}):35544
frozenset({' ', '2', '4', '5'}):36174
frozenset({'3', '0', '5', '7'}):34035
frozenset({'3', '5', '7', '6'}):35167
frozenset({' ', '3', '4', '0'}):34573
frozenset({'2', '4', '7', '9'}):35547
frozenset({' ', '5', '8', '6'}):36140
frozenset({'2', '3', '4', '5'}):35312
frozenset({'2', '5', '7', '9'}):35556
frozenset({' ', '4', '8', '6'}):36164
frozenset({' ', '3', '0', '9'}):34583
frozenset({' ', '0', '5', '7'}):34807
frozenset({' ', '3', '0', '7'}):34675
frozenset({'0', '5', '9', '8'}):34193
frozenset({'4', '0', '9', '8'}):34149
frozenset({' ', '2', '3', '9'}):36140
frozenset({'2', '0', '9', '6'}):33709
frozenset({'3', '4', '1', '8'}):35375
frozenset({' ', '2', '1', '9'}):36175
frozenset({'0', '4', '7', '9'}):34116
frozenset({' ', '4', '0', '8'}):34831
frozenset({'2', '3', '0', '6'}):33517
frozenset({' ', '2', '3', '1'}):35934
frozenset({'2', '0', '1', '9'}):33859
frozenset({'2', '3', '7', '8'}):35597
frozenset({'2', '5', '9', '8'}):35684
frozenset({' ', '4', '7', '6'}):36153
frozenset({' ', '0', '1', '9'}):34587
frozenset({'3', '4', '5', '1'}):35291
frozenset({'2', '1', '9', '6'}):35146
frozenset({'5', '1', '7', '6'}):35203
frozenset({'0', '1', '7', '8'}):34005
frozenset({' ', '3', '0', '1'}):34358
frozenset({'4', '1', '9', '6'}):35157
frozenset({'4', '5', '1', '9'}):35442
frozenset({'0', '5', '7', '6'}):33772
frozenset({'3', '0', '9', '6'}):33591
frozenset({'1', '7', '8', '6'}):35377
frozenset({'3', '7', '9', '8'}):35601
frozenset({'2', '4', '8', '6'}):35277
frozenset({' ', '5', '7', '9'}):36455
frozenset({' ', '5', '9', '8'}):36545
frozenset({'2', '4', '7', '6'}):35257
frozenset({' ', '3', '7', '8'}):36452
frozenset({' ', '4', '9', '8'}):36499
frozenset({'2', '5', '7', '6'}):35210
frozenset({'3', '4', '5', '7'}):35551
frozenset({'3', '4', '7', '9'}):35506
frozenset({'3', '4', '5', '9'}):35385
frozenset({'0', '5', '8', '6'}):33856
frozenset({' ', '2', '3', '0'}):34487
frozenset({'4', '0', '8', '6'}):33843
frozenset({'2', '0', '7', '8'}):34105
frozenset({' ', '3', '4', '7'}):36343
frozenset({'4', '5', '1', '0'}):33903
frozenset({' ', '2', '3', '6'}):35771
frozenset({'2', '0', '5', '7'}):34004
frozenset({'2', '3', '0', '9'}):33869
frozenset({'2', '0', '5', '1'}):33776
frozenset({'2', '0', '1', '6'}):33525
frozenset({' ', '0', '1', '6'}):34235
frozenset({'1', '7', '9', '6'}):35262
frozenset({'5', '1', '7', '9'}):35512
frozenset({'3', '5', '1', '7'}):35353
frozenset({' ', '5', '1', '8'}):36342
frozenset({'2', '4', '1', '8'}):35434
frozenset({'0', '5', '7', '9'}):34128
frozenset({'2', '4', '9', '8'}):35617
frozenset({' ', '5', '7', '6'}):36094
frozenset({'4', '0', '8', '7'}):34224
frozenset({' ', '2', '0', '6'}):34265
frozenset({'3', '0', '9', '8'}):33987
frozenset({'0', '5', '7', '8'}):34264
frozenset({' ', '2', '3', '8'}):36301
frozenset({'3', '4', '7', '6'}):35211
frozenset({' ', '2', '5', '8'}):36464
frozenset({'4', '7', '9', '6'}):35367
frozenset({'3', '4', '5', '6'}):35035
frozenset({'2', '3', '5', '7'}):35457
frozenset({' ', '3', '8', '6'}):35972
frozenset({' ', '0', '5', '4'}):34738
frozenset({'3', '5', '9', '6'}):35028
frozenset({'2', '3', '5', '8'}):35529
frozenset({'2', '0', '5', '6'}):33619
frozenset({'2', '3', '1', '8'}):35323
frozenset({' ', '2', '3', '7'}):36221
frozenset({'4', '7', '8', '6'}):35533
frozenset({' ', '2', '5', '9'}):36300
frozenset({'4', '3', '0', '1'}):33736
frozenset({'3', '4', '1', '6'}):34960
frozenset({'2', '4', '1', '7'}):35384
frozenset({'2', '1', '7', '6'}):35156
frozenset({' ', '1', '7', '6'}):36003
frozenset({' ', '5', '1', '7'}):36278
frozenset({' ', '3', '5', '7'}):36331
frozenset({'0', '5', '1', '9'}):33925
frozenset({'3', '0', '5', '1'}):33743
frozenset({'1', '9', '8', '6'}):35296
frozenset({'2', '3', '4', '0'}):33803
frozenset({'0', '5', '9', '6'}):33744
frozenset({' ', '2', '0', '5'}):34616
frozenset({' ', '2', '0', '9'}):34657
frozenset({'3', '0', '8', '6'}):33690
frozenset({' ', '2', '0', '4'}):34556
frozenset({' ', '0', '5', '6'}):34346
frozenset({' ', '3', '4', '8'}):36365
frozenset({'0', '9', '8', '6'}):33888
frozenset({' ', '3', '9', '8'}):36302
frozenset({'2', '3', '8', '6'}):35187
frozenset({'2', '0', '5', '9'}):33999
frozenset({'2', '5', '1', '8'}):35476
frozenset({'3', '0', '4', '6'}):33553
frozenset({'0', '4', '9', '6'}):33735
frozenset({'4', '5', '1', '8'}):35534
frozenset({'3', '4', '5', '8'}):35575
frozenset({' ', '2', '5', '6'}):35858
frozenset({'4', '7', '9', '8'}):35787
frozenset({'2', '9', '8', '6'}):35415
frozenset({' ', '4', '5', '7'}):36459
frozenset({' ', '3', '4', '9'}):36189
frozenset({' ', '2', '1', '8'}):36257
frozenset({'3', '4', '1', '9'}):35294
frozenset({'2', '4', '1', '6'}):35050
frozenset({' ', '4', '1', '8'}):36331
frozenset({'2', '1', '7', '9'}):35439
frozenset({' ', '1', '7', '9'}):36313
frozenset({' ', '0', '7', '8'}):34897
frozenset({'3', '1', '9', '8'}):35358
frozenset({'2', '3', '4', '8'}):35480
frozenset({'0', '5', '1', '6'}):33583
frozenset({'0', '1', '7', '9'}):33980
frozenset({' ', '7', '9', '6'}):36161
frozenset({'2', '4', '5', '8'}):35564
frozenset({'3', '5', '8', '6'}):35190
frozenset({'4', '2', '0', '1'}):33761
frozenset({'3', '9', '8', '6'}):35195
frozenset({' ', '5', '1', '6'}):35843
frozenset({' ', '3', '1', '7'}):36084
frozenset({'3', '7', '9', '6'}):35170
frozenset({'2', '3', '5', '9'}):35352
frozenset({' ', '0', '5', '9'}):34749
frozenset({'4', '5', '0', '8'}):34194
frozenset({'2', '4', '7', '3'}):35445
frozenset({'2', '3', '9', '8'}):35518
frozenset({' ', '2', '5', '7'}):36344
frozenset({'2', '3', '0', '1'}):33662
frozenset({'4', '5', '8', '6'}):35330
frozenset({'4', '9', '8', '6'}):35380
frozenset({' ', '2', '7', '9'}):36395
frozenset({'3', '4', '5', '0'}):33950
frozenset({' ', '4', '1', '7'}):36306
frozenset({'3', '4', '0', '9'}):33907
frozenset({'4', '1', '9', '8'}):35570
frozenset({'2', '0', '7', '6'}):33673
frozenset({' ', '2', '1', '7'}):36154
frozenset({' ', '3', '4', '6'}):35818
frozenset({'4', '5', '1', '7'}):35512
frozenset({' ', '1', '7', '8'}):36418
frozenset({'2', '4', '1', '9'}):35370
frozenset({'5', '1', '9', '6'}):35131
frozenset({'3', '0', '1', '8'}):33783
frozenset({'2', '5', '1', '7'}):35380
frozenset({'3', '5', '1', '8'}):35385
frozenset({'2', '4', '5', '0'}):33926
frozenset({'3', '1', '8', '6'}):35050
frozenset({'0', '1', '9', '6'}):33655
frozenset({'0', '1', '7', '6'}):33657
frozenset({'3', '5', '9', '8'}):35524
frozenset({' ', '5', '1', '9'}):36226
frozenset({'2', '0', '5', '8'}):34102
frozenset({'2', '0', '9', '8'}):34104
frozenset({'2', '3', '9', '6'}):35068
frozenset({'2', '3', '5', '6'}):34988
frozenset({' ', '0', '7', '6'}):34423
frozenset({' ', '0', '9', '6'}):34406
frozenset({'4', '5', '7', '9'}):35619
frozenset({' ', '2', '8', '6'}):36126
frozenset({' ', '2', '0', '7'}):34652
frozenset({' ', '3', '5', '8'}):36380
frozenset({' ', '2', '7', '6'}):36039
frozenset({'4', '5', '9', '8'}):35667
frozenset({'4', '1', '8', '6'}):35262
frozenset({'2', '3', '0', '5'}):33868
frozenset({'2', '0', '7', '9'}):34021
frozenset({'2', '5', '1', '6'}):35018
frozenset({'2', '4', '5', '1'}):35281
frozenset({'3', '1', '9', '6'}):34943
frozenset({' ', '4', '0', '1'}):34541
frozenset({'3', '1', '7', '6'}):35040
frozenset({' ', '2', '0', '1'}):34404
frozenset({'3', '4', '1', '7'}):35369
frozenset({' ', '2', '3', '4'}):36101
frozenset({' ', '0', '9', '8'}):34840
frozenset({'3', '1', '7', '8'}):35430
frozenset({' ', '0', '5', '8'}):34882
frozenset({' ', '0', '4', '7'}):34800
frozenset({'2', '0', '8', '6'}):33766
frozenset({'2', '3', '4', '9'}):35334
frozenset({'3', '4', '0', '8'}):34002
frozenset({' ', '9', '8', '6'}):36214
frozenset({'2', '4', '5', '7'}):35497
frozenset({' ', '0', '7', '9'}):34806
frozenset({'4', '5', '9', '6'}):35182
frozenset({' ', '3', '0', '5'}):34609
frozenset({' ', '2', '7', '8'}):36551
frozenset({'3', '4', '9', '6'}):35058
frozenset({' ', '2', '9', '8'}):36521
frozenset({'4', '5', '7', '6'}):35322
frozenset({'3', '0', '7', '8'}):34086
frozenset({'5', '7', '9', '6'}):35332
frozenset({' ', '2', '4', '8'}):36380
frozenset({'1', '0', '4', '9'}):33946
frozenset({'4', '1', '7', '8'}):35636
frozenset({'2', '1', '9', '8'}):35546
frozenset({'2', '1', '7', '8'}):35529
frozenset({'3', '4', '8', '6'}):35212
frozenset({'2', '5', '1', '9'}):35384
frozenset({'3', '5', '1', '6'}):34919
frozenset({'3', '1', '7', '9'}):35336
frozenset({' ', '0', '1', '7'}):34579
frozenset({'3', '0', '5', '6'}):33571
frozenset({'0', '7', '9', '6'}):33820
frozenset({' ', '3', '1', '6'}):35663
frozenset({'3', '5', '7', '8'}):35700
frozenset({' ', '3', '7', '9'}):36273
frozenset({' ', '3', '5', '9'}):36168
frozenset({'0', '5', '1', '7'}):33932
frozenset({'5', '1', '9', '8'}):35574
frozenset({' ', '0', '8', '6'}):34510
frozenset({'2', '0', '4', '7'}):33969
frozenset({'3', '0', '7', '6'}):33643
frozenset({'2', '3', '4', '6'}):35007
frozenset({'2', '3', '0', '8'}):33941
frozenset({' ', '0', '4', '6'}):34345
frozenset({'2', '7', '8', '6'}):35447
frozenset({' ', '4', '5', '9'}):36321
frozenset({'4', '1', '0', '6'}):33609
frozenset({'2', '0', '7', '3'}):33913
frozenset({' ', '2', '5', '1'}):36083
frozenset({' ', '2', '0', '8'}):34723
frozenset({'2', '1', '8', '6'}):35211
frozenset({' ', '4', '1', '6'}):35893
frozenset({'0', '5', '4', '6'}):33702
frozenset({' ', '4', '5', '1'}):36187
frozenset({'4', '5', '7', '8'}):35811
frozenset({' ', '2', '9', '6'}):36023
frozenset({'3', '4', '9', '8'}):35522
frozenset({'0', '1', '8', '6'}):33710
frozenset({'0', '5', '1', '8'}):33979
frozenset({'2', '3', '1', '7'}):35258
frozenset({'3', '5', '1', '9'}):35266
frozenset({'3', '0', '5', '9'}):33936
frozenset({' ', '3', '1', '9'}):36017
frozenset({'2', '0', '4', '6'}):33589
frozenset({' ', '3', '0', '8'}):34669
frozenset({' ', '0', '1', '8'}):34606
frozenset({'3', '0', '1', '7'}):33796
frozenset({' ', '3', '7', '6'}):35938
frozenset({' ', '5', '9', '6'}):35993
frozenset({'2', '4', '7', '8'}):35684
frozenset({'3', '0', '1', '9'}):33778
frozenset({' ', '3', '5', '6'}):35780
frozenset({' ', '3', '9', '6'}):35807
frozenset({'5', '7', '8', '6'}):35500
frozenset({' ', '2', '4', '9'}):36257
frozenset({'5', '1', '8', '6'}):35228
frozenset({'3', '0', '7', '9'}):34001
frozenset({'0', '7', '9', '8'}):34211
frozenset({'3', '0', '5', '8'}):34071
frozenset({'2', '3', '7', '9'}):35439
frozenset({' ', '7', '8', '6'}):36332
frozenset({'2', '4', '5', '9'}):35423
frozenset({' ', '4', '0', '9'}):34728
frozenset({'2', '5', '7', '8'}):35742
frozenset({' ', '4', '9', '6'}):36001
frozenset({' ', '4', '5', '6'}):35936
frozenset({'2', '7', '9', '8'}):35760
frozenset({' ', '2', '3', '5'}):36122
frozenset({'2', '0', '1', '7'}):33798
frozenset({'0', '5', '4', '7'}):34139
frozenset({' ', '3', '4', '1'}):36035
frozenset({' ', '4', '1', '9'}):36244
frozenset({'0', '3', '4', '7'}):34006
frozenset({'4', '5', '0', '9'}):34066
frozenset({'0', '4', '7', '1'}):33954
frozenset({'4', '1', '7', '6'}):35265
frozenset({'0', '1', '9', '8'}):34009
frozenset({' ', '3', '1', '8'}):36113
frozenset({' ', '1', '9', '8'}):36372
frozenset({'4', '2', '3', '1'}):35194
frozenset({'2', '3', '1', '6'}):34915
frozenset({'2', '3', '5', '1'}):35199
frozenset({' ', '3', '5', '1'}):36011
frozenset({'5', '1', '7', '8'}):35642
frozenset({'2', '4', '0', '9'}):33942
frozenset({'3', '0', '1', '6'}):33441
frozenset({'5', '7', '9', '8'}):35809
frozenset({' ', '2', '4', '6'}):35880
frozenset({' ', '1', '9', '6'}):35930
frozenset({'3', '5', '7', '9'}):35489
frozenset({'0', '7', '8', '6'}):33918
frozenset({'2', '7', '9', '6'}):35320
frozenset({' ', '4', '5', '8'}):36502
frozenset({' ', '3', '0', '6'}):34194
frozenset({'2', '4', '0', '8'}):34010
frozenset({'2', '5', '9', '6'}):35177
frozenset({' ', '4', '7', '8'}):36638
frozenset({'2', '3', '7', '6'}):35135
frozenset({' ', '7', '9', '8'}):36635
frozenset({'2', '4', '5', '6'}):35045
frozenset({' ', '5', '7', '8'}):36671
frozenset({'2', '4', '9', '6'}):35175
frozenset({'3', '4', '7', '8'}):35680
frozenset({' ', '2', '1', '6'}):35821
frozenset({'0', '4', '7', '6'}):33782
frozenset({'4', '8', '6', '3', '1'}):34400
frozenset({'2', ' ', '3', '1', '7'}):35258
frozenset({'4', '0', '8', ' ', '3'}):34002
frozenset({'2', '0', '4', '8', '7'}):33476
frozenset({'0', '9', '6', ' ', '5'}):33744
frozenset({'2', '4', '0', ' ', '3'}):33803
frozenset({'2', '9', '3', '5', '7'}):34737
frozenset({'4', '8', '6', ' ', '3'}):35212
frozenset({'2', '0', ' ', '5', '7'}):34004
frozenset({'4', '0', '9', '8', '6'}):33279
frozenset({'2', '4', '6', '5', '7'}):34496
frozenset({'4', '0', '8', '6', '3'}):33102
frozenset({'2', '0', '9', '6', ' '}):33709
frozenset({'4', '0', '8', '5', '7'}):33648
frozenset({'0', '6', ' ', '3', '5'}):33571
frozenset({'2', '8', '6', ' ', '7'}):35447
frozenset({'0', '6', '5', '1', '7'}):33072
frozenset({'2', '4', '0', '3', '5'}):33249
frozenset({'0', '9', '8', ' ', '5'}):34193
frozenset({'9', '8', '3', '1', '7'}):34744
frozenset({'2', '4', '0', '6', '7'}):33083
frozenset({'0', '9', '3', '5', '7'}):33414
frozenset({'2', '4', '8', '6', '1'}):34491
frozenset({'9', ' ', '5', '1', '7'}):35512
frozenset({'2', '4', '6', ' ', '7'}):35257
frozenset({'2', '4', '0', '1', '7'}):33227
frozenset({'2', '4', ' ', '5', '7'}):35497
frozenset({'9', '8', ' ', '5', '1'}):35574
frozenset({'2', '0', ' ', '5', '1'}):33776
frozenset({'2', '4', '6', '1', '7'}):34486
frozenset({'2', '6', '3', '1', '7'}):34349
frozenset({'0', '8', '6', '5', '1'}):33125
frozenset({'2', '0', '8', '1', '7'}):33312
frozenset({'4', '9', ' ', '5', '1'}):35442
frozenset({'2', '8', '6', '1', '7'}):34606
frozenset({'4', ' ', '3', '1', '7'}):35369
frozenset({'4', '0', '6', '3', '7'}):33071
frozenset({'2', '0', '9', '5', '7'}):33423
frozenset({'4', '0', '8', '6', ' '}):33843
frozenset({'2', '8', '3', '5', '7'}):34921
frozenset({'4', '9', '6', ' ', '3'}):35058
frozenset({'0', '4', '6', '1', '7'}):33103
frozenset({'4', '9', ' ', '3', '5'}):35385
frozenset({'4', '0', '6', '5', '1'}):33027
frozenset({'2', '8', '6', '3', '7'}):34613
frozenset({'2', '9', '8', '3', '5'}):34806
frozenset({'2', '9', '8', '6', '7'}):34786
frozenset({'4', '6', ' ', '3', '7'}):35211
frozenset({'4', '0', '9', '6', '1'}):33082
frozenset({'2', '9', '6', ' ', '3'}):35068
frozenset({'4', '8', '3', '5', '7'}):34978
frozenset({'4', '9', '8', '3', '1'}):34695
frozenset({'4', '8', '3', '5', '1'}):34706
frozenset({'4', '9', ' ', '1', '7'}):35537
frozenset({'2', '8', '6', '5', '1'}):34475
frozenset({'4', '0', '9', '3', '5'}):33331
frozenset({'0', '4', '9', '6', '7'}):33227
frozenset({'2', '0', '8', ' ', '5'}):34102
frozenset({'2', '8', ' ', '3', '7'}):35597
frozenset({'4', '9', '6', '3', '5'}):34345
