frozenset({'2'}):56181
frozenset({'4'}):56290
frozenset({'0'}):54303
frozenset({'9'}):56359
frozenset({'8'}):56539
frozenset({'6'}):55858
frozenset({' '}):57536
frozenset({'3'}):56069
frozenset({'5'}):56301
frozenset({'1'}):56058
frozenset({'7'}):56460
frozenset({'1', '6'}):54728
frozenset({' ', '7'}):56460
frozenset({'7', '3'}):55192
frozenset({'8', '3'}):55234
frozenset({'4', '8'}):55432
frozenset({'5', '2'}):55136
frozenset({' ', '2'}):56181
frozenset({'4', '6'}):54845
frozenset({'0', '9'}):53480
frozenset({'5', '3'}):55074
frozenset({'7', '9'}):55399
frozenset({'4', '5'}):55220
frozenset({'4', '3'}):55092
frozenset({' ', '8'}):56539
frozenset({'6', '2'}):54784
frozenset({'4', '2'}):55090
frozenset({'8', '6'}):55073
frozenset({'1', '3'}):54828
frozenset({' ', '5'}):56301
frozenset({'1', '9'}):55121
frozenset({' ', '3'}):56069
frozenset({'4', ' '}):56290
frozenset({'1', '2'}):54948
frozenset({'5', '8'}):55479
frozenset({'3', '2'}):54980
frozenset({'0', '5'}):53461
frozenset({'7', '6'}):55011
frozenset({' ', '1'}):56058
frozenset({'5', '7'}):55392
frozenset({' ', '9'}):56359
frozenset({'9', '3'}):55047
frozenset({'0', '7'}):53529
frozenset({'4', '0'}):53447
frozenset({'5', '9'}):55280
frozenset({'7', '8'}):55588
frozenset({'0', '8'}):53572
frozenset({'9', '8'}):55475
frozenset({'0', '2'}):53307
frozenset({'1', '7'}):55158
frozenset({'4', '1'}):55076
frozenset({'8', '2'}):55376
frozenset({'4', '9'}):55257
frozenset({'0', '6'}):53048
frozenset({'0', ' '}):54303
frozenset({'5', '1'}):55051
frozenset({'4', '7'}):55395
frozenset({'9', '2'}):55238
frozenset({'1', '8'}):55221
frozenset({'7', '2'}):55262
frozenset({' ', '6'}):55858
frozenset({'3', '6'}):54629
frozenset({'0', '1'}):53220
frozenset({'9', '6'}):54912
frozenset({'0', '3'}):53288
frozenset({'5', '6'}):54806
frozenset({' ', '8', '6'}):55073
frozenset({'3', '5', '2'}):54113
frozenset({'7', '9', '2'}):54391
frozenset({'4', '9', '6'}):53989
frozenset({'0', ' ', '3'}):53288
frozenset({'3', '1', '6'}):53648
frozenset({' ', '8', '2'}):55376
frozenset({'4', '7', '6'}):54141
frozenset({'4', '5', '3'}):54199
frozenset({'0', '8', '6'}):52481
frozenset({' ', '1', '8'}):55221
frozenset({'1', '2', '3'}):53925
frozenset({'5', '7', '6'}):54084
frozenset({'4', ' ', '0'}):53447
frozenset({'6', '9', '3'}):53792
frozenset({'5', '9', '3'}):54159
frozenset({' ', '7', '2'}):55262
frozenset({'0', '5', '2'}):52593
frozenset({' ', '1', '2'}):54948
frozenset({'0', '1', '6'}):52206
frozenset({' ', '5', '9'}):55280
frozenset({' ', '9', '3'}):55047
frozenset({'0', '1', '7'}):52556
frozenset({' ', '5', '7'}):55392
frozenset({'7', '9', '8'}):54631
frozenset({'5', '8', '3'}):54371
frozenset({'4', '7', '8'}):54632
frozenset({'5', '1', '8'}):54338
frozenset({'0', '5', '9'}):52726
frozenset({'0', '7', '3'}):52647
frozenset({' ', '1', '9'}):55121
frozenset({'6', '8', '2'}):54116
frozenset({'0', '9', '6'}):52377
frozenset({'7', '6', '3'}):53923
frozenset({'1', '9', '2'}):54171
frozenset({'0', '1', '8'}):52583
frozenset({'4', ' ', '8'}):55432
frozenset({'3', '6', '2'}):53756
frozenset({'0', '7', '8'}):52874
frozenset({'5', '1', '7'}):54274
frozenset({'1', '7', '9'}):54309
frozenset({'1', '7', '3'}):54075
frozenset({'0', ' ', '9'}):53480
frozenset({'5', '1', '9'}):54222
frozenset({'1', '9', '6'}):53920
frozenset({'5', '9', '2'}):54296
frozenset({'4', '2', '6'}):53868
frozenset({' ', '8', '3'}):55234
frozenset({'4', '5', '2'}):54168
frozenset({'4', '5', '1'}):54181
frozenset({'0', '9', '3'}):52555
frozenset({' ', '1', '7'}):55158
frozenset({'0', '5', '3'}):52581
frozenset({'4', '5', ' '}):55220
frozenset({'0', '7', '6'}):52394
frozenset({'4', '9', '8'}):54493
frozenset({'7', '8', '3'}):54443
frozenset({'5', '8', '6'}):54130
frozenset({'9', '8', '6'}):54204
frozenset({'4', '0', '3'}):52543
frozenset({'1', '8', '2'}):54253
frozenset({' ', '7', '6'}):55011
frozenset({'4', '0', '6'}):52314
frozenset({'3', '0', '2'}):52459
frozenset({'1', '8', '6'}):54026
frozenset({' ', '9', '2'}):55238
frozenset({'0', ' ', '8'}):53572
frozenset({'4', ' ', '7'}):55395
frozenset({'4', '1', '3'}):54024
frozenset({'0', '8', '2'}):52700
frozenset({' ', '5', '8'}):55479
frozenset({'4', '2', '3'}):54090
frozenset({'4', '1', '2'}):54062
frozenset({'4', '5', '6'}):53924
frozenset({'4', '3', '6'}):53801
frozenset({'4', '5', '7'}):54453
frozenset({'4', '7', '9'}):54456
frozenset({'0', '9', '8'}):52817
frozenset({'1', '7', '2'}):54150
frozenset({'4', '1', '9'}):54238
frozenset({'5', '7', '9'}):54451
frozenset({'8', '2', '3'}):54292
frozenset({'4', ' ', '6'}):54845
frozenset({'4', '1', '0'}):52516
frozenset({'4', '0', '2'}):52531
frozenset({'1', '7', '8'}):54414
frozenset({'0', '9', '2'}):52634
frozenset({'0', '5', '1'}):52497
frozenset({' ', '7', '3'}):55192
frozenset({'0', '1', '9'}):52564
frozenset({'4', ' ', '1'}):55076
frozenset({' ', '3', '4', '5'}):54199
frozenset({' ', '4', '7', '9'}):54456
frozenset({'2', '5', '8', '6'}):53263
frozenset({' ', '0', '5', '1'}):52497
frozenset({'4', '1', '7', '9'}):53531
frozenset({'4', '1', '0', '8'}):51947
frozenset({'2', '0', '1', '8'}):51843
frozenset({' ', '1', '8', '6'}):54026
frozenset({'2', '3', '1', '9'}):53227
frozenset({'4', '5', '1', '6'}):53079
frozenset({'1', '7', '9', '8'}):53642
frozenset({' ', '2', '4', '1'}):54062
frozenset({'3', '7', '8', '6'}):53328
frozenset({'5', '9', '8', '6'}):53366
frozenset({' ', '2', '4', '7'}):54324
frozenset({'7', '9', '8', '6'}):53534
frozenset({' ', '2', '4', '5'}):54168
frozenset({'3', '0', '5', '7'}):52007
frozenset({'3', '5', '7', '6'}):53152
frozenset({' ', '3', '4', '0'}):52543
frozenset({'2', '4', '7', '9'}):53541
frozenset({' ', '5', '8', '6'}):54130
frozenset({'2', '3', '4', '5'}):53301
frozenset({'2', '5', '7', '9'}):53552
frozenset({' ', '4', '8', '6'}):54152
frozenset({' ', '3', '0', '9'}):52555
frozenset({' ', '0', '5', '7'}):52784
frozenset({' ', '3', '0', '7'}):52647
frozenset({'0', '5', '9', '8'}):52170
frozenset({'4', '0', '9', '8'}):52124
frozenset({' ', '2', '3', '9'}):54131
frozenset({'2', '0', '9', '6'}):51680
frozenset({'3', '4', '1', '8'}):53364
frozenset({' ', '2', '1', '9'}):54171
frozenset({'0', '4', '7', '9'}):52091
frozenset({' ', '4', '0', '8'}):52806
frozenset({'2', '3', '0', '6'}):51483
frozenset({' ', '2', '3', '1'}):53925
frozenset({'2', '0', '1', '9'}):51836
frozenset({'2', '3', '7', '8'}):53588
frozenset({'2', '5', '9', '8'}):53680
frozenset({' ', '4', '7', '6'}):54141
frozenset({' ', '0', '1', '9'}):52564
frozenset({'3', '4', '5', '1'}):53280
frozenset({'2', '1', '9', '6'}):53136
frozenset({'5', '1', '7', '6'}):53193
frozenset({'0', '1', '7', '8'}):51982
frozenset({' ', '3', '0', '1'}):52330
frozenset({'4', '1', '9', '6'}):53145
frozenset({'4', '5', '1', '9'}):53436
frozenset({'0', '5', '7', '6'}):51743
frozenset({'3', '0', '9', '6'}):51557
frozenset({'1', '7', '8', '6'}):53367
frozenset({'3', '7', '9', '8'}):53592
frozenset({'2', '4', '8', '6'}):53265
frozenset({' ', '5', '7', '9'}):54451
frozenset({' ', '5', '9', '8'}):54541
frozenset({'2', '4', '7', '6'}):53245
frozenset({' ', '3', '7', '8'}):54443
frozenset({' ', '4', '9', '8'}):54493
frozenset({'2', '5', '7', '6'}):53200
frozenset({'3', '4', '5', '7'}):53540
frozenset({'3', '4', '7', '9'}):53495
frozenset({'3', '4', '5', '9'}):53374
frozenset({'0', '5', '8', '6'}):51827
frozenset({' ', '2', '3', '0'}):52459
frozenset({'4', '0', '8', '6'}):51812
frozenset({'2', '0', '7', '8'}):52082
frozenset({' ', '3', '4', '7'}):54332
frozenset({'4', '5', '1', '0'}):51878
frozenset({' ', '2', '3', '6'}):53756
frozenset({'2', '0', '5', '7'}):51981
frozenset({'2', '3', '0', '9'}):51841
frozenset({'2', '0', '5', '1'}):51753
frozenset({'2', '0', '1', '6'}):51496
frozenset({' ', '0', '1', '6'}):52206
frozenset({'1', '7', '9', '6'}):53252
frozenset({'5', '1', '7', '9'}):53508
frozenset({'3', '5', '1', '7'}):53344
frozenset({' ', '5', '1', '8'}):54338
frozenset({'2', '4', '1', '8'}):53428
frozenset({'0', '5', '7', '9'}):52105
frozenset({'2', '4', '9', '8'}):53611
frozenset({' ', '5', '7', '6'}):54084
frozenset({'4', '0', '8', '7'}):52199
frozenset({' ', '2', '0', '6'}):52236
frozenset({'3', '0', '9', '8'}):51959
frozenset({'0', '5', '7', '8'}):52241
frozenset({' ', '2', '3', '8'}):54292
frozenset({'3', '4', '7', '6'}):53194
frozenset({' ', '2', '5', '8'}):54460
frozenset({'4', '7', '9', '6'}):53355
frozenset({'3', '4', '5', '6'}):53018
frozenset({'2', '3', '5', '7'}):53448
frozenset({' ', '3', '8', '6'}):53957
frozenset({' ', '0', '5', '4'}):52713
frozenset({'3', '5', '9', '6'}):53013
frozenset({'2', '3', '5', '8'}):53520
frozenset({'2', '0', '5', '6'}):51590
frozenset({'2', '3', '1', '8'}):53314
frozenset({' ', '2', '3', '7'}):54212
frozenset({'4', '7', '8', '6'}):53521
frozenset({' ', '2', '5', '9'}):54296
frozenset({'4', '3', '0', '1'}):51706
frozenset({'3', '4', '1', '6'}):52943
frozenset({'2', '4', '1', '7'}):53378
frozenset({'2', '1', '7', '6'}):53146
frozenset({' ', '1', '7', '6'}):53993
frozenset({' ', '5', '1', '7'}):54274
frozenset({' ', '3', '5', '7'}):54322
frozenset({'0', '5', '1', '9'}):51902
frozenset({'3', '0', '5', '1'}):51715
frozenset({'1', '9', '8', '6'}):53286
frozenset({'2', '3', '4', '0'}):51773
frozenset({'0', '5', '9', '6'}):51715
frozenset({' ', '2', '0', '5'}):52593
frozenset({' ', '2', '0', '9'}):52634
frozenset({'3', '0', '8', '6'}):51656
frozenset({' ', '2', '0', '4'}):52531
frozenset({' ', '0', '5', '6'}):52317
frozenset({' ', '3', '4', '8'}):54354
frozenset({'0', '9', '8', '6'}):51859
frozenset({' ', '3', '9', '8'}):54293
frozenset({'2', '3', '8', '6'}):53172
frozenset({'2', '0', '5', '9'}):51976
frozenset({'2', '5', '1', '8'}):53472
frozenset({'3', '0', '4', '6'}):51517
frozenset({'0', '4', '9', '6'}):51704
frozenset({'4', '5', '1', '8'}):53528
frozenset({'3', '4', '5', '8'}):53564
frozenset({' ', '2', '5', '6'}):53848
frozenset({'4', '7', '9', '8'}):53781
frozenset({'2', '9', '8', '6'}):53405
frozenset({' ', '4', '5', '7'}):54453
frozenset({' ', '3', '4', '9'}):54178
frozenset({' ', '2', '1', '8'}):54253
frozenset({'3', '4', '1', '9'}):53283
frozenset({'2', '4', '1', '6'}):53038
frozenset({' ', '4', '1', '8'}):54325
frozenset({'2', '1', '7', '9'}):53435
frozenset({' ', '1', '7', '9'}):54309
frozenset({' ', '0', '7', '8'}):52874
frozenset({'3', '1', '9', '8'}):53349
frozenset({'2', '3', '4', '8'}):53469
frozenset({'0', '5', '1', '6'}):51554
frozenset({'0', '1', '7', '9'}):51957
frozenset({' ', '7', '9', '6'}):54151
frozenset({'2', '4', '5', '8'}):53558
frozenset({'3', '5', '8', '6'}):53175
frozenset({'4', '2', '0', '1'}):51736
frozenset({'3', '9', '8', '6'}):53180
frozenset({' ', '5', '1', '6'}):53833
frozenset({' ', '3', '1', '7'}):54075
frozenset({'3', '7', '9', '6'}):53155
frozenset({'2', '3', '5', '9'}):53343
frozenset({' ', '0', '5', '9'}):52726
frozenset({'4', '5', '0', '8'}):52169
frozenset({'2', '4', '7', '3'}):53434
frozenset({'2', '3', '9', '8'}):53509
frozenset({' ', '2', '5', '7'}):54340
frozenset({'2', '3', '0', '1'}):51634
frozenset({'4', '5', '8', '6'}):53318
frozenset({'4', '9', '8', '6'}):53368
frozenset({' ', '2', '7', '9'}):54391
frozenset({'3', '4', '5', '0'}):51920
frozenset({' ', '4', '1', '7'}):54300
frozenset({'3', '4', '0', '9'}):51877
frozenset({'4', '1', '9', '8'}):53564
frozenset({'2', '0', '7', '6'}):51644
frozenset({' ', '2', '1', '7'}):54150
frozenset({' ', '3', '4', '6'}):53801
frozenset({'4', '5', '1', '7'}):53506
frozenset({' ', '1', '7', '8'}):54414
frozenset({'2', '4', '1', '9'}):53364
frozenset({'5', '1', '9', '6'}):53121
frozenset({'3', '0', '1', '8'}):51755
frozenset({'2', '5', '1', '7'}):53376
frozenset({'3', '5', '1', '8'}):53376
frozenset({'2', '4', '5', '0'}):51901
frozenset({'3', '1', '8', '6'}):53035
frozenset({'0', '1', '9', '6'}):51626
frozenset({'0', '1', '7', '6'}):51628
frozenset({'3', '5', '9', '8'}):53515
frozenset({' ', '5', '1', '9'}):54222
frozenset({'2', '0', '5', '8'}):52079
frozenset({'2', '0', '9', '8'}):52081
frozenset({'2', '3', '9', '6'}):53053
frozenset({'2', '3', '5', '6'}):52973
frozenset({' ', '0', '7', '6'}):52394
frozenset({' ', '0', '9', '6'}):52377
frozenset({'4', '5', '7', '9'}):53613
frozenset({' ', '2', '8', '6'}):54116
frozenset({' ', '2', '0', '7'}):52629
frozenset({' ', '3', '5', '8'}):54371
frozenset({' ', '2', '7', '6'}):54029
frozenset({'4', '5', '9', '8'}):53661
frozenset({'4', '1', '8', '6'}):53250
frozenset({'2', '3', '0', '5'}):51840
frozenset({'2', '0', '7', '9'}):51998
frozenset({'2', '5', '1', '6'}):53008
frozenset({'2', '4', '5', '1'}):53275
frozenset({'3', '1', '9', '6'}):52928
frozenset({' ', '4', '0', '1'}):52516
frozenset({'3', '1', '7', '6'}):53025
frozenset({' ', '2', '0', '1'}):52381
frozenset({'3', '4', '1', '7'}):53358
frozenset({' ', '2', '3', '4'}):54090
frozenset({' ', '0', '9', '8'}):52817
frozenset({'3', '1', '7', '8'}):53421
frozenset({' ', '0', '5', '8'}):52859
frozenset({' ', '0', '4', '7'}):52775
frozenset({'2', '0', '8', '6'}):51737
frozenset({'2', '3', '4', '9'}):53323
frozenset({'3', '4', '0', '8'}):51972
frozenset({' ', '9', '8', '6'}):54204
frozenset({'2', '4', '5', '7'}):53491
frozenset({' ', '0', '7', '9'}):52783
frozenset({'4', '5', '9', '6'}):53170
frozenset({' ', '3', '0', '5'}):52581
frozenset({' ', '2', '7', '8'}):54547
frozenset({'3', '4', '9', '6'}):53041
frozenset({' ', '2', '9', '8'}):54517
frozenset({'4', '5', '7', '6'}):53310
frozenset({'3', '0', '7', '8'}):52058
frozenset({'5', '7', '9', '6'}):53322
frozenset({' ', '2', '4', '8'}):54374
frozenset({'1', '0', '4', '9'}):51921
frozenset({'4', '1', '7', '8'}):53630
frozenset({'2', '1', '9', '8'}):53542
frozenset({'2', '1', '7', '8'}):53525
frozenset({'3', '4', '8', '6'}):53195
frozenset({'2', '5', '1', '9'}):53380
frozenset({'3', '5', '1', '6'}):52904
frozenset({'3', '1', '7', '9'}):53327
frozenset({' ', '0', '1', '7'}):52556
frozenset({'3', '0', '5', '6'}):51537
frozenset({'0', '7', '9', '6'}):51791
frozenset({' ', '3', '1', '6'}):53648
frozenset({'3', '5', '7', '8'}):53691
frozenset({' ', '3', '7', '9'}):54264
frozenset({' ', '3', '5', '9'}):54159
frozenset({'0', '5', '1', '7'}):51909
frozenset({'5', '1', '9', '8'}):53570
frozenset({' ', '0', '8', '6'}):52481
frozenset({'2', '0', '4', '7'}):51944
frozenset({'3', '0', '7', '6'}):51609
frozenset({'2', '3', '4', '6'}):52990
frozenset({'2', '3', '0', '8'}):51913
frozenset({' ', '0', '4', '6'}):52314
frozenset({'2', '7', '8', '6'}):53437
frozenset({' ', '4', '5', '9'}):54315
frozenset({'4', '1', '0', '6'}):51578
frozenset({'2', '0', '7', '3'}):51885
frozenset({' ', '2', '5', '1'}):54079
frozenset({' ', '2', '0', '8'}):52700
frozenset({'2', '1', '8', '6'}):53201
frozenset({' ', '4', '1', '6'}):53881
frozenset({'0', '5', '4', '6'}):51671
frozenset({' ', '4', '5', '1'}):54181
frozenset({'4', '5', '7', '8'}):53805
frozenset({' ', '2', '9', '6'}):54013
frozenset({'3', '4', '9', '8'}):53511
frozenset({'0', '1', '8', '6'}):51681
frozenset({'0', '5', '1', '8'}):51956
frozenset({'2', '3', '1', '7'}):53249
frozenset({'3', '5', '1', '9'}):53257
frozenset({'3', '0', '5', '9'}):51908
frozenset({' ', '3', '1', '9'}):54008
frozenset({'2', '0', '4', '6'}):51558
frozenset({' ', '3', '0', '8'}):52641
frozenset({' ', '0', '1', '8'}):52583
frozenset({'3', '0', '1', '7'}):51768
frozenset({' ', '3', '7', '6'}):53923
frozenset({' ', '5', '9', '6'}):53983
frozenset({'2', '4', '7', '8'}):53678
frozenset({'3', '0', '1', '9'}):51750
frozenset({' ', '3', '5', '6'}):53765
frozenset({' ', '3', '9', '6'}):53792
frozenset({'5', '7', '8', '6'}):53490
frozenset({' ', '2', '4', '9'}):54251
frozenset({'5', '1', '8', '6'}):53218
frozenset({'3', '0', '7', '9'}):51973
frozenset({'0', '7', '9', '8'}):52188
frozenset({'3', '0', '5', '8'}):52043
frozenset({'2', '3', '7', '9'}):53430
frozenset({' ', '7', '8', '6'}):54322
frozenset({'2', '4', '5', '9'}):53417
frozenset({' ', '4', '0', '9'}):52703
frozenset({'2', '5', '7', '8'}):53738
frozenset({' ', '4', '9', '6'}):53989
frozenset({' ', '4', '5', '6'}):53924
frozenset({'2', '7', '9', '8'}):53756
frozenset({' ', '2', '3', '5'}):54113
frozenset({'2', '0', '1', '7'}):51775
frozenset({'0', '5', '4', '7'}):52114
frozenset({' ', '3', '4', '1'}):54024
frozenset({' ', '4', '1', '9'}):54238
frozenset({'0', '3', '4', '7'}):51976
frozenset({'4', '5', '0', '9'}):52041
frozenset({'0', '4', '7', '1'}):51929
frozenset({'4', '1', '7', '6'}):53253
frozenset({'0', '1', '9', '8'}):51986
frozenset({' ', '3', '1', '8'}):54104
frozenset({' ', '1', '9', '8'}):54368
frozenset({'4', '2', '3', '1'}):53183
frozenset({'2', '3', '1', '6'}):52900
frozenset({'2', '3', '5', '1'}):53190
frozenset({' ', '3', '5', '1'}):54002
frozenset({'5', '1', '7', '8'}):53638
frozenset({'2', '4', '0', '9'}):51917
frozenset({'3', '0', '1', '6'}):51407
frozenset({'5', '7', '9', '8'}):53805
frozenset({' ', '2', '4', '6'}):53868
frozenset({' ', '1', '9', '6'}):53920
frozenset({'3', '5', '7', '9'}):53480
frozenset({'0', '7', '8', '6'}):51889
frozenset({'2', '7', '9', '6'}):53310
frozenset({' ', '4', '5', '8'}):54496
frozenset({' ', '3', '0', '6'}):52160
frozenset({'2', '4', '0', '8'}):51985
frozenset({'2', '5', '9', '6'}):53167
frozenset({' ', '4', '7', '8'}):54632
frozenset({'2', '3', '7', '6'}):53120
frozenset({' ', '7', '9', '8'}):54631
frozenset({'2', '4', '5', '6'}):53033
frozenset({' ', '5', '7', '8'}):54667
frozenset({'2', '4', '9', '6'}):53163
frozenset({'3', '4', '7', '8'}):53669
frozenset({' ', '2', '1', '6'}):53811
frozenset({'0', '4', '7', '6'}):51751
frozenset({'4', '8', '6', '3', '1'}):52383
frozenset({'2', ' ', '3', '1', '7'}):53249
frozenset({'4', '0', '8', ' ', '3'}):51972
frozenset({'2', '0', '4', '8', '7'}):51451
frozenset({'0', '9', '6', ' ', '5'}):51715
frozenset({'2', '4', '0', ' ', '3'}):51773
frozenset({'2', '9', '3', '5', '7'}):52728
frozenset({'4', '8', '6', ' ', '3'}):53195
frozenset({'2', '0', ' ', '5', '7'}):51981
frozenset({'4', '0', '9', '8', '6'}):51248
frozenset({'2', '4', '6', '5', '7'}):52484
frozenset({'4', '0', '8', '6', '3'}):51066
frozenset({'2', '0', '9', '6', ' '}):51680
frozenset({'4', '0', '8', '5', '7'}):51623
frozenset({'0', '6', ' ', '3', '5'}):51537
frozenset({'2', '8', '6', ' ', '7'}):53437
frozenset({'0', '6', '5', '1', '7'}):51043
frozenset({'2', '4', '0', '3', '5'}):51219
frozenset({'0', '9', '8', ' ', '5'}):52170
frozenset({'9', '8', '3', '1', '7'}):52735
frozenset({'2', '4', '0', '6', '7'}):51052
frozenset({'0', '9', '3', '5', '7'}):51386
frozenset({'2', '4', '8', '6', '1'}):52479
frozenset({'9', ' ', '5', '1', '7'}):53508
frozenset({'2', '4', '6', ' ', '7'}):53245
frozenset({'2', '4', '0', '1', '7'}):51202
frozenset({'2', '4', ' ', '5', '7'}):53491
frozenset({'9', '8', ' ', '5', '1'}):53570
frozenset({'2', '0', ' ', '5', '1'}):51753
frozenset({'2', '4', '6', '1', '7'}):52474
frozenset({'2', '6', '3', '1', '7'}):52334
frozenset({'0', '8', '6', '5', '1'}):51096
frozenset({'2', '0', '8', '1', '7'}):51289
frozenset({'4', '9', ' ', '5', '1'}):53436
frozenset({'2', '8', '6', '1', '7'}):52596
frozenset({'4', ' ', '3', '1', '7'}):53358
frozenset({'4', '0', '6', '3', '7'}):51035
frozenset({'2', '0', '9', '5', '7'}):51400
frozenset({'4', '0', '8', '6', ' '}):51812
frozenset({'2', '8', '3', '5', '7'}):52912
frozenset({'4', '9', '6', ' ', '3'}):53041
frozenset({'0', '4', '6', '1', '7'}):51072
frozenset({'4', '9', ' ', '3', '5'}):53374
frozenset({'4', '0', '6', '5', '1'}):50996
frozenset({'2', '8', '6', '3', '7'}):52598
frozenset({'2', '9', '8', '3', '5'}):52797
frozenset({'2', '9', '8', '6', '7'}):52776
frozenset({'4', '6', ' ', '3', '7'}):53194
frozenset({'4', '0', '9', '6', '1'}):51051
frozenset({'2', '9', '6', ' ', '3'}):53053
frozenset({'4', '8', '3', '5', '7'}):52967
frozenset({'4', '9', '8', '3', '1'}):52684
frozenset({'4', '8', '3', '5', '1'}):52695
frozenset({'4', '9', ' ', '1', '7'}):53531
frozenset({'2', '8', '6', '5', '1'}):52465
frozenset({'4', '0', '9', '3', '5'}):51301
frozenset({'0', '4', '9', '6', '7'}):51196
frozenset({'2', '0', '8', ' ', '5'}):52079
frozenset({'2', '8', ' ', '3', '7'}):53588
frozenset({'4', '9', '6', '3', '5'}):52328
