frozenset({'2'}):46182
frozenset({'4'}):46293
frozenset({'0'}):44316
frozenset({'9'}):46360
frozenset({'8'}):46540
frozenset({'6'}):45861
frozenset({' '}):47537
frozenset({'3'}):46072
frozenset({'5'}):46302
frozenset({'1'}):46059
frozenset({'7'}):46461
frozenset({'1', '6'}):44731
frozenset({' ', '7'}):46461
frozenset({'7', '3'}):45195
frozenset({'8', '3'}):45237
frozenset({'4', '8'}):45435
frozenset({'5', '2'}):45137
frozenset({' ', '2'}):46182
frozenset({'4', '6'}):44850
frozenset({'0', '9'}):43493
frozenset({'5', '3'}):45077
frozenset({'7', '9'}):45400
frozenset({'4', '5'}):45223
frozenset({'4', '3'}):45097
frozenset({' ', '8'}):46540
frozenset({'6', '2'}):44787
frozenset({'4', '2'}):45093
frozenset({'8', '6'}):45076
frozenset({'1', '3'}):44831
frozenset({' ', '5'}):46302
frozenset({'1', '9'}):45122
frozenset({' ', '3'}):46072
frozenset({'4', ' '}):46293
frozenset({'1', '2'}):44949
frozenset({'5', '8'}):45480
frozenset({'3', '2'}):44983
frozenset({'0', '5'}):43474
frozenset({'7', '6'}):45014
frozenset({' ', '1'}):46059
frozenset({'5', '7'}):45393
frozenset({' ', '9'}):46360
frozenset({'9', '3'}):45050
frozenset({'0', '7'}):43542
frozenset({'4', '0'}):43462
frozenset({'5', '9'}):45281
frozenset({'7', '8'}):45589
frozenset({'0', '8'}):43585
frozenset({'9', '8'}):45476
frozenset({'0', '2'}):43320
frozenset({'1', '7'}):45159
frozenset({'4', '1'}):45079
frozenset({'8', '2'}):45377
frozenset({'4', '9'}):45260
frozenset({'0', '6'}):43063
frozenset({'0', ' '}):44316
frozenset({'5', '1'}):45052
frozenset({'4', '7'}):45398
frozenset({'9', '2'}):45239
frozenset({'1', '8'}):45222
frozenset({'7', '2'}):45263
frozenset({' ', '6'}):45861
frozenset({'3', '6'}):44634
frozenset({'0', '1'}):43233
frozenset({'9', '6'}):44915
frozenset({'0', '3'}):43303
frozenset({'5', '6'}):44809
frozenset({'1', '7', '9'}):44310
frozenset({'1', '7', '3'}):44078
frozenset({'0', ' ', '9'}):43493
frozenset({'5', '1', '9'}):44223
frozenset({'1', '9', '6'}):43923
frozenset({'5', '9', '2'}):44297
frozenset({'4', '2', '6'}):43873
frozenset({' ', '8', '3'}):45237
frozenset({'4', '5', '2'}):44171
frozenset({'4', '5', '1'}):44184
frozenset({'0', '9', '3'}):42570
frozenset({' ', '1', '7'}):45159
frozenset({'0', '5', '3'}):42596
frozenset({'4', '5', ' '}):45223
frozenset({'0', '7', '6'}):42409
frozenset({'4', '9', '8'}):44496
frozenset({'7', '8', '3'}):44446
frozenset({'5', '8', '6'}):44133
frozenset({'9', '8', '6'}):44207
frozenset({'4', '0', '3'}):42560
frozenset({'1', '8', '2'}):44254
frozenset({' ', '7', '6'}):45014
frozenset({'4', '0', '6'}):42331
frozenset({'3', '0', '2'}):42474
frozenset({'1', '8', '6'}):44029
frozenset({' ', '9', '2'}):45239
frozenset({'0', ' ', '8'}):43585
frozenset({'4', ' ', '7'}):45398
frozenset({'4', '1', '3'}):44029
frozenset({'0', '8', '2'}):42713
frozenset({' ', '5', '8'}):45480
frozenset({'4', '2', '3'}):44095
frozenset({'4', '1', '2'}):44065
frozenset({'4', '5', '6'}):43929
frozenset({'4', '3', '6'}):43808
frozenset({'4', '5', '7'}):44456
frozenset({'4', '7', '9'}):44459
frozenset({'0', '9', '8'}):42830
frozenset({'1', '7', '2'}):44151
frozenset({'4', '1', '9'}):44241
frozenset({'5', '7', '9'}):44452
frozenset({'8', '2', '3'}):44295
frozenset({'4', ' ', '6'}):44850
frozenset({'4', '1', '0'}):42531
frozenset({'4', '0', '2'}):42546
frozenset({'1', '7', '8'}):44415
frozenset({'0', '9', '2'}):42647
frozenset({'0', '5', '1'}):42510
frozenset({' ', '7', '3'}):45195
frozenset({'0', '1', '9'}):42577
frozenset({'4', ' ', '1'}):45079
frozenset({' ', '3', '4', '5'}):44204
frozenset({' ', '4', '7', '9'}):44459
frozenset({'2', '5', '8', '6'}):43266
frozenset({' ', '0', '5', '1'}):42510
frozenset({'4', '1', '7', '9'}):43534
frozenset({'4', '1', '0', '8'}):41962
frozenset({'2', '0', '1', '8'}):41856
frozenset({' ', '1', '8', '6'}):44029
frozenset({'2', '3', '1', '9'}):43230
frozenset({'4', '5', '1', '6'}):43084
frozenset({'1', '7', '9', '8'}):43643
frozenset({' ', '2', '4', '1'}):44065
frozenset({'3', '7', '8', '6'}):43333
frozenset({'5', '9', '8', '6'}):43369
frozenset({' ', '2', '4', '7'}):44327
frozenset({'7', '9', '8', '6'}):43537
frozenset({' ', '2', '4', '5'}):44171
frozenset({'3', '0', '5', '7'}):42022
frozenset({'3', '5', '7', '6'}):43157
frozenset({' ', '3', '4', '0'}):42560
frozenset({'2', '4', '7', '9'}):43544
frozenset({' ', '5', '8', '6'}):44133
frozenset({'2', '3', '4', '5'}):43306
frozenset({'2', '5', '7', '9'}):43553
frozenset({' ', '4', '8', '6'}):44157
frozenset({' ', '3', '0', '9'}):42570
frozenset({' ', '0', '5', '7'}):42797
frozenset({' ', '3', '0', '7'}):42662
frozenset({'0', '5', '9', '8'}):42183
frozenset({'4', '0', '9', '8'}):42139
frozenset({' ', '2', '3', '9'}):44134
frozenset({'2', '0', '9', '6'}):41695
frozenset({'3', '4', '1', '8'}):43369
frozenset({' ', '2', '1', '9'}):44172
frozenset({'0', '4', '7', '9'}):42106
frozenset({' ', '4', '0', '8'}):42821
frozenset({'2', '3', '0', '6'}):41500
frozenset({' ', '2', '3', '1'}):43928
frozenset({'2', '0', '1', '9'}):41849
frozenset({'2', '3', '7', '8'}):43591
frozenset({'2', '5', '9', '8'}):43681
frozenset({' ', '4', '7', '6'}):44146
frozenset({' ', '0', '1', '9'}):42577
frozenset({'3', '4', '5', '1'}):43285
frozenset({'2', '1', '9', '6'}):43139
frozenset({'5', '1', '7', '6'}):43196
frozenset({'0', '1', '7', '8'}):41995
frozenset({' ', '3', '0', '1'}):42345
frozenset({'4', '1', '9', '6'}):43150
frozenset({'4', '5', '1', '9'}):43439
frozenset({'0', '5', '7', '6'}):41758
frozenset({'3', '0', '9', '6'}):41574
frozenset({'1', '7', '8', '6'}):43370
frozenset({'3', '7', '9', '8'}):43595
frozenset({'2', '4', '8', '6'}):43270
frozenset({' ', '5', '7', '9'}):44452
frozenset({' ', '5', '9', '8'}):44542
frozenset({'2', '4', '7', '6'}):43250
frozenset({' ', '3', '7', '8'}):44446
frozenset({' ', '4', '9', '8'}):44496
frozenset({'2', '5', '7', '6'}):43203
frozenset({'3', '4', '5', '7'}):43545
frozenset({'3', '4', '7', '9'}):43500
frozenset({'3', '4', '5', '9'}):43379
frozenset({'0', '5', '8', '6'}):41842
frozenset({' ', '2', '3', '0'}):42474
frozenset({'4', '0', '8', '6'}):41829
frozenset({'2', '0', '7', '8'}):42095
frozenset({' ', '3', '4', '7'}):44337
frozenset({'4', '5', '1', '0'}):41893
frozenset({' ', '2', '3', '6'}):43761
frozenset({'2', '0', '5', '7'}):41994
frozenset({'2', '3', '0', '9'}):41856
frozenset({'2', '0', '5', '1'}):41766
frozenset({'2', '0', '1', '6'}):41511
frozenset({' ', '0', '1', '6'}):42221
frozenset({'1', '7', '9', '6'}):43255
frozenset({'5', '1', '7', '9'}):43509
frozenset({'3', '5', '1', '7'}):43347
frozenset({' ', '5', '1', '8'}):44339
frozenset({'2', '4', '1', '8'}):43431
frozenset({'0', '5', '7', '9'}):42118
frozenset({'2', '4', '9', '8'}):43614
frozenset({' ', '5', '7', '6'}):44087
frozenset({'4', '0', '8', '7'}):42214
frozenset({' ', '2', '0', '6'}):42251
frozenset({'3', '0', '9', '8'}):41974
frozenset({'0', '5', '7', '8'}):42254
frozenset({' ', '2', '3', '8'}):44295
frozenset({'3', '4', '7', '6'}):43201
frozenset({' ', '2', '5', '8'}):44461
frozenset({'4', '7', '9', '6'}):43360
frozenset({'3', '4', '5', '6'}):43025
frozenset({'2', '3', '5', '7'}):43451
frozenset({' ', '3', '8', '6'}):43962
frozenset({' ', '0', '5', '4'}):42728
frozenset({'3', '5', '9', '6'}):43018
frozenset({'2', '3', '5', '8'}):43523
frozenset({'2', '0', '5', '6'}):41605
frozenset({'2', '3', '1', '8'}):43317
frozenset({' ', '2', '3', '7'}):44215
frozenset({'4', '7', '8', '6'}):43526
frozenset({' ', '2', '5', '9'}):44297
frozenset({'4', '3', '0', '1'}):41723
frozenset({'3', '4', '1', '6'}):42950
frozenset({'2', '4', '1', '7'}):43381
frozenset({'2', '1', '7', '6'}):43149
frozenset({' ', '1', '7', '6'}):43996
frozenset({' ', '5', '1', '7'}):44275
frozenset({' ', '3', '5', '7'}):44325
frozenset({'0', '5', '1', '9'}):41915
frozenset({'3', '0', '5', '1'}):41730
frozenset({'1', '9', '8', '6'}):43289
frozenset({'2', '3', '4', '0'}):41790
frozenset({'0', '5', '9', '6'}):41730
frozenset({' ', '2', '0', '5'}):42606
frozenset({' ', '2', '0', '9'}):42647
frozenset({'3', '0', '8', '6'}):41673
frozenset({' ', '2', '0', '4'}):42546
frozenset({' ', '0', '5', '6'}):42332
frozenset({' ', '3', '4', '8'}):44359
frozenset({'0', '9', '8', '6'}):41874
frozenset({' ', '3', '9', '8'}):44296
frozenset({'2', '3', '8', '6'}):43177
frozenset({'2', '0', '5', '9'}):41989
frozenset({'2', '5', '1', '8'}):43473
frozenset({'3', '0', '4', '6'}):41536
frozenset({'0', '4', '9', '6'}):41721
frozenset({'4', '5', '1', '8'}):43531
frozenset({'3', '4', '5', '8'}):43569
frozenset({' ', '2', '5', '6'}):43851
frozenset({'4', '7', '9', '8'}):43784
frozenset({'2', '9', '8', '6'}):43408
frozenset({' ', '4', '5', '7'}):44456
frozenset({' ', '3', '4', '9'}):44183
frozenset({' ', '2', '1', '8'}):44254
frozenset({'3', '4', '1', '9'}):43288
frozenset({'2', '4', '1', '6'}):43043
frozenset({' ', '4', '1', '8'}):44328
frozenset({'2', '1', '7', '9'}):43436
frozenset({' ', '1', '7', '9'}):44310
frozenset({' ', '0', '7', '8'}):42887
frozenset({'3', '1', '9', '8'}):43352
frozenset({'2', '3', '4', '8'}):43474
frozenset({'0', '5', '1', '6'}):41569
frozenset({'0', '1', '7', '9'}):41970
frozenset({' ', '7', '9', '6'}):44154
frozenset({'2', '4', '5', '8'}):43561
frozenset({'3', '5', '8', '6'}):43180
frozenset({'4', '2', '0', '1'}):41751
frozenset({'3', '9', '8', '6'}):43185
frozenset({' ', '5', '1', '6'}):43836
frozenset({' ', '3', '1', '7'}):44078
frozenset({'3', '7', '9', '6'}):43160
frozenset({'2', '3', '5', '9'}):43346
frozenset({' ', '0', '5', '9'}):42739
frozenset({'4', '5', '0', '8'}):42184
frozenset({'2', '4', '7', '3'}):43439
frozenset({'2', '3', '9', '8'}):43512
frozenset({' ', '2', '5', '7'}):44341
frozenset({'2', '3', '0', '1'}):41649
frozenset({'4', '5', '8', '6'}):43323
frozenset({'4', '9', '8', '6'}):43373
frozenset({' ', '2', '7', '9'}):44392
frozenset({'3', '4', '5', '0'}):41937
frozenset({' ', '4', '1', '7'}):44303
frozenset({'3', '4', '0', '9'}):41894
frozenset({'4', '1', '9', '8'}):43567
frozenset({'2', '0', '7', '6'}):41659
frozenset({' ', '2', '1', '7'}):44151
frozenset({' ', '3', '4', '6'}):43808
frozenset({'4', '5', '1', '7'}):43509
frozenset({' ', '1', '7', '8'}):44415
frozenset({'2', '4', '1', '9'}):43367
frozenset({'5', '1', '9', '6'}):43124
frozenset({'3', '0', '1', '8'}):41770
frozenset({'2', '5', '1', '7'}):43377
frozenset({'3', '5', '1', '8'}):43379
frozenset({'2', '4', '5', '0'}):41916
frozenset({'3', '1', '8', '6'}):43040
frozenset({'0', '1', '9', '6'}):41641
frozenset({'0', '1', '7', '6'}):41643
frozenset({'3', '5', '9', '8'}):43518
frozenset({' ', '5', '1', '9'}):44223
frozenset({'2', '0', '5', '8'}):42092
frozenset({'2', '0', '9', '8'}):42094
frozenset({'2', '3', '9', '6'}):43058
frozenset({'2', '3', '5', '6'}):42978
frozenset({' ', '0', '7', '6'}):42409
frozenset({' ', '0', '9', '6'}):42392
frozenset({'4', '5', '7', '9'}):43616
frozenset({' ', '2', '8', '6'}):44119
frozenset({' ', '2', '0', '7'}):42642
frozenset({' ', '3', '5', '8'}):44374
frozenset({' ', '2', '7', '6'}):44032
frozenset({'4', '5', '9', '8'}):43664
frozenset({'4', '1', '8', '6'}):43255
frozenset({'2', '3', '0', '5'}):41855
frozenset({'2', '0', '7', '9'}):42011
frozenset({'2', '5', '1', '6'}):43011
frozenset({'2', '4', '5', '1'}):43278
frozenset({'3', '1', '9', '6'}):42933
frozenset({' ', '4', '0', '1'}):42531
frozenset({'3', '1', '7', '6'}):43030
frozenset({' ', '2', '0', '1'}):42394
frozenset({'3', '4', '1', '7'}):43363
frozenset({' ', '2', '3', '4'}):44095
frozenset({' ', '0', '9', '8'}):42830
frozenset({'3', '1', '7', '8'}):43424
frozenset({' ', '0', '5', '8'}):42872
frozenset({' ', '0', '4', '7'}):42790
frozenset({'2', '0', '8', '6'}):41752
frozenset({'2', '3', '4', '9'}):43328
frozenset({'3', '4', '0', '8'}):41989
frozenset({' ', '9', '8', '6'}):44207
frozenset({'2', '4', '5', '7'}):43494
frozenset({' ', '0', '7', '9'}):42796
frozenset({'4', '5', '9', '6'}):43175
frozenset({' ', '3', '0', '5'}):42596
frozenset({' ', '2', '7', '8'}):44548
frozenset({'3', '4', '9', '6'}):43048
frozenset({' ', '2', '9', '8'}):44518
frozenset({'4', '5', '7', '6'}):43315
frozenset({'3', '0', '7', '8'}):42073
frozenset({'5', '7', '9', '6'}):43325
frozenset({' ', '2', '4', '8'}):44377
frozenset({'1', '0', '4', '9'}):41936
frozenset({'4', '1', '7', '8'}):43633
frozenset({'2', '1', '9', '8'}):43543
frozenset({'2', '1', '7', '8'}):43526
frozenset({'3', '4', '8', '6'}):43202
frozenset({'2', '5', '1', '9'}):43381
frozenset({'3', '5', '1', '6'}):42909
frozenset({'3', '1', '7', '9'}):43330
frozenset({' ', '0', '1', '7'}):42569
frozenset({'3', '0', '5', '6'}):41554
frozenset({'0', '7', '9', '6'}):41806
frozenset({' ', '3', '1', '6'}):43653
frozenset({'3', '5', '7', '8'}):43694
frozenset({' ', '3', '7', '9'}):44267
frozenset({' ', '3', '5', '9'}):44162
frozenset({'0', '5', '1', '7'}):41922
frozenset({'5', '1', '9', '8'}):43571
frozenset({' ', '0', '8', '6'}):42496
frozenset({'2', '0', '4', '7'}):41959
frozenset({'3', '0', '7', '6'}):41626
frozenset({'2', '3', '4', '6'}):42997
frozenset({'2', '3', '0', '8'}):41928
frozenset({' ', '0', '4', '6'}):42331
frozenset({'2', '7', '8', '6'}):43440
frozenset({' ', '4', '5', '9'}):44318
frozenset({'4', '1', '0', '6'}):41595
frozenset({'2', '0', '7', '3'}):41900
frozenset({' ', '2', '5', '1'}):44080
frozenset({' ', '2', '0', '8'}):42713
frozenset({'2', '1', '8', '6'}):43204
frozenset({' ', '4', '1', '6'}):43886
frozenset({'0', '5', '4', '6'}):41688
frozenset({' ', '4', '5', '1'}):44184
frozenset({'4', '5', '7', '8'}):43808
frozenset({' ', '2', '9', '6'}):44016
frozenset({'3', '4', '9', '8'}):43516
frozenset({'0', '1', '8', '6'}):41696
frozenset({'0', '5', '1', '8'}):41969
frozenset({'2', '3', '1', '7'}):43252
frozenset({'3', '5', '1', '9'}):43260
frozenset({'3', '0', '5', '9'}):41923
frozenset({' ', '3', '1', '9'}):44011
frozenset({'2', '0', '4', '6'}):41575
frozenset({' ', '3', '0', '8'}):42656
frozenset({' ', '0', '1', '8'}):42596
frozenset({'3', '0', '1', '7'}):41783
frozenset({' ', '3', '7', '6'}):43928
frozenset({' ', '5', '9', '6'}):43986
frozenset({'2', '4', '7', '8'}):43681
frozenset({'3', '0', '1', '9'}):41765
frozenset({' ', '3', '5', '6'}):43770
frozenset({' ', '3', '9', '6'}):43797
frozenset({'5', '7', '8', '6'}):43493
frozenset({' ', '2', '4', '9'}):44254
frozenset({'5', '1', '8', '6'}):43221
frozenset({'3', '0', '7', '9'}):41988
frozenset({'0', '7', '9', '8'}):42201
frozenset({'3', '0', '5', '8'}):42058
frozenset({'2', '3', '7', '9'}):43433
frozenset({' ', '7', '8', '6'}):44325
frozenset({'2', '4', '5', '9'}):43420
frozenset({' ', '4', '0', '9'}):42718
frozenset({'2', '5', '7', '8'}):43739
frozenset({' ', '4', '9', '6'}):43994
frozenset({' ', '4', '5', '6'}):43929
frozenset({'2', '7', '9', '8'}):43757
frozenset({' ', '2', '3', '5'}):44116
frozenset({'2', '0', '1', '7'}):41788
frozenset({'0', '5', '4', '7'}):42129
frozenset({' ', '3', '4', '1'}):44029
frozenset({' ', '4', '1', '9'}):44241
frozenset({'0', '3', '4', '7'}):41993
frozenset({'4', '5', '0', '9'}):42056
frozenset({'0', '4', '7', '1'}):41944
frozenset({'4', '1', '7', '6'}):43258
frozenset({'0', '1', '9', '8'}):41999
frozenset({' ', '3', '1', '8'}):44107
frozenset({' ', '1', '9', '8'}):44369
frozenset({'4', '2', '3', '1'}):43188
frozenset({'2', '3', '1', '6'}):42905
frozenset({'2', '3', '5', '1'}):43193
frozenset({' ', '3', '5', '1'}):44005
frozenset({'5', '1', '7', '8'}):43639
frozenset({'2', '4', '0', '9'}):41932
frozenset({'3', '0', '1', '6'}):41424
frozenset({'5', '7', '9', '8'}):43806
frozenset({' ', '2', '4', '6'}):43873
frozenset({' ', '1', '9', '6'}):43923
frozenset({'3', '5', '7', '9'}):43483
frozenset({'0', '7', '8', '6'}):41904
frozenset({'2', '7', '9', '6'}):43313
frozenset({' ', '4', '5', '8'}):44499
frozenset({' ', '3', '0', '6'}):42177
frozenset({'2', '4', '0', '8'}):42000
frozenset({'2', '5', '9', '6'}):43170
frozenset({' ', '4', '7', '8'}):44635
frozenset({'2', '3', '7', '6'}):43125
frozenset({' ', '7', '9', '8'}):44632
frozenset({'2', '4', '5', '6'}):43038
frozenset({' ', '5', '7', '8'}):44668
frozenset({'2', '4', '9', '6'}):43168
frozenset({'3', '4', '7', '8'}):43674
frozenset({' ', '2', '1', '6'}):43814
frozenset({'0', '4', '7', '6'}):41768
frozenset({'4', '8', '6', '3', '1'}):42390
frozenset({'2', ' ', '3', '1', '7'}):43252
frozenset({'4', '0', '8', ' ', '3'}):41989
frozenset({'2', '0', '4', '8', '7'}):41466
frozenset({'0', '9', '6', ' ', '5'}):41730
frozenset({'2', '4', '0', ' ', '3'}):41790
frozenset({'2', '9', '3', '5', '7'}):42731
frozenset({'4', '8', '6', ' ', '3'}):43202
frozenset({'2', '0', ' ', '5', '7'}):41994
frozenset({'4', '0', '9', '8', '6'}):41265
frozenset({'2', '4', '6', '5', '7'}):42489
frozenset({'4', '0', '8', '6', '3'}):41085
frozenset({'2', '0', '9', '6', ' '}):41695
frozenset({'4', '0', '8', '5', '7'}):41638
frozenset({'0', '6', ' ', '3', '5'}):41554
frozenset({'2', '8', '6', ' ', '7'}):43440
frozenset({'0', '6', '5', '1', '7'}):41058
frozenset({'2', '4', '0', '3', '5'}):41236
frozenset({'0', '9', '8', ' ', '5'}):42183
frozenset({'9', '8', '3', '1', '7'}):42738
frozenset({'2', '4', '0', '6', '7'}):41069
frozenset({'0', '9', '3', '5', '7'}):41401
frozenset({'2', '4', '8', '6', '1'}):42484
frozenset({'9', ' ', '5', '1', '7'}):43509
frozenset({'2', '4', '6', ' ', '7'}):43250
frozenset({'2', '4', '0', '1', '7'}):41217
frozenset({'2', '4', ' ', '5', '7'}):43494
frozenset({'9', '8', ' ', '5', '1'}):43571
frozenset({'2', '0', ' ', '5', '1'}):41766
frozenset({'2', '4', '6', '1', '7'}):42479
frozenset({'2', '6', '3', '1', '7'}):42339
frozenset({'0', '8', '6', '5', '1'}):41111
frozenset({'2', '0', '8', '1', '7'}):41302
frozenset({'4', '9', ' ', '5', '1'}):43439
frozenset({'2', '8', '6', '1', '7'}):42599
frozenset({'4', ' ', '3', '1', '7'}):43363
frozenset({'4', '0', '6', '3', '7'}):41054
frozenset({'2', '0', '9', '5', '7'}):41413
frozenset({'4', '0', '8', '6', ' '}):41829
frozenset({'2', '8', '3', '5', '7'}):42915
frozenset({'4', '9', '6', ' ', '3'}):43048
frozenset({'0', '4', '6', '1', '7'}):41089
frozenset({'4', '9', ' ', '3', '5'}):43379
frozenset({'4', '0', '6', '5', '1'}):41013
frozenset({'2', '8', '6', '3', '7'}):42603
frozenset({'2', '9', '8', '3', '5'}):42800
frozenset({'2', '9', '8', '6', '7'}):42779
frozenset({'4', '6', ' ', '3', '7'}):43201
frozenset({'4', '0', '9', '6', '1'}):41068
frozenset({'2', '9', '6', ' ', '3'}):43058
frozenset({'4', '8', '3', '5', '7'}):42972
frozenset({'4', '9', '8', '3', '1'}):42689
frozenset({'4', '8', '3', '5', '1'}):42700
frozenset({'4', '9', ' ', '1', '7'}):43534
frozenset({'2', '8', '6', '5', '1'}):42468
frozenset({'4', '0', '9', '3', '5'}):41318
frozenset({'0', '4', '9', '6', '7'}):41213
frozenset({'2', '0', '8', ' ', '5'}):42092
frozenset({'2', '8', ' ', '3', '7'}):43591
frozenset({'4', '9', '6', '3', '5'}):42335
