frozenset({'2'}):26705
frozenset({'4'}):26816
frozenset({'0'}):24846
frozenset({'9'}):26883
frozenset({'8'}):27063
frozenset({'6'}):26388
frozenset({' '}):28060
frozenset({'3'}):26598
frozenset({'5'}):26825
frozenset({'1'}):26582
frozenset({'7'}):26984
frozenset({'1', '6'}):25258
frozenset({' ', '7'}):26984
frozenset({'7', '3'}):25721
frozenset({'8', '3'}):25763
frozenset({'4', '8'}):25958
frozenset({'5', '2'}):25660
frozenset({' ', '2'}):26705
frozenset({'4', '6'}):25377
frozenset({'0', '9'}):24023
frozenset({'5', '3'}):25603
frozenset({'7', '9'}):25923
frozenset({'4', '5'}):25746
frozenset({'4', '3'}):25623
frozenset({' ', '8'}):27063
frozenset({'6', '2'}):25314
frozenset({'4', '2'}):25616
frozenset({'8', '6'}):25603
frozenset({'1', '3'}):25357
frozenset({' ', '5'}):26825
frozenset({'1', '9'}):25645
frozenset({' ', '3'}):26598
frozenset({'4', ' '}):26816
frozenset({'1', '2'}):25472
frozenset({'5', '8'}):26003
frozenset({'3', '2'}):25509
frozenset({'0', '5'}):24004
frozenset({'7', '6'}):25541
frozenset({' ', '1'}):26582
frozenset({'5', '7'}):25916
frozenset({' ', '9'}):26883
frozenset({'9', '3'}):25576
frozenset({'0', '7'}):24072
frozenset({'4', '0'}):23992
frozenset({'5', '9'}):25804
frozenset({'7', '8'}):26112
frozenset({'0', '8'}):24115
frozenset({'9', '8'}):25999
frozenset({'0', '2'}):23850
frozenset({'1', '7'}):25682
frozenset({'4', '1'}):25602
frozenset({'8', '2'}):25900
frozenset({'4', '9'}):25783
frozenset({'0', '6'}):23597
frozenset({'0', ' '}):24846
frozenset({'5', '1'}):25575
frozenset({'4', '7'}):25921
frozenset({'9', '2'}):25762
frozenset({'1', '8'}):25745
frozenset({'7', '2'}):25786
frozenset({' ', '6'}):26388
frozenset({'3', '6'}):25164
frozenset({'0', '1'}):23763
frozenset({'9', '6'}):25442
frozenset({'0', '3'}):23836
frozenset({'5', '6'}):25336
frozenset({'6', '9', '2'}):24543
frozenset({'5', '6', '2'}):24378
frozenset({'7', '2', '3'}):24741
frozenset({'0', '5', '8'}):23402
frozenset({' ', '7', '8'}):26112
frozenset({'4', '1', '6'}):24413
frozenset({'7', '8', '2'}):25071
frozenset({'0', '7', '9'}):23326
frozenset({'4', ' ', '9'}):25783
frozenset({'1', '8', '3'}):24633
frozenset({'5', '9', '8'}):25065
frozenset({'0', '6', '2'}):22785
frozenset({'0', '4', '7'}):23320
frozenset({'4', '5', '0'}):23258
frozenset({'0', '4', '9'}):23248
frozenset({'6', '8', '3'}):24492
frozenset({'4', ' ', '2'}):25616
frozenset({' ', '6', '2'}):25314
frozenset({'0', '1', '2'}):22924
frozenset({'5', '8', '2'}):24984
frozenset({'4', '1', '7'}):24826
frozenset({' ', '8', '6'}):25603
frozenset({'3', '5', '2'}):24642
frozenset({'7', '9', '2'}):24915
frozenset({'4', '9', '6'}):24521
frozenset({'0', ' ', '3'}):23836
frozenset({'3', '1', '6'}):24183
frozenset({' ', '8', '2'}):25900
frozenset({'4', '7', '6'}):24673
frozenset({'4', '5', '3'}):24730
frozenset({'0', '8', '6'}):23030
frozenset({' ', '1', '8'}):25745
frozenset({'1', '2', '3'}):24454
frozenset({'5', '7', '6'}):24614
frozenset({'4', ' ', '0'}):23992
frozenset({'6', '9', '3'}):24327
frozenset({'5', '9', '3'}):24688
frozenset({' ', '7', '2'}):25786
frozenset({'0', '5', '2'}):23136
frozenset({' ', '1', '2'}):25472
frozenset({'0', '1', '6'}):22755
frozenset({' ', '5', '9'}):25804
frozenset({' ', '9', '3'}):25576
frozenset({'0', '1', '7'}):23099
frozenset({' ', '5', '7'}):25916
frozenset({'7', '9', '8'}):25155
frozenset({'5', '8', '3'}):24900
frozenset({'4', '7', '8'}):25158
frozenset({'5', '1', '8'}):24862
frozenset({'0', '5', '9'}):23269
frozenset({'0', '7', '3'}):23195
frozenset({' ', '1', '9'}):25645
frozenset({'6', '8', '2'}):24646
frozenset({'0', '9', '6'}):22926
frozenset({'7', '6', '3'}):24458
frozenset({'1', '9', '2'}):24695
frozenset({'0', '1', '8'}):23126
frozenset({'4', ' ', '8'}):25958
frozenset({'3', '6', '2'}):24291
frozenset({'0', '7', '8'}):23417
frozenset({'5', '1', '7'}):24798
frozenset({'1', '7', '9'}):24833
frozenset({'1', '7', '3'}):24604
frozenset({'0', ' ', '9'}):24023
frozenset({'5', '1', '9'}):24746
frozenset({'1', '9', '6'}):24450
frozenset({'5', '9', '2'}):24820
frozenset({'4', '2', '6'}):24400
frozenset({' ', '8', '3'}):25763
frozenset({'4', '5', '2'}):24694
frozenset({'4', '5', '1'}):24707
frozenset({'0', '9', '3'}):23103
frozenset({' ', '1', '7'}):25682
frozenset({'0', '5', '3'}):23129
frozenset({'4', '5', ' '}):25746
frozenset({'0', '7', '6'}):22943
frozenset({'4', '9', '8'}):25019
frozenset({'7', '8', '3'}):24972
frozenset({'5', '8', '6'}):24660
frozenset({'9', '8', '6'}):24734
frozenset({'4', '0', '3'}):23093
frozenset({'1', '8', '2'}):24777
frozenset({' ', '7', '6'}):25541
frozenset({'4', '0', '6'}):22865
frozenset({'3', '0', '2'}):23007
frozenset({'1', '8', '6'}):24556
frozenset({' ', '9', '2'}):25762
frozenset({'0', ' ', '8'}):24115
frozenset({'4', ' ', '7'}):25921
frozenset({'4', '1', '3'}):24555
frozenset({'0', '8', '2'}):23243
frozenset({' ', '5', '8'}):26003
frozenset({'4', '2', '3'}):24621
frozenset({'4', '1', '2'}):24588
frozenset({'4', '5', '6'}):24456
frozenset({'4', '3', '6'}):24338
frozenset({'4', '5', '7'}):24979
frozenset({'4', '7', '9'}):24982
frozenset({'0', '9', '8'}):23360
frozenset({'1', '7', '2'}):24674
frozenset({'4', '1', '9'}):24764
frozenset({'5', '7', '9'}):24975
frozenset({'8', '2', '3'}):24821
frozenset({'4', ' ', '6'}):25377
frozenset({'4', '1', '0'}):23061
frozenset({'4', '0', '2'}):23076
frozenset({'1', '7', '8'}):24938
frozenset({'0', '9', '2'}):23177
frozenset({'0', '5', '1'}):23040
frozenset({' ', '7', '3'}):25721
frozenset({'0', '1', '9'}):23107
frozenset({'4', ' ', '1'}):25602
frozenset({' ', '3', '4', '5'}):24730
frozenset({' ', '4', '7', '9'}):24982
frozenset({'2', '5', '8', '6'}):23793
frozenset({' ', '0', '5', '1'}):23040
frozenset({'4', '1', '7', '9'}):24057
frozenset({'4', '1', '0', '8'}):22492
frozenset({'2', '0', '1', '8'}):22386
frozenset({' ', '1', '8', '6'}):24556
frozenset({'2', '3', '1', '9'}):23756
frozenset({'4', '5', '1', '6'}):23611
frozenset({'1', '7', '9', '8'}):24166
frozenset({' ', '2', '4', '1'}):24588
frozenset({'3', '7', '8', '6'}):23863
frozenset({'5', '9', '8', '6'}):23896
frozenset({' ', '2', '4', '7'}):24850
frozenset({'7', '9', '8', '6'}):24064
frozenset({' ', '2', '4', '5'}):24694
frozenset({'3', '0', '5', '7'}):22555
frozenset({'3', '5', '7', '6'}):23687
frozenset({' ', '3', '4', '0'}):23093
frozenset({'2', '4', '7', '9'}):24067
frozenset({' ', '5', '8', '6'}):24660
frozenset({'2', '3', '4', '5'}):23832
frozenset({'2', '5', '7', '9'}):24076
frozenset({' ', '4', '8', '6'}):24684
frozenset({' ', '3', '0', '9'}):23103
frozenset({' ', '0', '5', '7'}):23327
frozenset({' ', '3', '0', '7'}):23195
frozenset({'0', '5', '9', '8'}):22713
frozenset({'4', '0', '9', '8'}):22669
frozenset({' ', '2', '3', '9'}):24660
frozenset({'2', '0', '9', '6'}):22229
frozenset({'3', '4', '1', '8'}):23895
frozenset({' ', '2', '1', '9'}):24695
frozenset({'0', '4', '7', '9'}):22636
frozenset({' ', '4', '0', '8'}):23351
frozenset({'2', '3', '0', '6'}):22037
frozenset({' ', '2', '3', '1'}):24454
frozenset({'2', '0', '1', '9'}):22379
frozenset({'2', '3', '7', '8'}):24117
frozenset({'2', '5', '9', '8'}):24204
frozenset({' ', '4', '7', '6'}):24673
frozenset({' ', '0', '1', '9'}):23107
frozenset({'3', '4', '5', '1'}):23811
frozenset({'2', '1', '9', '6'}):23666
frozenset({'5', '1', '7', '6'}):23723
frozenset({'0', '1', '7', '8'}):22525
frozenset({' ', '3', '0', '1'}):22878
frozenset({'4', '1', '9', '6'}):23677
frozenset({'4', '5', '1', '9'}):23962
frozenset({'0', '5', '7', '6'}):22292
frozenset({'3', '0', '9', '6'}):22111
frozenset({'1', '7', '8', '6'}):23897
frozenset({'3', '7', '9', '8'}):24121
frozenset({'2', '4', '8', '6'}):23797
frozenset({' ', '5', '7', '9'}):24975
frozenset({' ', '5', '9', '8'}):25065
frozenset({'2', '4', '7', '6'}):23777
frozenset({' ', '3', '7', '8'}):24972
frozenset({' ', '4', '9', '8'}):25019
frozenset({'2', '5', '7', '6'}):23730
frozenset({'3', '4', '5', '7'}):24071
frozenset({'3', '4', '7', '9'}):24026
frozenset({'3', '4', '5', '9'}):23905
frozenset({'0', '5', '8', '6'}):22376
frozenset({' ', '2', '3', '0'}):23007
frozenset({'4', '0', '8', '6'}):22363
frozenset({'2', '0', '7', '8'}):22625
frozenset({' ', '3', '4', '7'}):24863
frozenset({'4', '5', '1', '0'}):22423
frozenset({' ', '2', '3', '6'}):24291
frozenset({'2', '0', '5', '7'}):22524
frozenset({'2', '3', '0', '9'}):22389
frozenset({'2', '0', '5', '1'}):22296
frozenset({'2', '0', '1', '6'}):22045
frozenset({' ', '0', '1', '6'}):22755
frozenset({'1', '7', '9', '6'}):23782
frozenset({'5', '1', '7', '9'}):24032
frozenset({'3', '5', '1', '7'}):23873
frozenset({' ', '5', '1', '8'}):24862
frozenset({'2', '4', '1', '8'}):23954
frozenset({'0', '5', '7', '9'}):22648
frozenset({'2', '4', '9', '8'}):24137
frozenset({' ', '5', '7', '6'}):24614
frozenset({'4', '0', '8', '7'}):22744
frozenset({' ', '2', '0', '6'}):22785
frozenset({'3', '0', '9', '8'}):22507
frozenset({'0', '5', '7', '8'}):22784
frozenset({' ', '2', '3', '8'}):24821
frozenset({'3', '4', '7', '6'}):23731
frozenset({' ', '2', '5', '8'}):24984
frozenset({'4', '7', '9', '6'}):23887
frozenset({'3', '4', '5', '6'}):23555
frozenset({'2', '3', '5', '7'}):23977
frozenset({' ', '3', '8', '6'}):24492
frozenset({' ', '0', '5', '4'}):23258
frozenset({'3', '5', '9', '6'}):23548
frozenset({'2', '3', '5', '8'}):24049
frozenset({'2', '0', '5', '6'}):22139
frozenset({'2', '3', '1', '8'}):23843
frozenset({' ', '2', '3', '7'}):24741
frozenset({'4', '7', '8', '6'}):24053
frozenset({' ', '2', '5', '9'}):24820
frozenset({'4', '3', '0', '1'}):22256
frozenset({'3', '4', '1', '6'}):23480
frozenset({'2', '4', '1', '7'}):23904
frozenset({'2', '1', '7', '6'}):23676
frozenset({' ', '1', '7', '6'}):24523
frozenset({' ', '5', '1', '7'}):24798
frozenset({' ', '3', '5', '7'}):24851
frozenset({'0', '5', '1', '9'}):22445
frozenset({'3', '0', '5', '1'}):22263
frozenset({'1', '9', '8', '6'}):23816
frozenset({'2', '3', '4', '0'}):22323
frozenset({'0', '5', '9', '6'}):22264
frozenset({' ', '2', '0', '5'}):23136
frozenset({' ', '2', '0', '9'}):23177
frozenset({'3', '0', '8', '6'}):22210
frozenset({' ', '2', '0', '4'}):23076
frozenset({' ', '0', '5', '6'}):22866
frozenset({' ', '3', '4', '8'}):24885
frozenset({'0', '9', '8', '6'}):22408
frozenset({' ', '3', '9', '8'}):24822
frozenset({'2', '3', '8', '6'}):23707
frozenset({'2', '0', '5', '9'}):22519
frozenset({'2', '5', '1', '8'}):23996
frozenset({'3', '0', '4', '6'}):22073
frozenset({'0', '4', '9', '6'}):22255
frozenset({'4', '5', '1', '8'}):24054
frozenset({'3', '4', '5', '8'}):24095
frozenset({' ', '2', '5', '6'}):24378
frozenset({'4', '7', '9', '8'}):24307
frozenset({'2', '9', '8', '6'}):23935
frozenset({' ', '4', '5', '7'}):24979
frozenset({' ', '3', '4', '9'}):24709
frozenset({' ', '2', '1', '8'}):24777
frozenset({'3', '4', '1', '9'}):23814
frozenset({'2', '4', '1', '6'}):23570
frozenset({' ', '4', '1', '8'}):24851
frozenset({'2', '1', '7', '9'}):23959
frozenset({' ', '1', '7', '9'}):24833
frozenset({' ', '0', '7', '8'}):23417
frozenset({'3', '1', '9', '8'}):23878
frozenset({'2', '3', '4', '8'}):24000
frozenset({'0', '5', '1', '6'}):22103
frozenset({'0', '1', '7', '9'}):22500
frozenset({' ', '7', '9', '6'}):24681
frozenset({'2', '4', '5', '8'}):24084
frozenset({'3', '5', '8', '6'}):23710
frozenset({'4', '2', '0', '1'}):22281
frozenset({'3', '9', '8', '6'}):23715
frozenset({' ', '5', '1', '6'}):24363
frozenset({' ', '3', '1', '7'}):24604
frozenset({'3', '7', '9', '6'}):23690
frozenset({'2', '3', '5', '9'}):23872
frozenset({' ', '0', '5', '9'}):23269
frozenset({'4', '5', '0', '8'}):22714
frozenset({'2', '4', '7', '3'}):23965
frozenset({'2', '3', '9', '8'}):24038
frozenset({' ', '2', '5', '7'}):24864
frozenset({'2', '3', '0', '1'}):22182
frozenset({'4', '5', '8', '6'}):23850
frozenset({'4', '9', '8', '6'}):23900
frozenset({' ', '2', '7', '9'}):24915
frozenset({'3', '4', '5', '0'}):22470
frozenset({' ', '4', '1', '7'}):24826
frozenset({'3', '4', '0', '9'}):22427
frozenset({'4', '1', '9', '8'}):24090
frozenset({'2', '0', '7', '6'}):22193
frozenset({' ', '2', '1', '7'}):24674
frozenset({' ', '3', '4', '6'}):24338
frozenset({'4', '5', '1', '7'}):24032
frozenset({' ', '1', '7', '8'}):24938
frozenset({'2', '4', '1', '9'}):23890
frozenset({'5', '1', '9', '6'}):23651
frozenset({'3', '0', '1', '8'}):22303
frozenset({'2', '5', '1', '7'}):23900
frozenset({'3', '5', '1', '8'}):23905
frozenset({'2', '4', '5', '0'}):22446
frozenset({'3', '1', '8', '6'}):23570
frozenset({'0', '1', '9', '6'}):22175
frozenset({'0', '1', '7', '6'}):22177
frozenset({'3', '5', '9', '8'}):24044
frozenset({' ', '5', '1', '9'}):24746
frozenset({'2', '0', '5', '8'}):22622
frozenset({'2', '0', '9', '8'}):22624
frozenset({'2', '3', '9', '6'}):23588
frozenset({'2', '3', '5', '6'}):23508
frozenset({' ', '0', '7', '6'}):22943
frozenset({' ', '0', '9', '6'}):22926
frozenset({'4', '5', '7', '9'}):24139
frozenset({' ', '2', '8', '6'}):24646
frozenset({' ', '2', '0', '7'}):23172
frozenset({' ', '3', '5', '8'}):24900
frozenset({' ', '2', '7', '6'}):24559
frozenset({'4', '5', '9', '8'}):24187
frozenset({'4', '1', '8', '6'}):23782
frozenset({'2', '3', '0', '5'}):22388
frozenset({'2', '0', '7', '9'}):22541
frozenset({'2', '5', '1', '6'}):23538
frozenset({'2', '4', '5', '1'}):23801
frozenset({'3', '1', '9', '6'}):23463
frozenset({' ', '4', '0', '1'}):23061
frozenset({'3', '1', '7', '6'}):23560
frozenset({' ', '2', '0', '1'}):22924
frozenset({'3', '4', '1', '7'}):23889
frozenset({' ', '2', '3', '4'}):24621
frozenset({' ', '0', '9', '8'}):23360
frozenset({'3', '1', '7', '8'}):23950
frozenset({' ', '0', '5', '8'}):23402
frozenset({' ', '0', '4', '7'}):23320
frozenset({'2', '0', '8', '6'}):22286
frozenset({'2', '3', '4', '9'}):23854
frozenset({'3', '4', '0', '8'}):22522
frozenset({' ', '9', '8', '6'}):24734
frozenset({'2', '4', '5', '7'}):24017
frozenset({' ', '0', '7', '9'}):23326
frozenset({'4', '5', '9', '6'}):23702
frozenset({' ', '3', '0', '5'}):23129
frozenset({' ', '2', '7', '8'}):25071
frozenset({'3', '4', '9', '6'}):23578
frozenset({' ', '2', '9', '8'}):25041
frozenset({'4', '5', '7', '6'}):23842
frozenset({'3', '0', '7', '8'}):22606
frozenset({'5', '7', '9', '6'}):23852
frozenset({' ', '2', '4', '8'}):24900
frozenset({'1', '0', '4', '9'}):22466
frozenset({'4', '1', '7', '8'}):24156
frozenset({'2', '1', '9', '8'}):24066
frozenset({'2', '1', '7', '8'}):24049
frozenset({'3', '4', '8', '6'}):23732
frozenset({'2', '5', '1', '9'}):23904
frozenset({'3', '5', '1', '6'}):23439
frozenset({'3', '1', '7', '9'}):23856
frozenset({' ', '0', '1', '7'}):23099
frozenset({'3', '0', '5', '6'}):22091
frozenset({'0', '7', '9', '6'}):22340
frozenset({' ', '3', '1', '6'}):24183
frozenset({'3', '5', '7', '8'}):24220
frozenset({' ', '3', '7', '9'}):24793
frozenset({' ', '3', '5', '9'}):24688
frozenset({'0', '5', '1', '7'}):22452
frozenset({'5', '1', '9', '8'}):24094
frozenset({' ', '0', '8', '6'}):23030
frozenset({'2', '0', '4', '7'}):22489
frozenset({'3', '0', '7', '6'}):22163
frozenset({'2', '3', '4', '6'}):23527
frozenset({'2', '3', '0', '8'}):22461
frozenset({' ', '0', '4', '6'}):22865
frozenset({'2', '7', '8', '6'}):23967
frozenset({' ', '4', '5', '9'}):24841
frozenset({'4', '1', '0', '6'}):22129
frozenset({'2', '0', '7', '3'}):22433
frozenset({' ', '2', '5', '1'}):24603
frozenset({' ', '2', '0', '8'}):23243
frozenset({'2', '1', '8', '6'}):23731
frozenset({' ', '4', '1', '6'}):24413
frozenset({'0', '5', '4', '6'}):22222
frozenset({' ', '4', '5', '1'}):24707
frozenset({'4', '5', '7', '8'}):24331
frozenset({' ', '2', '9', '6'}):24543
frozenset({'3', '4', '9', '8'}):24042
frozenset({'0', '1', '8', '6'}):22230
frozenset({'0', '5', '1', '8'}):22499
frozenset({'2', '3', '1', '7'}):23778
frozenset({'3', '5', '1', '9'}):23786
frozenset({'3', '0', '5', '9'}):22456
frozenset({' ', '3', '1', '9'}):24537
frozenset({'2', '0', '4', '6'}):22109
frozenset({' ', '3', '0', '8'}):23189
frozenset({' ', '0', '1', '8'}):23126
frozenset({'3', '0', '1', '7'}):22316
frozenset({' ', '3', '7', '6'}):24458
frozenset({' ', '5', '9', '6'}):24513
frozenset({'2', '4', '7', '8'}):24204
frozenset({'3', '0', '1', '9'}):22298
frozenset({' ', '3', '5', '6'}):24300
frozenset({' ', '3', '9', '6'}):24327
frozenset({'5', '7', '8', '6'}):24020
frozenset({' ', '2', '4', '9'}):24777
frozenset({'5', '1', '8', '6'}):23748
frozenset({'3', '0', '7', '9'}):22521
frozenset({'0', '7', '9', '8'}):22731
frozenset({'3', '0', '5', '8'}):22591
frozenset({'2', '3', '7', '9'}):23959
frozenset({' ', '7', '8', '6'}):24852
frozenset({'2', '4', '5', '9'}):23943
frozenset({' ', '4', '0', '9'}):23248
frozenset({'2', '5', '7', '8'}):24262
frozenset({' ', '4', '9', '6'}):24521
frozenset({' ', '4', '5', '6'}):24456
frozenset({'2', '7', '9', '8'}):24280
frozenset({' ', '2', '3', '5'}):24642
frozenset({'2', '0', '1', '7'}):22318
frozenset({'0', '5', '4', '7'}):22659
frozenset({' ', '3', '4', '1'}):24555
frozenset({' ', '4', '1', '9'}):24764
frozenset({'0', '3', '4', '7'}):22526
frozenset({'4', '5', '0', '9'}):22586
frozenset({'0', '4', '7', '1'}):22474
frozenset({'4', '1', '7', '6'}):23785
frozenset({'0', '1', '9', '8'}):22529
frozenset({' ', '3', '1', '8'}):24633
frozenset({' ', '1', '9', '8'}):24892
frozenset({'4', '2', '3', '1'}):23714
frozenset({'2', '3', '1', '6'}):23435
frozenset({'2', '3', '5', '1'}):23719
frozenset({' ', '3', '5', '1'}):24531
frozenset({'5', '1', '7', '8'}):24162
frozenset({'2', '4', '0', '9'}):22462
frozenset({'3', '0', '1', '6'}):21961
frozenset({'5', '7', '9', '8'}):24329
frozenset({' ', '2', '4', '6'}):24400
frozenset({' ', '1', '9', '6'}):24450
frozenset({'3', '5', '7', '9'}):24009
frozenset({'0', '7', '8', '6'}):22438
frozenset({'2', '7', '9', '6'}):23840
frozenset({' ', '4', '5', '8'}):25022
frozenset({' ', '3', '0', '6'}):22714
frozenset({'2', '4', '0', '8'}):22530
frozenset({'2', '5', '9', '6'}):23697
frozenset({' ', '4', '7', '8'}):25158
frozenset({'2', '3', '7', '6'}):23655
frozenset({' ', '7', '9', '8'}):25155
frozenset({'2', '4', '5', '6'}):23565
frozenset({' ', '5', '7', '8'}):25191
frozenset({'2', '4', '9', '6'}):23695
frozenset({'3', '4', '7', '8'}):24200
frozenset({' ', '2', '1', '6'}):24341
frozenset({'0', '4', '7', '6'}):22302
frozenset({'4', '8', '6', '3', '1'}):22920
frozenset({'2', ' ', '3', '1', '7'}):23778
frozenset({'4', '0', '8', ' ', '3'}):22522
frozenset({'2', '0', '4', '8', '7'}):21996
frozenset({'0', '9', '6', ' ', '5'}):22264
frozenset({'2', '4', '0', ' ', '3'}):22323
frozenset({'2', '9', '3', '5', '7'}):23257
frozenset({'4', '8', '6', ' ', '3'}):23732
frozenset({'2', '0', ' ', '5', '7'}):22524
frozenset({'4', '0', '9', '8', '6'}):21799
frozenset({'2', '4', '6', '5', '7'}):23016
frozenset({'4', '0', '8', '6', '3'}):21622
frozenset({'2', '0', '9', '6', ' '}):22229
frozenset({'4', '0', '8', '5', '7'}):22168
frozenset({'0', '6', ' ', '3', '5'}):22091
frozenset({'2', '8', '6', ' ', '7'}):23967
frozenset({'0', '6', '5', '1', '7'}):21592
frozenset({'2', '4', '0', '3', '5'}):21769
frozenset({'0', '9', '8', ' ', '5'}):22713
frozenset({'9', '8', '3', '1', '7'}):23264
frozenset({'2', '4', '0', '6', '7'}):21603
frozenset({'0', '9', '3', '5', '7'}):21934
frozenset({'2', '4', '8', '6', '1'}):23011
frozenset({'9', ' ', '5', '1', '7'}):24032
frozenset({'2', '4', '6', ' ', '7'}):23777
frozenset({'2', '4', '0', '1', '7'}):21747
frozenset({'2', '4', ' ', '5', '7'}):24017
frozenset({'9', '8', ' ', '5', '1'}):24094
frozenset({'2', '0', ' ', '5', '1'}):22296
frozenset({'2', '4', '6', '1', '7'}):23006
frozenset({'2', '6', '3', '1', '7'}):22869
frozenset({'0', '8', '6', '5', '1'}):21645
frozenset({'2', '0', '8', '1', '7'}):21832
frozenset({'4', '9', ' ', '5', '1'}):23962
frozenset({'2', '8', '6', '1', '7'}):23126
frozenset({'4', ' ', '3', '1', '7'}):23889
frozenset({'4', '0', '6', '3', '7'}):21591
frozenset({'2', '0', '9', '5', '7'}):21943
frozenset({'4', '0', '8', '6', ' '}):22363
frozenset({'2', '8', '3', '5', '7'}):23441
frozenset({'4', '9', '6', ' ', '3'}):23578
frozenset({'0', '4', '6', '1', '7'}):21623
frozenset({'4', '9', ' ', '3', '5'}):23905
frozenset({'4', '0', '6', '5', '1'}):21547
frozenset({'2', '8', '6', '3', '7'}):23133
frozenset({'2', '9', '8', '3', '5'}):23326
frozenset({'2', '9', '8', '6', '7'}):23306
frozenset({'4', '6', ' ', '3', '7'}):23731
frozenset({'4', '0', '9', '6', '1'}):21602
frozenset({'2', '9', '6', ' ', '3'}):23588
frozenset({'4', '8', '3', '5', '7'}):23498
frozenset({'4', '9', '8', '3', '1'}):23215
frozenset({'4', '8', '3', '5', '1'}):23226
frozenset({'4', '9', ' ', '1', '7'}):24057
frozenset({'2', '8', '6', '5', '1'}):22995
frozenset({'4', '0', '9', '3', '5'}):21851
frozenset({'0', '4', '9', '6', '7'}):21747
frozenset({'2', '0', '8', ' ', '5'}):22622
frozenset({'2', '8', ' ', '3', '7'}):24117
frozenset({'4', '9', '6', '3', '5'}):22865
