frozenset({'2'}):7969
frozenset({'4'}):8037
frozenset({'0'}):7152
frozenset({'9'}):8037
frozenset({'8'}):8132
frozenset({'6'}):7791
frozenset({' '}):8565
frozenset({'3'}):7915
frozenset({'5'}):8016
frozenset({'1'}):7911
frozenset({'7'}):8090
frozenset({'1', '6'}):7300
frozenset({' ', '7'}):8090
frozenset({'7', '3'}):7534
frozenset({'8', '3'}):7549
frozenset({'4', '8'}):7660
frozenset({'5', '2'}):7502
frozenset({' ', '2'}):7969
frozenset({'4', '6'}):7364
frozenset({'0', '9'}):6779
frozenset({'5', '3'}):7478
frozenset({'7', '9'}):7611
frozenset({'4', '5'}):7560
frozenset({'4', '3'}):7508
frozenset({' ', '8'}):8132
frozenset({'6', '2'}):7327
frozenset({'4', '2'}):7513
frozenset({'8', '6'}):7457
frozenset({'1', '3'}):7370
frozenset({' ', '5'}):8016
frozenset({'1', '9'}):7488
frozenset({' ', '3'}):7915
frozenset({'4', ' '}):8037
frozenset({'1', '2'}):7425
frozenset({'5', '8'}):7658
frozenset({'3', '2'}):7442
frozenset({'0', '5'}):6776
frozenset({'7', '6'}):7433
frozenset({' ', '1'}):7911
frozenset({'5', '7'}):7620
frozenset({' ', '9'}):8037
frozenset({'9', '3'}):7456
frozenset({'0', '7'}):6811
frozenset({'4', '0'}):6796
frozenset({'5', '9'}):7558
frozenset({'7', '8'}):7713
frozenset({'0', '8'}):6822
frozenset({'9', '8'}):7647
frozenset({'0', '2'}):6713
frozenset({'1', '7'}):7517
frozenset({'4', '1'}):7499
frozenset({'8', '2'}):7622
frozenset({'4', '9'}):7562
frozenset({'0', '6'}):6568
frozenset({'0', ' '}):7152
frozenset({'5', '1'}):7463
frozenset({'4', '7'}):7640
frozenset({'9', '2'}):7545
frozenset({'1', '8'}):7553
frozenset({'7', '2'}):7570
frozenset({' ', '6'}):7791
frozenset({'3', '6'}):7246
frozenset({'0', '1'}):6667
frozenset({'9', '6'}):7373
frozenset({'0', '3'}):6707
frozenset({'5', '6'}):7321
frozenset({' ', '2', '7', '8'}):7265
frozenset({'3', '4', '9', '6'}):6562
frozenset({' ', '2', '9', '8'}):7228
frozenset({'4', '5', '7', '6'}):6698
frozenset({'3', '0', '7', '8'}):6164
frozenset({'5', '7', '9', '6'}):6680
frozenset({' ', '2', '4', '8'}):7196
frozenset({'1', '0', '4', '9'}):6102
frozenset({'4', '1', '7', '8'}):6865
frozenset({'2', '1', '9', '8'}):6798
frozenset({'2', '1', '7', '8'}):6810
frozenset({'3', '4', '8', '6'}):6639
frozenset({'2', '5', '1', '9'}):6721
frozenset({'3', '5', '1', '6'}):6489
frozenset({'3', '1', '7', '9'}):6705
frozenset({' ', '0', '1', '7'}):6378
frozenset({'3', '0', '5', '6'}):5905
frozenset({'0', '7', '9', '6'}):6015
frozenset({' ', '3', '1', '6'}):6822
frozenset({'3', '5', '7', '8'}):6881
frozenset({' ', '3', '7', '9'}):7114
frozenset({' ', '3', '5', '9'}):7065
frozenset({'0', '5', '1', '7'}):6092
frozenset({'5', '1', '9', '8'}):6805
frozenset({' ', '0', '8', '6'}):6317
frozenset({'2', '0', '4', '7'}):6134
frozenset({'3', '0', '7', '6'}):5950
frozenset({'2', '3', '4', '6'}):6557
frozenset({'2', '3', '0', '8'}):6094
frozenset({' ', '0', '4', '6'}):6262
frozenset({'2', '7', '8', '6'}):6761
frozenset({' ', '4', '5', '9'}):7147
frozenset({'4', '1', '0', '6'}):5939
frozenset({'2', '0', '7', '3'}):6096
frozenset({' ', '2', '5', '1'}):7036
frozenset({' ', '2', '0', '8'}):6441
frozenset({'2', '1', '8', '6'}):6638
frozenset({' ', '4', '1', '6'}):6943
frozenset({'0', '5', '4', '6'}):5973
frozenset({' ', '4', '5', '1'}):7099
frozenset({'4', '5', '7', '8'}):6937
frozenset({' ', '2', '9', '6'}):6987
frozenset({'3', '4', '9', '8'}):6789
frozenset({'0', '1', '8', '6'}):5963
frozenset({'0', '5', '1', '8'}):6104
frozenset({'2', '3', '1', '7'}):6691
frozenset({'3', '5', '1', '9'}):6668
frozenset({'3', '0', '5', '9'}):6089
frozenset({' ', '3', '1', '9'}):7001
frozenset({'2', '0', '4', '6'}):5929
frozenset({' ', '3', '0', '8'}):6412
frozenset({' ', '0', '1', '8'}):6383
frozenset({'3', '0', '1', '7'}):6040
frozenset({' ', '3', '7', '6'}):6952
frozenset({' ', '5', '9', '6'}):6959
frozenset({'2', '4', '7', '8'}):6894
frozenset({'3', '0', '1', '9'}):6017
frozenset({' ', '3', '5', '6'}):6865
frozenset({' ', '3', '9', '6'}):6880
frozenset({'5', '7', '8', '6'}):6769
frozenset({' ', '2', '4', '9'}):7127
frozenset({'5', '1', '8', '6'}):6634
frozenset({'3', '0', '7', '9'}):6119
frozenset({'0', '7', '9', '8'}):6201
frozenset({'3', '0', '5', '8'}):6151
frozenset({'2', '3', '7', '9'}):6759
frozenset({' ', '7', '8', '6'}):7142
frozenset({'2', '4', '5', '9'}):6756
frozenset({' ', '4', '0', '9'}):6452
frozenset({'2', '5', '7', '8'}):6906
frozenset({' ', '4', '9', '6'}):6975
frozenset({' ', '4', '5', '6'}):6954
frozenset({'2', '7', '9', '8'}):6899
frozenset({' ', '2', '3', '5'}):7060
frozenset({'2', '0', '1', '7'}):6035
frozenset({'0', '5', '4', '7'}):6202
frozenset({' ', '3', '4', '1'}):7038
frozenset({' ', '4', '1', '9'}):7112
frozenset({'0', '3', '4', '7'}):6147
frozenset({'4', '5', '0', '9'}):6156
frozenset({'0', '4', '7', '1'}):6122
frozenset({'4', '1', '7', '6'}):6675
frozenset({'0', '1', '9', '8'}):6108
frozenset({' ', '3', '1', '8'}):7056
frozenset({' ', '1', '9', '8'}):7162
frozenset({'4', '2', '3', '1'}):6675
frozenset({'2', '3', '1', '6'}):6507
frozenset({'2', '3', '5', '1'}):6652
frozenset({' ', '3', '5', '1'}):7004
frozenset({'5', '1', '7', '8'}):6852
frozenset({'2', '4', '0', '9'}):6107
frozenset({'3', '0', '1', '6'}):5852
frozenset({'5', '7', '9', '8'}):6909
frozenset({' ', '2', '4', '6'}):6942
frozenset({' ', '1', '9', '6'}):6940
frozenset({'3', '5', '7', '9'}):6770
frozenset({'0', '7', '8', '6'}):6068
frozenset({'2', '7', '9', '6'}):6686
frozenset({' ', '4', '5', '8'}):7239
frozenset({' ', '3', '0', '6'}):6182
frozenset({'2', '4', '0', '8'}):6141
frozenset({'2', '5', '9', '6'}):6608
frozenset({' ', '4', '7', '8'}):7306
frozenset({'2', '3', '7', '6'}):6613
frozenset({' ', '7', '9', '8'}):7275
frozenset({'2', '4', '5', '6'}):6569
frozenset({' ', '5', '7', '8'}):7305
frozenset({'2', '4', '9', '6'}):6622
frozenset({'3', '4', '7', '8'}):6881
frozenset({' ', '2', '1', '6'}):6902
frozenset({'0', '4', '7', '6'}):6020
frozenset({'4', '8', '6', '3', '1'}):6285
frozenset({'2', ' ', '3', '1', '7'}):6691
frozenset({'4', '0', '8', ' ', '3'}):6133
frozenset({'2', '0', '4', '8', '7'}):5911
frozenset({'0', '9', '6', ' ', '5'}):5975
frozenset({'2', '4', '0', ' ', '3'}):6056
frozenset({'2', '9', '3', '5', '7'}):6449
frozenset({'4', '8', '6', ' ', '3'}):6639
frozenset({'2', '0', ' ', '5', '7'}):6132
frozenset({'4', '0', '9', '8', '6'}):5777
frozenset({'2', '4', '6', '5', '7'}):6340
frozenset({'4', '0', '8', '6', '3'}):5707
frozenset({'2', '0', '9', '6', ' '}):5966
frozenset({'4', '0', '8', '5', '7'}):5977
frozenset({'0', '6', ' ', '3', '5'}):5905
frozenset({'2', '8', '6', ' ', '7'}):6761
frozenset({'0', '6', '5', '1', '7'}):5689
frozenset({'2', '4', '0', '3', '5'}):5808
frozenset({'0', '9', '8', ' ', '5'}):6192
frozenset({'9', '8', '3', '1', '7'}):6446
frozenset({'2', '4', '0', '6', '7'}):5712
frozenset({'0', '9', '3', '5', '7'}):5859
frozenset({'2', '4', '8', '6', '1'}):6331
frozenset({'9', ' ', '5', '1', '7'}):6776
frozenset({'2', '4', '6', ' ', '7'}):6678
frozenset({'2', '4', '0', '1', '7'}):5803
frozenset({'2', '4', ' ', '5', '7'}):6807
frozenset({'9', '8', ' ', '5', '1'}):6805
frozenset({'2', '0', ' ', '5', '1'}):6019
frozenset({'2', '4', '6', '1', '7'}):6340
frozenset({'2', '6', '3', '1', '7'}):6271
frozenset({'0', '8', '6', '5', '1'}):5700
frozenset({'2', '0', '8', '1', '7'}):5822
frozenset({'4', '9', ' ', '5', '1'}):6755
frozenset({'2', '8', '6', '1', '7'}):6385
frozenset({'4', ' ', '3', '1', '7'}):6745
frozenset({'4', '0', '6', '3', '7'}):5709
frozenset({'2', '0', '9', '5', '7'}):5862
frozenset({'4', '0', '8', '6', ' '}):6035
frozenset({'2', '8', '3', '5', '7'}):6551
frozenset({'4', '9', '6', ' ', '3'}):6562
frozenset({'0', '4', '6', '1', '7'}):5721
frozenset({'4', '9', ' ', '3', '5'}):6733
frozenset({'4', '0', '6', '5', '1'}):5677
frozenset({'2', '8', '6', '3', '7'}):6394
frozenset({'2', '9', '8', '3', '5'}):6469
frozenset({'2', '9', '8', '6', '7'}):6462
frozenset({'4', '6', ' ', '3', '7'}):6647
frozenset({'4', '0', '9', '6', '1'}):5695
frozenset({'2', '9', '6', ' ', '3'}):6567
frozenset({'4', '8', '3', '5', '7'}):6570
frozenset({'4', '9', '8', '3', '1'}):6430
frozenset({'4', '8', '3', '5', '1'}):6445
frozenset({'4', '9', ' ', '1', '7'}):6800
frozenset({'2', '8', '6', '5', '1'}):6306
frozenset({'4', '0', '9', '3', '5'}):5833
frozenset({'0', '4', '9', '6', '7'}):5762
frozenset({'2', '0', '8', ' ', '5'}):6166
frozenset({'2', '8', ' ', '3', '7'}):6846
frozenset({'4', '9', '6', '3', '5'}):6244
