frozenset({'2'}):61557
frozenset({'4'}):61666
frozenset({'0'}):59679
frozenset({'9'}):61735
frozenset({'8'}):61915
frozenset({'6'}):61234
frozenset({' '}):62912
frozenset({'3'}):61445
frozenset({'5'}):61677
frozenset({'1'}):61434
frozenset({'7'}):61836
frozenset({'1', '6'}):60104
frozenset({' ', '7'}):61836
frozenset({'7', '3'}):60568
frozenset({'8', '3'}):60610
frozenset({'4', '8'}):60808
frozenset({'5', '2'}):60512
frozenset({' ', '2'}):61557
frozenset({'4', '6'}):60221
frozenset({'0', '9'}):58856
frozenset({'5', '3'}):60450
frozenset({'7', '9'}):60775
frozenset({'4', '5'}):60596
frozenset({'4', '3'}):60468
frozenset({' ', '8'}):61915
frozenset({'6', '2'}):60160
frozenset({'4', '2'}):60466
frozenset({'8', '6'}):60449
frozenset({'1', '3'}):60204
frozenset({' ', '5'}):61677
frozenset({'1', '9'}):60497
frozenset({' ', '3'}):61445
frozenset({'4', ' '}):61666
frozenset({'1', '2'}):60324
frozenset({'5', '8'}):60855
frozenset({'3', '2'}):60356
frozenset({'0', '5'}):58837
frozenset({'7', '6'}):60387
frozenset({' ', '1'}):61434
frozenset({'5', '7'}):60768
frozenset({' ', '9'}):61735
frozenset({'9', '3'}):60423
frozenset({'0', '7'}):58905
frozenset({'4', '0'}):58823
frozenset({'5', '9'}):60656
frozenset({'7', '8'}):60964
frozenset({'0', '8'}):58948
frozenset({'9', '8'}):60851
frozenset({'0', '2'}):58683
frozenset({'1', '7'}):60534
frozenset({'4', '1'}):60452
frozenset({'8', '2'}):60752
frozenset({'4', '9'}):60633
frozenset({'0', '6'}):58424
frozenset({'0', ' '}):59679
frozenset({'5', '1'}):60427
frozenset({'4', '7'}):60771
frozenset({'9', '2'}):60614
frozenset({'1', '8'}):60597
frozenset({'7', '2'}):60638
frozenset({' ', '6'}):61234
frozenset({'3', '6'}):60005
frozenset({'0', '1'}):58596
frozenset({'9', '6'}):60288
frozenset({'0', '3'}):58664
frozenset({'5', '6'}):60182
frozenset({'6', '9', '2'}):59389
frozenset({'5', '6', '2'}):59224
frozenset({'7', '2', '3'}):59588
frozenset({'0', '5', '8'}):58235
frozenset({' ', '7', '8'}):60964
frozenset({'4', '1', '6'}):59257
frozenset({'7', '8', '2'}):59923
frozenset({'0', '7', '9'}):58159
frozenset({'4', ' ', '9'}):60633
frozenset({'1', '8', '3'}):59480
frozenset({'5', '9', '8'}):59917
frozenset({'0', '6', '2'}):57612
frozenset({'0', '4', '7'}):58151
frozenset({'4', '5', '0'}):58089
frozenset({'0', '4', '9'}):58079
frozenset({'6', '8', '3'}):59333
frozenset({'4', ' ', '2'}):60466
frozenset({' ', '6', '2'}):60160
frozenset({'0', '1', '2'}):57757
frozenset({'5', '8', '2'}):59836
frozenset({'4', '1', '7'}):59676
frozenset({' ', '8', '6'}):60449
frozenset({'3', '5', '2'}):59489
frozenset({'7', '9', '2'}):59767
frozenset({'4', '9', '6'}):59365
frozenset({'0', ' ', '3'}):58664
frozenset({'3', '1', '6'}):59024
frozenset({' ', '8', '2'}):60752
frozenset({'4', '7', '6'}):59517
frozenset({'4', '5', '3'}):59575
frozenset({'0', '8', '6'}):57857
frozenset({' ', '1', '8'}):60597
frozenset({'1', '2', '3'}):59301
frozenset({'5', '7', '6'}):59460
frozenset({'4', ' ', '0'}):58823
frozenset({'6', '9', '3'}):59168
frozenset({'5', '9', '3'}):59535
frozenset({' ', '7', '2'}):60638
frozenset({'0', '5', '2'}):57969
frozenset({' ', '1', '2'}):60324
frozenset({'0', '1', '6'}):57582
frozenset({' ', '5', '9'}):60656
frozenset({' ', '9', '3'}):60423
frozenset({'0', '1', '7'}):57932
frozenset({' ', '5', '7'}):60768
frozenset({'7', '9', '8'}):60007
frozenset({'5', '8', '3'}):59747
frozenset({'4', '7', '8'}):60008
frozenset({'5', '1', '8'}):59714
frozenset({'0', '5', '9'}):58102
frozenset({'0', '7', '3'}):58023
frozenset({' ', '1', '9'}):60497
frozenset({'6', '8', '2'}):59492
frozenset({'0', '9', '6'}):57753
frozenset({'7', '6', '3'}):59299
frozenset({'1', '9', '2'}):59547
frozenset({'0', '1', '8'}):57959
frozenset({'4', ' ', '8'}):60808
frozenset({'3', '6', '2'}):59132
frozenset({'0', '7', '8'}):58250
frozenset({'5', '1', '7'}):59650
frozenset({'1', '7', '9'}):59685
frozenset({'1', '7', '3'}):59451
frozenset({'0', ' ', '9'}):58856
frozenset({'5', '1', '9'}):59598
frozenset({'1', '9', '6'}):59296
frozenset({'5', '9', '2'}):59672
frozenset({'4', '2', '6'}):59244
frozenset({' ', '8', '3'}):60610
frozenset({'4', '5', '2'}):59544
frozenset({'4', '5', '1'}):59557
frozenset({'0', '9', '3'}):57931
frozenset({' ', '1', '7'}):60534
frozenset({'0', '5', '3'}):57957
frozenset({'4', '5', ' '}):60596
frozenset({'0', '7', '6'}):57770
frozenset({'4', '9', '8'}):59869
frozenset({'7', '8', '3'}):59819
frozenset({'5', '8', '6'}):59506
frozenset({'9', '8', '6'}):59580
frozenset({'4', '0', '3'}):57919
frozenset({'1', '8', '2'}):59629
frozenset({' ', '7', '6'}):60387
frozenset({'4', '0', '6'}):57690
frozenset({'3', '0', '2'}):57835
frozenset({'1', '8', '6'}):59402
frozenset({' ', '9', '2'}):60614
frozenset({'0', ' ', '8'}):58948
frozenset({'4', ' ', '7'}):60771
frozenset({'4', '1', '3'}):59400
frozenset({'0', '8', '2'}):58076
frozenset({' ', '5', '8'}):60855
frozenset({'4', '2', '3'}):59466
frozenset({'4', '1', '2'}):59438
frozenset({'4', '5', '6'}):59300
frozenset({'4', '3', '6'}):59177
frozenset({'4', '5', '7'}):59829
frozenset({'4', '7', '9'}):59832
frozenset({'0', '9', '8'}):58193
frozenset({'1', '7', '2'}):59526
frozenset({'4', '1', '9'}):59614
frozenset({'5', '7', '9'}):59827
frozenset({'8', '2', '3'}):59668
frozenset({'4', ' ', '6'}):60221
frozenset({'4', '1', '0'}):57892
frozenset({'4', '0', '2'}):57907
frozenset({'1', '7', '8'}):59790
frozenset({'0', '9', '2'}):58010
frozenset({'0', '5', '1'}):57873
frozenset({' ', '7', '3'}):60568
frozenset({'0', '1', '9'}):57940
frozenset({'4', ' ', '1'}):60452
frozenset({' ', '3', '4', '5'}):59575
frozenset({' ', '4', '7', '9'}):59832
frozenset({'2', '5', '8', '6'}):58639
frozenset({' ', '0', '5', '1'}):57873
frozenset({'4', '1', '7', '9'}):58907
frozenset({'4', '1', '0', '8'}):57323
frozenset({'2', '0', '1', '8'}):57219
frozenset({' ', '1', '8', '6'}):59402
frozenset({'2', '3', '1', '9'}):58603
frozenset({'4', '5', '1', '6'}):58455
frozenset({'1', '7', '9', '8'}):59018
frozenset({' ', '2', '4', '1'}):59438
frozenset({'3', '7', '8', '6'}):58704
frozenset({'5', '9', '8', '6'}):58742
frozenset({' ', '2', '4', '7'}):59700
frozenset({'7', '9', '8', '6'}):58910
frozenset({' ', '2', '4', '5'}):59544
frozenset({'3', '0', '5', '7'}):57383
frozenset({'3', '5', '7', '6'}):58528
frozenset({' ', '3', '4', '0'}):57919
frozenset({'2', '4', '7', '9'}):58917
frozenset({' ', '5', '8', '6'}):59506
frozenset({'2', '3', '4', '5'}):58677
frozenset({'2', '5', '7', '9'}):58928
frozenset({' ', '4', '8', '6'}):59528
frozenset({' ', '3', '0', '9'}):57931
frozenset({' ', '0', '5', '7'}):58160
frozenset({' ', '3', '0', '7'}):58023
frozenset({'0', '5', '9', '8'}):57546
frozenset({'4', '0', '9', '8'}):57500
frozenset({' ', '2', '3', '9'}):59507
frozenset({'2', '0', '9', '6'}):57056
frozenset({'3', '4', '1', '8'}):58740
frozenset({' ', '2', '1', '9'}):59547
frozenset({'0', '4', '7', '9'}):57467
frozenset({' ', '4', '0', '8'}):58182
frozenset({'2', '3', '0', '6'}):56859
frozenset({' ', '2', '3', '1'}):59301
frozenset({'2', '0', '1', '9'}):57212
frozenset({'2', '3', '7', '8'}):58964
frozenset({'2', '5', '9', '8'}):59056
frozenset({' ', '4', '7', '6'}):59517
frozenset({' ', '0', '1', '9'}):57940
frozenset({'3', '4', '5', '1'}):58656
frozenset({'2', '1', '9', '6'}):58512
frozenset({'5', '1', '7', '6'}):58569
frozenset({'0', '1', '7', '8'}):57358
frozenset({' ', '3', '0', '1'}):57706
frozenset({'4', '1', '9', '6'}):58521
frozenset({'4', '5', '1', '9'}):58812
frozenset({'0', '5', '7', '6'}):57119
frozenset({'3', '0', '9', '6'}):56933
frozenset({'1', '7', '8', '6'}):58743
frozenset({'3', '7', '9', '8'}):58968
frozenset({'2', '4', '8', '6'}):58641
frozenset({' ', '5', '7', '9'}):59827
frozenset({' ', '5', '9', '8'}):59917
frozenset({'2', '4', '7', '6'}):58621
frozenset({' ', '3', '7', '8'}):59819
frozenset({' ', '4', '9', '8'}):59869
frozenset({'2', '5', '7', '6'}):58576
frozenset({'3', '4', '5', '7'}):58916
frozenset({'3', '4', '7', '9'}):58871
frozenset({'3', '4', '5', '9'}):58750
frozenset({'0', '5', '8', '6'}):57203
frozenset({' ', '2', '3', '0'}):57835
frozenset({'4', '0', '8', '6'}):57188
frozenset({'2', '0', '7', '8'}):57458
frozenset({' ', '3', '4', '7'}):59708
frozenset({'4', '5', '1', '0'}):57254
frozenset({' ', '2', '3', '6'}):59132
frozenset({'2', '0', '5', '7'}):57357
frozenset({'2', '3', '0', '9'}):57217
frozenset({'2', '0', '5', '1'}):57129
frozenset({'2', '0', '1', '6'}):56872
frozenset({' ', '0', '1', '6'}):57582
frozenset({'1', '7', '9', '6'}):58628
frozenset({'5', '1', '7', '9'}):58884
frozenset({'3', '5', '1', '7'}):58720
frozenset({' ', '5', '1', '8'}):59714
frozenset({'2', '4', '1', '8'}):58804
frozenset({'0', '5', '7', '9'}):57481
frozenset({'2', '4', '9', '8'}):58987
frozenset({' ', '5', '7', '6'}):59460
frozenset({'4', '0', '8', '7'}):57575
frozenset({' ', '2', '0', '6'}):57612
frozenset({'3', '0', '9', '8'}):57335
frozenset({'0', '5', '7', '8'}):57617
frozenset({' ', '2', '3', '8'}):59668
frozenset({'3', '4', '7', '6'}):58570
frozenset({' ', '2', '5', '8'}):59836
frozenset({'4', '7', '9', '6'}):58731
frozenset({'3', '4', '5', '6'}):58394
frozenset({'2', '3', '5', '7'}):58824
frozenset({' ', '3', '8', '6'}):59333
frozenset({' ', '0', '5', '4'}):58089
frozenset({'3', '5', '9', '6'}):58389
frozenset({'2', '3', '5', '8'}):58896
frozenset({'2', '0', '5', '6'}):56966
frozenset({'2', '3', '1', '8'}):58690
frozenset({' ', '2', '3', '7'}):59588
frozenset({'4', '7', '8', '6'}):58897
frozenset({' ', '2', '5', '9'}):59672
frozenset({'4', '3', '0', '1'}):57082
frozenset({'3', '4', '1', '6'}):58319
frozenset({'2', '4', '1', '7'}):58754
frozenset({'2', '1', '7', '6'}):58522
frozenset({' ', '1', '7', '6'}):59369
frozenset({' ', '5', '1', '7'}):59650
frozenset({' ', '3', '5', '7'}):59698
frozenset({'0', '5', '1', '9'}):57278
frozenset({'3', '0', '5', '1'}):57091
frozenset({'1', '9', '8', '6'}):58662
frozenset({'2', '3', '4', '0'}):57149
frozenset({'0', '5', '9', '6'}):57091
frozenset({' ', '2', '0', '5'}):57969
frozenset({' ', '2', '0', '9'}):58010
frozenset({'3', '0', '8', '6'}):57032
frozenset({' ', '2', '0', '4'}):57907
frozenset({' ', '0', '5', '6'}):57693
frozenset({' ', '3', '4', '8'}):59730
frozenset({'0', '9', '8', '6'}):57235
frozenset({' ', '3', '9', '8'}):59669
frozenset({'2', '3', '8', '6'}):58548
frozenset({'2', '0', '5', '9'}):57352
frozenset({'2', '5', '1', '8'}):58848
frozenset({'3', '0', '4', '6'}):56893
frozenset({'0', '4', '9', '6'}):57080
frozenset({'4', '5', '1', '8'}):58904
frozenset({'3', '4', '5', '8'}):58940
frozenset({' ', '2', '5', '6'}):59224
frozenset({'4', '7', '9', '8'}):59157
frozenset({'2', '9', '8', '6'}):58781
frozenset({' ', '4', '5', '7'}):59829
frozenset({' ', '3', '4', '9'}):59554
frozenset({' ', '2', '1', '8'}):59629
frozenset({'3', '4', '1', '9'}):58659
frozenset({'2', '4', '1', '6'}):58414
frozenset({' ', '4', '1', '8'}):59701
frozenset({'2', '1', '7', '9'}):58811
frozenset({' ', '1', '7', '9'}):59685
frozenset({' ', '0', '7', '8'}):58250
frozenset({'3', '1', '9', '8'}):58725
frozenset({'2', '3', '4', '8'}):58845
frozenset({'0', '5', '1', '6'}):56930
frozenset({'0', '1', '7', '9'}):57333
frozenset({' ', '7', '9', '6'}):59527
frozenset({'2', '4', '5', '8'}):58934
frozenset({'3', '5', '8', '6'}):58551
frozenset({'4', '2', '0', '1'}):57112
frozenset({'3', '9', '8', '6'}):58556
frozenset({' ', '5', '1', '6'}):59209
frozenset({' ', '3', '1', '7'}):59451
frozenset({'3', '7', '9', '6'}):58531
frozenset({'2', '3', '5', '9'}):58719
frozenset({' ', '0', '5', '9'}):58102
frozenset({'4', '5', '0', '8'}):57545
frozenset({'2', '4', '7', '3'}):58810
frozenset({'2', '3', '9', '8'}):58885
frozenset({' ', '2', '5', '7'}):59716
frozenset({'2', '3', '0', '1'}):57010
frozenset({'4', '5', '8', '6'}):58694
frozenset({'4', '9', '8', '6'}):58744
frozenset({' ', '2', '7', '9'}):59767
frozenset({'3', '4', '5', '0'}):57296
frozenset({' ', '4', '1', '7'}):59676
frozenset({'3', '4', '0', '9'}):57253
frozenset({'4', '1', '9', '8'}):58940
frozenset({'2', '0', '7', '6'}):57020
frozenset({' ', '2', '1', '7'}):59526
frozenset({' ', '3', '4', '6'}):59177
frozenset({'4', '5', '1', '7'}):58882
frozenset({' ', '1', '7', '8'}):59790
frozenset({'2', '4', '1', '9'}):58740
frozenset({'5', '1', '9', '6'}):58497
frozenset({'3', '0', '1', '8'}):57131
frozenset({'2', '5', '1', '7'}):58752
frozenset({'3', '5', '1', '8'}):58752
frozenset({'2', '4', '5', '0'}):57277
frozenset({'3', '1', '8', '6'}):58411
frozenset({'0', '1', '9', '6'}):57002
frozenset({'0', '1', '7', '6'}):57004
frozenset({'3', '5', '9', '8'}):58891
frozenset({' ', '5', '1', '9'}):59598
frozenset({'2', '0', '5', '8'}):57455
frozenset({'2', '0', '9', '8'}):57457
frozenset({'2', '3', '9', '6'}):58429
frozenset({'2', '3', '5', '6'}):58349
frozenset({' ', '0', '7', '6'}):57770
frozenset({' ', '0', '9', '6'}):57753
frozenset({'4', '5', '7', '9'}):58989
frozenset({' ', '2', '8', '6'}):59492
frozenset({' ', '2', '0', '7'}):58005
frozenset({' ', '3', '5', '8'}):59747
frozenset({' ', '2', '7', '6'}):59405
frozenset({'4', '5', '9', '8'}):59037
frozenset({'4', '1', '8', '6'}):58626
frozenset({'2', '3', '0', '5'}):57216
frozenset({'2', '0', '7', '9'}):57374
frozenset({'2', '5', '1', '6'}):58384
frozenset({'2', '4', '5', '1'}):58651
frozenset({'3', '1', '9', '6'}):58304
frozenset({' ', '4', '0', '1'}):57892
frozenset({'3', '1', '7', '6'}):58401
frozenset({' ', '2', '0', '1'}):57757
frozenset({'3', '4', '1', '7'}):58734
frozenset({' ', '2', '3', '4'}):59466
frozenset({' ', '0', '9', '8'}):58193
frozenset({'3', '1', '7', '8'}):58797
frozenset({' ', '0', '5', '8'}):58235
frozenset({' ', '0', '4', '7'}):58151
frozenset({'2', '0', '8', '6'}):57113
frozenset({'2', '3', '4', '9'}):58699
frozenset({'3', '4', '0', '8'}):57348
frozenset({' ', '9', '8', '6'}):59580
frozenset({'2', '4', '5', '7'}):58867
frozenset({' ', '0', '7', '9'}):58159
frozenset({'4', '5', '9', '6'}):58546
frozenset({' ', '3', '0', '5'}):57957
frozenset({' ', '2', '7', '8'}):59923
frozenset({'3', '4', '9', '6'}):58417
frozenset({' ', '2', '9', '8'}):59893
frozenset({'4', '5', '7', '6'}):58686
frozenset({'3', '0', '7', '8'}):57434
frozenset({'5', '7', '9', '6'}):58698
frozenset({' ', '2', '4', '8'}):59750
frozenset({'1', '0', '4', '9'}):57297
frozenset({'4', '1', '7', '8'}):59006
frozenset({'2', '1', '9', '8'}):58918
frozenset({'2', '1', '7', '8'}):58901
frozenset({'3', '4', '8', '6'}):58571
frozenset({'2', '5', '1', '9'}):58756
frozenset({'3', '5', '1', '6'}):58280
frozenset({'3', '1', '7', '9'}):58703
frozenset({' ', '0', '1', '7'}):57932
frozenset({'3', '0', '5', '6'}):56913
frozenset({'0', '7', '9', '6'}):57167
frozenset({' ', '3', '1', '6'}):59024
frozenset({'3', '5', '7', '8'}):59067
frozenset({' ', '3', '7', '9'}):59640
frozenset({' ', '3', '5', '9'}):59535
frozenset({'0', '5', '1', '7'}):57285
frozenset({'5', '1', '9', '8'}):58946
frozenset({' ', '0', '8', '6'}):57857
frozenset({'2', '0', '4', '7'}):57320
frozenset({'3', '0', '7', '6'}):56985
frozenset({'2', '3', '4', '6'}):58366
frozenset({'2', '3', '0', '8'}):57289
frozenset({' ', '0', '4', '6'}):57690
frozenset({'2', '7', '8', '6'}):58813
frozenset({' ', '4', '5', '9'}):59691
frozenset({'4', '1', '0', '6'}):56954
frozenset({'2', '0', '7', '3'}):57261
frozenset({' ', '2', '5', '1'}):59455
frozenset({' ', '2', '0', '8'}):58076
frozenset({'2', '1', '8', '6'}):58577
frozenset({' ', '4', '1', '6'}):59257
frozenset({'0', '5', '4', '6'}):57047
frozenset({' ', '4', '5', '1'}):59557
frozenset({'4', '5', '7', '8'}):59181
frozenset({' ', '2', '9', '6'}):59389
frozenset({'3', '4', '9', '8'}):58887
frozenset({'0', '1', '8', '6'}):57057
frozenset({'0', '5', '1', '8'}):57332
frozenset({'2', '3', '1', '7'}):58625
frozenset({'3', '5', '1', '9'}):58633
frozenset({'3', '0', '5', '9'}):57284
frozenset({' ', '3', '1', '9'}):59384
frozenset({'2', '0', '4', '6'}):56934
frozenset({' ', '3', '0', '8'}):58017
frozenset({' ', '0', '1', '8'}):57959
frozenset({'3', '0', '1', '7'}):57144
frozenset({' ', '3', '7', '6'}):59299
frozenset({' ', '5', '9', '6'}):59359
frozenset({'2', '4', '7', '8'}):59054
frozenset({'3', '0', '1', '9'}):57126
frozenset({' ', '3', '5', '6'}):59141
frozenset({' ', '3', '9', '6'}):59168
frozenset({'5', '7', '8', '6'}):58866
frozenset({' ', '2', '4', '9'}):59627
frozenset({'5', '1', '8', '6'}):58594
frozenset({'3', '0', '7', '9'}):57349
frozenset({'0', '7', '9', '8'}):57564
frozenset({'3', '0', '5', '8'}):57419
frozenset({'2', '3', '7', '9'}):58806
frozenset({' ', '7', '8', '6'}):59698
frozenset({'2', '4', '5', '9'}):58793
frozenset({' ', '4', '0', '9'}):58079
frozenset({'2', '5', '7', '8'}):59114
frozenset({' ', '4', '9', '6'}):59365
frozenset({' ', '4', '5', '6'}):59300
frozenset({'2', '7', '9', '8'}):59132
frozenset({' ', '2', '3', '5'}):59489
frozenset({'2', '0', '1', '7'}):57151
frozenset({'0', '5', '4', '7'}):57490
frozenset({' ', '3', '4', '1'}):59400
frozenset({' ', '4', '1', '9'}):59614
frozenset({'0', '3', '4', '7'}):57352
frozenset({'4', '5', '0', '9'}):57417
frozenset({'0', '4', '7', '1'}):57305
frozenset({'4', '1', '7', '6'}):58629
frozenset({'0', '1', '9', '8'}):57362
frozenset({' ', '3', '1', '8'}):59480
frozenset({' ', '1', '9', '8'}):59744
frozenset({'4', '2', '3', '1'}):58559
frozenset({'2', '3', '1', '6'}):58276
frozenset({'2', '3', '5', '1'}):58566
frozenset({' ', '3', '5', '1'}):59378
frozenset({'5', '1', '7', '8'}):59014
frozenset({'2', '4', '0', '9'}):57293
frozenset({'3', '0', '1', '6'}):56783
frozenset({'5', '7', '9', '8'}):59181
frozenset({' ', '2', '4', '6'}):59244
frozenset({' ', '1', '9', '6'}):59296
frozenset({'3', '5', '7', '9'}):58856
frozenset({'0', '7', '8', '6'}):57265
frozenset({'2', '7', '9', '6'}):58686
frozenset({' ', '4', '5', '8'}):59872
frozenset({' ', '3', '0', '6'}):57536
frozenset({'2', '4', '0', '8'}):57361
frozenset({'2', '5', '9', '6'}):58543
frozenset({' ', '4', '7', '8'}):60008
frozenset({'2', '3', '7', '6'}):58496
frozenset({' ', '7', '9', '8'}):60007
frozenset({'2', '4', '5', '6'}):58409
frozenset({' ', '5', '7', '8'}):60043
frozenset({'2', '4', '9', '6'}):58539
frozenset({'3', '4', '7', '8'}):59045
frozenset({' ', '2', '1', '6'}):59187
frozenset({'0', '4', '7', '6'}):57127
frozenset({'4', '8', '6', '3', '1'}):57759
frozenset({'2', ' ', '3', '1', '7'}):58625
frozenset({'4', '0', '8', ' ', '3'}):57348
frozenset({'2', '0', '4', '8', '7'}):56827
frozenset({'0', '9', '6', ' ', '5'}):57091
frozenset({'2', '4', '0', ' ', '3'}):57149
frozenset({'2', '9', '3', '5', '7'}):58104
frozenset({'4', '8', '6', ' ', '3'}):58571
frozenset({'2', '0', ' ', '5', '7'}):57357
frozenset({'4', '0', '9', '8', '6'}):56624
frozenset({'2', '4', '6', '5', '7'}):57860
frozenset({'4', '0', '8', '6', '3'}):56442
frozenset({'2', '0', '9', '6', ' '}):57056
frozenset({'4', '0', '8', '5', '7'}):56999
frozenset({'0', '6', ' ', '3', '5'}):56913
frozenset({'2', '8', '6', ' ', '7'}):58813
frozenset({'0', '6', '5', '1', '7'}):56419
frozenset({'2', '4', '0', '3', '5'}):56595
frozenset({'0', '9', '8', ' ', '5'}):57546
frozenset({'9', '8', '3', '1', '7'}):58111
frozenset({'2', '4', '0', '6', '7'}):56428
frozenset({'0', '9', '3', '5', '7'}):56762
frozenset({'2', '4', '8', '6', '1'}):57855
frozenset({'9', ' ', '5', '1', '7'}):58884
frozenset({'2', '4', '6', ' ', '7'}):58621
frozenset({'2', '4', '0', '1', '7'}):56578
frozenset({'2', '4', ' ', '5', '7'}):58867
frozenset({'9', '8', ' ', '5', '1'}):58946
frozenset({'2', '0', ' ', '5', '1'}):57129
frozenset({'2', '4', '6', '1', '7'}):57850
frozenset({'2', '6', '3', '1', '7'}):57710
frozenset({'0', '8', '6', '5', '1'}):56472
frozenset({'2', '0', '8', '1', '7'}):56665
frozenset({'4', '9', ' ', '5', '1'}):58812
frozenset({'2', '8', '6', '1', '7'}):57972
frozenset({'4', ' ', '3', '1', '7'}):58734
frozenset({'4', '0', '6', '3', '7'}):56411
frozenset({'2', '0', '9', '5', '7'}):56776
frozenset({'4', '0', '8', '6', ' '}):57188
frozenset({'2', '8', '3', '5', '7'}):58288
frozenset({'4', '9', '6', ' ', '3'}):58417
frozenset({'0', '4', '6', '1', '7'}):56448
frozenset({'4', '9', ' ', '3', '5'}):58750
frozenset({'4', '0', '6', '5', '1'}):56372
frozenset({'2', '8', '6', '3', '7'}):57974
frozenset({'2', '9', '8', '3', '5'}):58173
frozenset({'2', '9', '8', '6', '7'}):58152
frozenset({'4', '6', ' ', '3', '7'}):58570
frozenset({'4', '0', '9', '6', '1'}):56427
frozenset({'2', '9', '6', ' ', '3'}):58429
frozenset({'4', '8', '3', '5', '7'}):58343
frozenset({'4', '9', '8', '3', '1'}):58060
frozenset({'4', '8', '3', '5', '1'}):58071
frozenset({'4', '9', ' ', '1', '7'}):58907
frozenset({'2', '8', '6', '5', '1'}):57841
frozenset({'4', '0', '9', '3', '5'}):56677
frozenset({'0', '4', '9', '6', '7'}):56572
frozenset({'2', '0', '8', ' ', '5'}):57455
frozenset({'2', '8', ' ', '3', '7'}):58964
frozenset({'4', '9', '6', '3', '5'}):57704
