frozenset({'2'}):3340
frozenset({'4'}):3362
frozenset({'0'}):3034
frozenset({'9'}):3369
frozenset({'8'}):3409
frozenset({'6'}):3264
frozenset({' '}):3566
frozenset({'3'}):3325
frozenset({'5'}):3359
frozenset({'1'}):3320
frozenset({'7'}):3386
frozenset({'1', '6'}):3084
frozenset({' ', '7'}):3386
frozenset({'7', '3'}):3180
frozenset({'8', '3'}):3191
frozenset({'4', '8'}):3226
frozenset({'5', '2'}):3164
frozenset({' ', '2'}):3340
frozenset({'4', '6'}):3098
frozenset({'0', '9'}):2901
frozenset({'5', '3'}):3163
frozenset({'7', '9'}):3206
frozenset({'4', '5'}):3184
frozenset({'4', '3'}):3167
frozenset({' ', '8'}):3409
frozenset({'6', '2'}):3090
frozenset({'4', '2'}):3168
frozenset({'8', '6'}):3146
frozenset({'1', '3'}):3119
frozenset({' ', '5'}):3359
frozenset({'1', '9'}):3167
frozenset({' ', '3'}):3325
frozenset({'4', ' '}):3362
frozenset({'1', '2'}):3139
frozenset({'5', '8'}):3228
frozenset({'3', '2'}):3147
frozenset({'0', '5'}):2895
frozenset({'7', '6'}):3138
frozenset({' ', '1'}):3320
frozenset({'5', '7'}):3211
frozenset({' ', '9'}):3369
frozenset({'9', '3'}):3158
frozenset({'0', '7'}):2904
frozenset({'4', '0'}):2903
frozenset({'5', '9'}):3189
frozenset({'7', '8'}):3248
frozenset({'0', '8'}):2910
frozenset({'9', '8'}):3227
frozenset({'0', '2'}):2870
frozenset({'1', '7'}):3174
frozenset({'4', '1'}):3164
frozenset({'8', '2'}):3218
frozenset({'4', '9'}):3181
frozenset({'0', '6'}):2798
frozenset({'0', ' '}):3034
frozenset({'5', '1'}):3151
frozenset({'4', '7'}):3212
frozenset({'9', '2'}):3181
frozenset({'1', '8'}):3197
frozenset({'7', '2'}):3193
frozenset({' ', '6'}):3264
frozenset({'3', '6'}):3054
frozenset({'0', '1'}):2852
frozenset({'9', '6'}):3114
frozenset({'0', '3'}):2867
frozenset({'5', '6'}):3084
frozenset({' ', '8', '2'}):3218
frozenset({'4', '7', '6'}):2994
frozenset({'4', '5', '3'}):3020
frozenset({'0', '8', '6'}):2707
frozenset({' ', '1', '8'}):3197
frozenset({'1', '2', '3'}):2976
frozenset({'5', '7', '6'}):2981
frozenset({'4', ' ', '0'}):2903
frozenset({'6', '9', '3'}):2930
frozenset({'5', '9', '3'}):3013
frozenset({' ', '7', '2'}):3193
frozenset({'0', '5', '2'}):2753
frozenset({' ', '1', '2'}):3139
frozenset({'0', '1', '6'}):2665
frozenset({' ', '5', '9'}):3189
frozenset({' ', '9', '3'}):3158
frozenset({'0', '1', '7'}):2744
frozenset({' ', '5', '7'}):3211
frozenset({'7', '9', '8'}):3083
frozenset({'5', '8', '3'}):3051
frozenset({'4', '7', '8'}):3091
frozenset({'5', '1', '8'}):3043
frozenset({'0', '5', '9'}):2775
frozenset({'0', '7', '3'}):2759
frozenset({' ', '1', '9'}):3167
frozenset({'6', '8', '2'}):2992
frozenset({'0', '9', '6'}):2695
frozenset({'7', '6', '3'}):2952
frozenset({'1', '9', '2'}):3011
frozenset({'0', '1', '8'}):2751
frozenset({'4', ' ', '8'}):3226
frozenset({'3', '6', '2'}):2920
frozenset({'0', '7', '8'}):2795
frozenset({'5', '1', '7'}):3027
frozenset({'1', '7', '9'}):3033
frozenset({'1', '7', '3'}):2997
frozenset({'0', ' ', '9'}):2901
frozenset({'5', '1', '9'}):3015
frozenset({'1', '9', '6'}):2958
frozenset({'5', '9', '2'}):3023
frozenset({'4', '2', '6'}):2942
frozenset({' ', '8', '3'}):3191
frozenset({'4', '5', '2'}):3014
frozenset({'4', '5', '1'}):3014
frozenset({'0', '9', '3'}):2752
frozenset({' ', '1', '7'}):3174
frozenset({'0', '5', '3'}):2754
frozenset({'4', '5', ' '}):3184
frozenset({'0', '7', '6'}):2697
frozenset({'4', '9', '8'}):3058
frozenset({'7', '8', '3'}):3061
frozenset({'5', '8', '6'}):2983
frozenset({'9', '8', '6'}):3008
frozenset({'4', '0', '3'}):2750
frozenset({'1', '8', '2'}):3034
frozenset({' ', '7', '6'}):3138
frozenset({'4', '0', '6'}):2687
frozenset({'3', '0', '2'}):2729
frozenset({'1', '8', '6'}):2981
frozenset({' ', '9', '2'}):3181
frozenset({'0', ' ', '8'}):2910
frozenset({'4', ' ', '7'}):3212
frozenset({'4', '1', '3'}):2995
frozenset({'0', '8', '2'}):2770
frozenset({' ', '5', '8'}):3228
frozenset({'4', '2', '3'}):3007
frozenset({'4', '1', '2'}):3002
frozenset({'4', '5', '6'}):2945
frozenset({'4', '3', '6'}):2923
frozenset({'4', '5', '7'}):3059
frozenset({'4', '7', '9'}):3047
frozenset({'0', '9', '8'}):2786
frozenset({'1', '7', '2'}):3011
frozenset({'4', '1', '9'}):3020
frozenset({'5', '7', '9'}):3050
frozenset({'8', '2', '3'}):3040
frozenset({'4', ' ', '6'}):3098
frozenset({'4', '1', '0'}):2751
frozenset({'4', '0', '2'}):2752
frozenset({'1', '7', '8'}):3064
frozenset({'0', '9', '2'}):2760
frozenset({'0', '5', '1'}):2735
frozenset({' ', '7', '3'}):3180
frozenset({'0', '1', '9'}):2749
frozenset({'4', ' ', '1'}):3164
frozenset({' ', '3', '4', '5'}):3020
frozenset({' ', '4', '7', '9'}):3047
frozenset({'2', '5', '8', '6'}):2843
frozenset({' ', '0', '5', '1'}):2735
frozenset({'4', '1', '7', '9'}):2903
frozenset({'4', '1', '0', '8'}):2659
frozenset({'2', '0', '1', '8'}):2630
frozenset({' ', '1', '8', '6'}):2981
frozenset({'2', '3', '1', '9'}):2865
frozenset({'4', '5', '1', '6'}):2809
frozenset({'1', '7', '9', '8'}):2934
frozenset({' ', '2', '4', '1'}):3002
frozenset({'3', '7', '8', '6'}):2863
frozenset({'5', '9', '8', '6'}):2863
frozenset({' ', '2', '4', '7'}):3044
frozenset({'7', '9', '8', '6'}):2906
frozenset({' ', '2', '4', '5'}):3014
frozenset({'3', '0', '5', '7'}):2660
frozenset({'3', '5', '7', '6'}):2830
frozenset({' ', '3', '4', '0'}):2750
frozenset({'2', '4', '7', '9'}):2906
frozenset({' ', '5', '8', '6'}):2983
frozenset({'2', '3', '4', '5'}):2877
frozenset({'2', '5', '7', '9'}):2906
frozenset({' ', '4', '8', '6'}):2993
frozenset({' ', '3', '0', '9'}):2752
frozenset({' ', '0', '5', '7'}):2783
frozenset({' ', '3', '0', '7'}):2759
frozenset({'0', '5', '9', '8'}):2679
frozenset({'4', '0', '9', '8'}):2677
frozenset({' ', '2', '3', '9'}):3007
frozenset({'2', '0', '9', '6'}):2585
frozenset({'3', '4', '1', '8'}):2894
frozenset({' ', '2', '1', '9'}):3011
frozenset({'0', '4', '7', '9'}):2671
frozenset({' ', '4', '0', '8'}):2793
frozenset({'2', '3', '0', '6'}):2546
frozenset({' ', '2', '3', '1'}):2976
frozenset({'2', '0', '1', '9'}):2630
frozenset({'2', '3', '7', '8'}):2932
frozenset({'2', '5', '9', '8'}):2925
frozenset({' ', '4', '7', '6'}):2994
frozenset({' ', '0', '1', '9'}):2749
frozenset({'3', '4', '5', '1'}):2870
frozenset({'2', '1', '9', '6'}):2833
frozenset({'5', '1', '7', '6'}):2834
frozenset({'0', '1', '7', '8'}):2655
frozenset({' ', '3', '0', '1'}):2708
frozenset({'4', '1', '9', '6'}):2825
frozenset({'4', '5', '1', '9'}):2885
frozenset({'0', '5', '7', '6'}):2590
frozenset({'3', '0', '9', '6'}):2566
frozenset({'1', '7', '8', '6'}):2882
frozenset({'3', '7', '9', '8'}):2919
frozenset({'2', '4', '8', '6'}):2851
frozenset({' ', '5', '7', '9'}):3050
frozenset({' ', '5', '9', '8'}):3070
frozenset({'2', '4', '7', '6'}):2851
frozenset({' ', '3', '7', '8'}):3061
frozenset({' ', '4', '9', '8'}):3058
frozenset({'2', '5', '7', '6'}):2839
frozenset({'3', '4', '5', '7'}):2911
frozenset({'3', '4', '7', '9'}):2896
frozenset({'3', '4', '5', '9'}):2881
frozenset({'0', '5', '8', '6'}):2599
frozenset({' ', '2', '3', '0'}):2729
frozenset({'4', '0', '8', '6'}):2606
frozenset({'2', '0', '7', '8'}):2675
frozenset({' ', '3', '4', '7'}):3036
frozenset({'4', '5', '1', '0'}):2647
frozenset({' ', '2', '3', '6'}):2920
frozenset({'2', '0', '5', '7'}):2657
frozenset({'2', '3', '0', '9'}):2632
frozenset({'2', '0', '5', '1'}):2613
frozenset({'2', '0', '1', '6'}):2552
frozenset({' ', '0', '1', '6'}):2665
frozenset({'1', '7', '9', '6'}):2853
frozenset({'5', '1', '7', '9'}):2898
frozenset({'3', '5', '1', '7'}):2880
frozenset({' ', '5', '1', '8'}):3043
frozenset({'2', '4', '1', '8'}):2902
frozenset({'0', '5', '7', '9'}):2668
frozenset({'2', '4', '9', '8'}):2916
frozenset({' ', '5', '7', '6'}):2981
frozenset({'4', '0', '8', '7'}):2692
frozenset({' ', '2', '0', '6'}):2669
frozenset({'3', '0', '9', '8'}):2648
frozenset({'0', '5', '7', '8'}):2692
frozenset({' ', '2', '3', '8'}):3040
frozenset({'3', '4', '7', '6'}):2834
frozenset({' ', '2', '5', '8'}):3060
frozenset({'4', '7', '9', '6'}):2860
frozenset({'3', '4', '5', '6'}):2796
frozenset({'2', '3', '5', '7'}):2906
frozenset({' ', '3', '8', '6'}):2952
frozenset({' ', '0', '5', '4'}):2782
frozenset({'3', '5', '9', '6'}):2801
frozenset({'2', '3', '5', '8'}):2913
frozenset({'2', '0', '5', '6'}):2563
frozenset({'2', '3', '1', '8'}):2880
frozenset({' ', '2', '3', '7'}):3026
frozenset({'4', '7', '8', '6'}):2901
frozenset({' ', '2', '5', '9'}):3023
frozenset({'4', '3', '0', '1'}):2617
frozenset({'3', '4', '1', '6'}):2791
frozenset({'2', '4', '1', '7'}):2891
frozenset({'2', '1', '7', '6'}):2836
frozenset({' ', '1', '7', '6'}):2973
frozenset({' ', '5', '1', '7'}):3027
frozenset({' ', '3', '5', '7'}):3044
frozenset({'0', '5', '1', '9'}):2640
frozenset({'3', '0', '5', '1'}):2609
frozenset({'1', '9', '8', '6'}):2865
frozenset({'2', '3', '4', '0'}):2623
frozenset({'0', '5', '9', '6'}):2585
frozenset({' ', '2', '0', '5'}):2753
frozenset({' ', '2', '0', '9'}):2760
frozenset({'3', '0', '8', '6'}):2571
frozenset({' ', '2', '0', '4'}):2752
frozenset({' ', '0', '5', '6'}):2677
frozenset({' ', '3', '4', '8'}):3051
frozenset({'0', '9', '8', '6'}):2612
frozenset({' ', '3', '9', '8'}):3034
frozenset({'2', '3', '8', '6'}):2832
frozenset({'2', '0', '5', '9'}):2651
frozenset({'2', '5', '1', '8'}):2897
frozenset({'3', '0', '4', '6'}):2554
frozenset({'0', '4', '9', '6'}):2589
frozenset({'4', '5', '1', '8'}):2911
frozenset({'3', '4', '5', '8'}):2920
frozenset({' ', '2', '5', '6'}):2930
frozenset({'4', '7', '9', '8'}):2939
frozenset({'2', '9', '8', '6'}):2880
frozenset({' ', '4', '5', '7'}):3059
frozenset({' ', '3', '4', '9'}):3013
frozenset({' ', '2', '1', '8'}):3034
frozenset({'3', '4', '1', '9'}):2873
frozenset({'2', '4', '1', '6'}):2813
frozenset({' ', '4', '1', '8'}):3050
frozenset({'2', '1', '7', '9'}):2893
frozenset({' ', '1', '7', '9'}):3033
frozenset({' ', '0', '7', '8'}):2795
frozenset({'3', '1', '9', '8'}):2888
frozenset({'2', '3', '4', '8'}):2908
frozenset({'0', '5', '1', '6'}):2555
frozenset({'0', '1', '7', '9'}):2646
frozenset({' ', '7', '9', '6'}):2998
frozenset({'2', '4', '5', '8'}):2916
frozenset({'3', '5', '8', '6'}):2827
frozenset({'4', '2', '0', '1'}):2623
frozenset({'3', '9', '8', '6'}):2835
frozenset({' ', '5', '1', '6'}):2928
frozenset({' ', '3', '1', '7'}):2997
frozenset({'3', '7', '9', '6'}):2836
frozenset({'2', '3', '5', '9'}):2878
frozenset({' ', '0', '5', '9'}):2775
frozenset({'4', '5', '0', '8'}):2688
frozenset({'2', '4', '7', '3'}):2899
frozenset({'2', '3', '9', '8'}):2908
frozenset({' ', '2', '5', '7'}):3041
frozenset({'2', '3', '0', '1'}):2594
frozenset({'4', '5', '8', '6'}):2852
frozenset({'4', '9', '8', '6'}):2862
frozenset({' ', '2', '7', '9'}):3045
frozenset({'3', '4', '5', '0'}):2650
frozenset({' ', '4', '1', '7'}):3036
frozenset({'3', '4', '0', '9'}):2643
frozenset({'4', '1', '9', '8'}):2917
frozenset({'2', '0', '7', '6'}):2579
frozenset({' ', '2', '1', '7'}):3011
frozenset({' ', '3', '4', '6'}):2923
frozenset({'4', '5', '1', '7'}):2904
frozenset({' ', '1', '7', '8'}):3064
frozenset({'2', '4', '1', '9'}):2881
frozenset({'5', '1', '9', '6'}):2817
frozenset({'3', '0', '1', '8'}):2616
frozenset({'2', '5', '1', '7'}):2881
frozenset({'3', '5', '1', '8'}):2887
frozenset({'2', '4', '5', '0'}):2649
frozenset({'3', '1', '8', '6'}):2809
frozenset({'0', '1', '9', '6'}):2576
frozenset({'0', '1', '7', '6'}):2576
frozenset({'3', '5', '9', '8'}):2908
frozenset({' ', '5', '1', '9'}):3015
frozenset({'2', '0', '5', '8'}):2667
frozenset({'2', '0', '9', '8'}):2667
frozenset({'2', '3', '9', '6'}):2815
frozenset({'2', '3', '5', '6'}):2792
frozenset({' ', '0', '7', '6'}):2697
frozenset({' ', '0', '9', '6'}):2695
frozenset({'4', '5', '7', '9'}):2911
frozenset({' ', '2', '8', '6'}):2992
frozenset({' ', '2', '0', '7'}):2762
frozenset({' ', '3', '5', '8'}):3051
frozenset({' ', '2', '7', '6'}):2978
frozenset({'4', '5', '9', '8'}):2920
frozenset({'4', '1', '8', '6'}):2852
frozenset({'2', '3', '0', '5'}):2632
frozenset({'2', '0', '7', '9'}):2655
frozenset({'2', '5', '1', '6'}):2796
frozenset({'2', '4', '5', '1'}):2867
frozenset({'3', '1', '9', '6'}):2794
frozenset({' ', '4', '0', '1'}):2751
frozenset({'3', '1', '7', '6'}):2809
frozenset({' ', '2', '0', '1'}):2715
frozenset({'3', '4', '1', '7'}):2883
frozenset({' ', '2', '3', '4'}):3007
frozenset({' ', '0', '9', '8'}):2786
frozenset({'3', '1', '7', '8'}):2899
frozenset({' ', '0', '5', '8'}):2793
frozenset({' ', '0', '4', '7'}):2788
frozenset({'2', '0', '8', '6'}):2591
frozenset({'2', '3', '4', '9'}):2876
frozenset({'3', '4', '0', '8'}):2654
frozenset({' ', '9', '8', '6'}):3008
frozenset({'2', '4', '5', '7'}):2907
frozenset({' ', '0', '7', '9'}):2780
frozenset({'4', '5', '9', '6'}):2820
frozenset({' ', '3', '0', '5'}):2754
frozenset({' ', '2', '7', '8'}):3086
frozenset({'3', '4', '9', '6'}):2805
frozenset({' ', '2', '9', '8'}):3068
frozenset({'4', '5', '7', '6'}):2857
frozenset({'3', '0', '7', '8'}):2663
frozenset({'5', '7', '9', '6'}):2857
frozenset({' ', '2', '4', '8'}):3055
frozenset({'1', '0', '4', '9'}):2652
frozenset({'4', '1', '7', '8'}):2935
frozenset({'2', '1', '9', '8'}):2915
frozenset({'2', '1', '7', '8'}):2919
frozenset({'3', '4', '8', '6'}):2833
frozenset({'2', '5', '1', '9'}):2877
frozenset({'3', '5', '1', '6'}):2775
frozenset({'3', '1', '7', '9'}):2879
frozenset({' ', '0', '1', '7'}):2744
frozenset({'3', '0', '5', '6'}):2553
frozenset({'0', '7', '9', '6'}):2602
frozenset({' ', '3', '1', '6'}):2900
frozenset({'3', '5', '7', '8'}):2943
frozenset({' ', '3', '7', '9'}):3028
frozenset({' ', '3', '5', '9'}):3013
frozenset({'0', '5', '1', '7'}):2639
frozenset({'5', '1', '9', '8'}):2915
frozenset({' ', '0', '8', '6'}):2707
frozenset({'2', '0', '4', '7'}):2657
frozenset({'3', '0', '7', '6'}):2568
frozenset({'2', '3', '4', '6'}):2799
frozenset({'2', '3', '0', '8'}):2639
frozenset({' ', '0', '4', '6'}):2687
frozenset({'2', '7', '8', '6'}):2894
frozenset({' ', '4', '5', '9'}):3027
frozenset({'4', '1', '0', '6'}):2573
frozenset({'2', '0', '7', '3'}):2638
frozenset({' ', '2', '5', '1'}):2991
frozenset({' ', '2', '0', '8'}):2770
frozenset({'2', '1', '8', '6'}):2844
frozenset({' ', '4', '1', '6'}):2946
frozenset({'0', '5', '4', '6'}):2582
frozenset({' ', '4', '5', '1'}):3014
frozenset({'4', '5', '7', '8'}):2953
frozenset({' ', '2', '9', '6'}):2970
frozenset({'3', '4', '9', '8'}):2905
frozenset({'0', '1', '8', '6'}):2582
frozenset({'0', '5', '1', '8'}):2646
frozenset({'2', '3', '1', '7'}):2870
frozenset({'3', '5', '1', '9'}):2865
frozenset({'3', '0', '5', '9'}):2647
frozenset({' ', '3', '1', '9'}):2990
frozenset({'2', '0', '4', '6'}):2565
frozenset({' ', '3', '0', '8'}):2757
frozenset({' ', '0', '1', '8'}):2751
frozenset({'3', '0', '1', '7'}):2616
frozenset({' ', '3', '7', '6'}):2952
frozenset({' ', '5', '9', '6'}):2955
frozenset({'2', '4', '7', '8'}):2944
frozenset({'3', '0', '1', '9'}):2620
frozenset({' ', '3', '5', '6'}):2914
frozenset({' ', '3', '9', '6'}):2930
frozenset({'5', '7', '8', '6'}):2891
frozenset({' ', '2', '4', '9'}):3020
frozenset({'5', '1', '8', '6'}):2839
frozenset({'3', '0', '7', '9'}):2651
frozenset({'0', '7', '9', '8'}):2680
frozenset({'3', '0', '5', '8'}):2664
frozenset({'2', '3', '7', '9'}):2897
frozenset({' ', '7', '8', '6'}):3034
frozenset({'2', '4', '5', '9'}):2882
frozenset({' ', '4', '0', '9'}):2778
frozenset({'2', '5', '7', '8'}):2949
frozenset({' ', '4', '9', '6'}):2955
frozenset({' ', '4', '5', '6'}):2945
frozenset({'2', '7', '9', '8'}):2947
frozenset({' ', '2', '3', '5'}):3006
frozenset({'2', '0', '1', '7'}):2618
frozenset({'0', '5', '4', '7'}):2681
frozenset({' ', '3', '4', '1'}):2995
frozenset({' ', '4', '1', '9'}):3020
frozenset({'0', '3', '4', '7'}):2652
frozenset({'4', '5', '0', '9'}):2668
frozenset({'0', '4', '7', '1'}):2653
frozenset({'4', '1', '7', '6'}):2852
frozenset({'0', '1', '9', '8'}):2657
frozenset({' ', '3', '1', '8'}):3009
frozenset({' ', '1', '9', '8'}):3055
frozenset({'4', '2', '3', '1'}):2864
frozenset({'2', '3', '1', '6'}):2788
frozenset({'2', '3', '5', '1'}):2853
frozenset({' ', '3', '5', '1'}):2983
frozenset({'5', '1', '7', '8'}):2930
frozenset({'2', '4', '0', '9'}):2648
frozenset({'3', '0', '1', '6'}):2535
frozenset({'5', '7', '9', '8'}):2945
frozenset({' ', '2', '4', '6'}):2942
frozenset({' ', '1', '9', '6'}):2958
frozenset({'3', '5', '7', '9'}):2903
frozenset({'0', '7', '8', '6'}):2618
frozenset({'2', '7', '9', '6'}):2863
frozenset({' ', '4', '5', '8'}):3067
frozenset({' ', '3', '0', '6'}):2653
frozenset({'2', '4', '0', '8'}):2660
frozenset({'2', '5', '9', '6'}):2826
frozenset({' ', '4', '7', '8'}):3091
frozenset({'2', '3', '7', '6'}):2830
frozenset({' ', '7', '9', '8'}):3083
frozenset({'2', '4', '5', '6'}):2802
frozenset({' ', '5', '7', '8'}):3094
frozenset({'2', '4', '9', '6'}):2826
frozenset({'3', '4', '7', '8'}):2934
frozenset({' ', '2', '1', '6'}):2936
frozenset({'0', '4', '7', '6'}):2599
frozenset({'4', '8', '6', '3', '1'}):2709
frozenset({'2', ' ', '3', '1', '7'}):2870
frozenset({'4', '0', '8', ' ', '3'}):2654
frozenset({'2', '0', '4', '8', '7'}):2577
frozenset({'0', '9', '6', ' ', '5'}):2585
frozenset({'2', '4', '0', ' ', '3'}):2623
frozenset({'2', '9', '3', '5', '7'}):2784
frozenset({'4', '8', '6', ' ', '3'}):2833
frozenset({'2', '0', ' ', '5', '7'}):2657
frozenset({'4', '0', '9', '8', '6'}):2516
frozenset({'2', '4', '6', '5', '7'}):2725
frozenset({'4', '0', '8', '6', '3'}):2482
frozenset({'2', '0', '9', '6', ' '}):2585
frozenset({'4', '0', '8', '5', '7'}):2597
frozenset({'0', '6', ' ', '3', '5'}):2553
frozenset({'2', '8', '6', ' ', '7'}):2894
frozenset({'0', '6', '5', '1', '7'}):2477
frozenset({'2', '4', '0', '3', '5'}):2535
frozenset({'0', '9', '8', ' ', '5'}):2679
frozenset({'9', '8', '3', '1', '7'}):2789
frozenset({'2', '4', '0', '6', '7'}):2488
frozenset({'0', '9', '3', '5', '7'}):2558
frozenset({'2', '4', '8', '6', '1'}):2726
frozenset({'9', ' ', '5', '1', '7'}):2898
frozenset({'2', '4', '6', ' ', '7'}):2851
frozenset({'2', '4', '0', '1', '7'}):2536
frozenset({'2', '4', ' ', '5', '7'}):2907
frozenset({'9', '8', ' ', '5', '1'}):2915
frozenset({'2', '0', ' ', '5', '1'}):2613
frozenset({'2', '4', '6', '1', '7'}):2729
frozenset({'2', '6', '3', '1', '7'}):2707
frozenset({'0', '8', '6', '5', '1'}):2483
frozenset({'2', '0', '8', '1', '7'}):2545
frozenset({'4', '9', ' ', '5', '1'}):2885
frozenset({'2', '8', '6', '1', '7'}):2756
frozenset({'4', ' ', '3', '1', '7'}):2883
frozenset({'4', '0', '6', '3', '7'}):2479
frozenset({'2', '0', '9', '5', '7'}):2557
frozenset({'4', '0', '8', '6', ' '}):2606
frozenset({'2', '8', '3', '5', '7'}):2824
frozenset({'4', '9', '6', ' ', '3'}):2805
frozenset({'0', '4', '6', '1', '7'}):2494
frozenset({'4', '9', ' ', '3', '5'}):2881
frozenset({'4', '0', '6', '5', '1'}):2476
frozenset({'2', '8', '6', '3', '7'}):2755
frozenset({'2', '9', '8', '3', '5'}):2790
frozenset({'2', '9', '8', '6', '7'}):2787
frozenset({'4', '6', ' ', '3', '7'}):2834
frozenset({'4', '0', '9', '6', '1'}):2488
frozenset({'2', '9', '6', ' ', '3'}):2815
frozenset({'4', '8', '3', '5', '7'}):2821
frozenset({'4', '9', '8', '3', '1'}):2780
frozenset({'4', '8', '3', '5', '1'}):2779
frozenset({'4', '9', ' ', '1', '7'}):2903
frozenset({'2', '8', '6', '5', '1'}):2714
frozenset({'4', '0', '9', '3', '5'}):2549
frozenset({'0', '4', '9', '6', '7'}):2508
frozenset({'2', '0', '8', ' ', '5'}):2667
frozenset({'2', '8', ' ', '3', '7'}):2932
frozenset({'4', '9', '6', '3', '5'}):2687
