frozenset({'2'}):56827
frozenset({'4'}):56936
frozenset({'0'}):54949
frozenset({'9'}):57005
frozenset({'8'}):57185
frozenset({'6'}):56504
frozenset({' '}):58182
frozenset({'3'}):56715
frozenset({'5'}):56947
frozenset({'1'}):56704
frozenset({'7'}):57106
frozenset({'1', '6'}):55374
frozenset({' ', '7'}):57106
frozenset({'7', '3'}):55838
frozenset({'8', '3'}):55880
frozenset({'4', '8'}):56078
frozenset({'5', '2'}):55782
frozenset({' ', '2'}):56827
frozenset({'4', '6'}):55491
frozenset({'0', '9'}):54126
frozenset({'5', '3'}):55720
frozenset({'7', '9'}):56045
frozenset({'4', '5'}):55866
frozenset({'4', '3'}):55738
frozenset({' ', '8'}):57185
frozenset({'6', '2'}):55430
frozenset({'4', '2'}):55736
frozenset({'8', '6'}):55719
frozenset({'1', '3'}):55474
frozenset({' ', '5'}):56947
frozenset({'1', '9'}):55767
frozenset({' ', '3'}):56715
frozenset({'4', ' '}):56936
frozenset({'1', '2'}):55594
frozenset({'5', '8'}):56125
frozenset({'3', '2'}):55626
frozenset({'0', '5'}):54107
frozenset({'7', '6'}):55657
frozenset({' ', '1'}):56704
frozenset({'5', '7'}):56038
frozenset({' ', '9'}):57005
frozenset({'9', '3'}):55693
frozenset({'0', '7'}):54175
frozenset({'4', '0'}):54093
frozenset({'5', '9'}):55926
frozenset({'7', '8'}):56234
frozenset({'0', '8'}):54218
frozenset({'9', '8'}):56121
frozenset({'0', '2'}):53953
frozenset({'1', '7'}):55804
frozenset({'4', '1'}):55722
frozenset({'8', '2'}):56022
frozenset({'4', '9'}):55903
frozenset({'0', '6'}):53694
frozenset({'0', ' '}):54949
frozenset({'5', '1'}):55697
frozenset({'4', '7'}):56041
frozenset({'9', '2'}):55884
frozenset({'1', '8'}):55867
frozenset({'7', '2'}):55908
frozenset({' ', '6'}):56504
frozenset({'3', '6'}):55275
frozenset({'0', '1'}):53866
frozenset({'9', '6'}):55558
frozenset({'0', '3'}):53934
frozenset({'5', '6'}):55452
frozenset({'2', '0', '9', '6', ' '}):52326
frozenset({'4', '0', '8', '5', '7'}):52269
frozenset({'0', '6', ' ', '3', '5'}):52183
frozenset({'2', '8', '6', ' ', '7'}):54083
frozenset({'0', '6', '5', '1', '7'}):51689
frozenset({'2', '4', '0', '3', '5'}):51865
frozenset({'0', '9', '8', ' ', '5'}):52816
frozenset({'9', '8', '3', '1', '7'}):53381
frozenset({'2', '4', '0', '6', '7'}):51698
frozenset({'0', '9', '3', '5', '7'}):52032
frozenset({'2', '4', '8', '6', '1'}):53125
frozenset({'9', ' ', '5', '1', '7'}):54154
frozenset({'2', '4', '6', ' ', '7'}):53891
frozenset({'2', '4', '0', '1', '7'}):51848
frozenset({'2', '4', ' ', '5', '7'}):54137
frozenset({'9', '8', ' ', '5', '1'}):54216
frozenset({'2', '0', ' ', '5', '1'}):52399
frozenset({'2', '4', '6', '1', '7'}):53120
frozenset({'2', '6', '3', '1', '7'}):52980
frozenset({'0', '8', '6', '5', '1'}):51742
frozenset({'2', '0', '8', '1', '7'}):51935
frozenset({'4', '9', ' ', '5', '1'}):54082
frozenset({'2', '8', '6', '1', '7'}):53242
frozenset({'4', ' ', '3', '1', '7'}):54004
frozenset({'4', '0', '6', '3', '7'}):51681
frozenset({'2', '0', '9', '5', '7'}):52046
frozenset({'4', '0', '8', '6', ' '}):52458
frozenset({'2', '8', '3', '5', '7'}):53558
frozenset({'4', '9', '6', ' ', '3'}):53687
frozenset({'0', '4', '6', '1', '7'}):51718
frozenset({'4', '9', ' ', '3', '5'}):54020
frozenset({'4', '0', '6', '5', '1'}):51642
frozenset({'2', '8', '6', '3', '7'}):53244
frozenset({'2', '9', '8', '3', '5'}):53443
frozenset({'2', '9', '8', '6', '7'}):53422
frozenset({'4', '6', ' ', '3', '7'}):53840
frozenset({'4', '0', '9', '6', '1'}):51697
frozenset({'2', '9', '6', ' ', '3'}):53699
frozenset({'4', '8', '3', '5', '7'}):53613
frozenset({'4', '9', '8', '3', '1'}):53330
frozenset({'4', '8', '3', '5', '1'}):53341
frozenset({'4', '9', ' ', '1', '7'}):54177
frozenset({'2', '8', '6', '5', '1'}):53111
frozenset({'4', '0', '9', '3', '5'}):51947
frozenset({'0', '4', '9', '6', '7'}):51842
frozenset({'2', '0', '8', ' ', '5'}):52725
frozenset({'2', '8', ' ', '3', '7'}):54234
frozenset({'4', '9', '6', '3', '5'}):52974
